id,x,y,containmentdatetime,controldatetime,dailyacres,discoveryacres,firecause,firediscoverydatetime,incidenttypecategory,incidenttypekind,initiallatitude,initiallongitude,irwinid,localincidentidentifier,poocounty,poodispatchcenterid,poofips,poostate,uniquefireidentifier,temp_2m,temp_2m_max,humidity,rain,wind_speed_2m,wind_speed_2m_max,wind_speed_10m,wind_speed_10m_max,surface_soil_wetness_5cm_below,surface_soil_wetness_to_bedrock,wind_speed_2m_mean,wind_speed_2m_max_mean,wind_speed_10m_mean,wind_speed_10m_max_mean,humidity_mean,temp_2m_mean,rain_sum,dew_frost_point_2m,wet_bulb_temp_2m,relative_humidity,clear_sky_photosynthetically_active_radiation,all_sky_photosynthetically_active_radiation,all_sky_surface_uv_index
11733,-109.220510466,33.753775309,2021-08-05 18:36:59+00:00,2021-08-05 18:38:00+00:00,2.0,0.1,Natural,2021-08-01 23:22:29+00:00,WF,FI,33.75377,-109.2205,{0D04A2D4-654D-4BD7-90B1-C81B49F942B3},966,Greenlee,AZSDC,4011,US-AZ,2021-AZASF-000966,18.48,24.12,12.63,3.76,0.92,1.47,1.82,2.79,0.55,0.51,1.376,2.498,2.572,4.266,10.254000000000001,20.316,8.16,13.66,16.08,76.25,152.04,107.01,2.17
11758,-112.367111421,37.3279956010001,2021-08-04 00:59:59+00:00,2021-08-05 17:29:59+00:00,1.5,0.8,Natural,2021-08-02 21:01:59+00:00,WF,FI,37.32673,-112.3635,{8E2E9731-4916-4A49-966D-967576908E68},700,Kane,UTCDC,49025,US-UT,2021-UTCCD-000700,20.41,27.3,9.28,0.18,1.76,3.43,2.92,5.16,0.41,0.39,1.93,3.4775,3.42,5.3725000000000005,7.31,21.9225,0.18,9.29,14.85,52.44,150.32,143.73,2.62
11782,-122.884813901,42.208775238,2021-08-03 03:00:00+00:00,2021-08-03 03:20:00+00:00,2.0,1.0,Natural,2021-08-02 00:36:59+00:00,WF,FI,42.20877,-122.8848,{12C5BA3E-3CBB-40BE-A065-C9346640506D},342,Jackson,ORRVC,41029,US-OR,2021-ORMED-000342,24.92,35.64,5.68,0.0,0.22,0.89,1.46,2.56,0.33,0.47,0.21000000000000002,0.755,1.365,2.515,5.68,24.67,0.0,3.31,14.12,31.88,133.88,124.27,1.98
11784,-123.194513674,40.433245088,2021-08-08 22:21:59+00:00,2021-08-10 21:59:59+00:00,2.0,1.0,Human,2021-08-03 15:45:00+00:00,WF,FI,40.43006,-123.192,{B2BB2202-CF37-445B-BFC4-E80F0F7FA9FB},1214,Trinity,CARICC,6105,US-CA,2021-CASHF-001214,26.21,36.23,2.81,0.0,0.48,0.98,1.45,1.88,0.13,0.46,0.30375,0.8075,1.5275,2.235,4.58625,23.98,0.0,-5.65,10.28,13.5,141.51,126.55,2.13
11815,-107.917710502,37.3277458920001,2021-08-06 21:42:00+00:00,2021-08-22 22:34:59+00:00,4.03,0.1,Natural,2021-08-04 17:35:00+00:00,WF,FI,37.31581,-107.917,{44636105-2220-49C9-A7B0-538AAB475562},1025,La Plata,CODRC,8067,US-CO,2021-COSJF-001025,16.69,25.23,6.71,0.01,2.05,3.38,4.0,5.62,0.38,0.4,1.4915789473684211,2.7873684210526317,2.7405263157894737,4.6615789473684215,7.413157894736842,17.02052631578947,30.6,3.68,10.18,47.62,151.71,147.63,2.74
11820,-107.393910372,37.1677259030001,2021-08-09 17:28:00+00:00,2021-08-11 17:19:59+00:00,6.0,0.1,Natural,2021-08-04 20:16:11+00:00,WF,FI,37.17804,-107.3379,{EC5BB34C-9109-42E0-AFE3-ECC7D48AE732},1030,Archuleta,CODRC,8007,US-CO,2021-COSJF-001030,22.09,32.76,7.75,0.02,0.79,1.54,1.8,3.27,0.37,0.38,1.1975,2.12125,2.72125,4.6325,7.00875,22.20375,1.45,6.31,14.2,45.5,151.71,147.63,2.74
11825,-115.421912682,42.5012159240001,2021-08-05 18:10:00+00:00,2021-08-07 00:00:00+00:00,1305.1,1.0,Natural,2021-08-04 23:08:00+00:00,WF,FI,42.66129,-115.5192,{A16716DC-F514-4A45-AAFC-674AF58E3D6D},275,Owyhee,IDSCC,16073,US-ID,2021-IDTFD-000275,29.61,38.44,8.61,0.8,2.1,3.71,3.16,5.1,0.34,0.39,2.635,4.5675,3.845,6.5,7.295,26.045,1.88,9.33,19.47,32.25,142.46,116.61,2.11
11826,-109.740410575,33.773535285,2021-09-01 18:00:00+00:00,2021-09-01 18:00:00+00:00,27.0,0.1,Natural,2021-08-05 00:36:00+00:00,WF,FI,33.92264,-109.8486,{F07D8A39-59FE-4D56-A94C-AEEFC5DCAEED},978,Apache,AZSDC,4001,US-AZ,2021-AZFTA-000978,24.37,32.81,10.25,0.1,1.52,2.43,3.0,4.36,0.48,0.52,1.2453571428571428,2.3032142857142857,2.382142857142857,4.037857142857143,11.32642857142857,21.529285714285717,93.74000000000001,11.05,17.7,46.44,150.2,143.07,2.77
11828,-109.76901057,33.6269152620001,2021-08-06 20:55:00+00:00,2021-09-02 17:32:59+00:00,2.0,0.1,Natural,2021-08-04 21:36:59+00:00,WF,FI,33.62691,-109.769,{DE4F9320-2C15-488F-8826-2DCB2CAE344D},976,Apache,AZSDC,4001,US-AZ,2021-AZFTA-000976,26.77,36.37,8.67,0.0,1.79,2.55,3.34,3.95,0.48,0.52,1.546,2.994666666666667,2.5973333333333333,4.598333333333333,12.166,23.765666666666668,110.34,8.94,17.86,38.06,154.42,153.45,2.96
11829,-111.013011567,34.576441168,2021-08-26 19:56:00+00:00,2021-08-26 19:56:00+00:00,6.44,0.1,Natural,2021-08-04 15:18:11+00:00,WF,FI,34.57642,-111.013,{A47E01BC-3C59-4917-AABD-722C2704498C},972,Coconino,AZSDC,4005,US-AZ,2021-AZASF-000972,23.66,34.14,7.93,0.0,0.39,0.77,2.41,2.95,0.48,0.51,0.4504347826086956,0.7569565217391304,2.1208695652173915,3.2756521739130435,10.252608695652174,21.11304347826087,63.53,7.23,15.44,40.81,155.47,155.52,3.0
11834,-121.348413683,42.3279053850001,2021-08-14 12:59:59+00:00,2021-08-14 12:59:59+00:00,84.0,1.0,Natural,2021-08-05 20:06:00+00:00,WF,FI,42.35399,-121.3974,{41B41FB5-8FAD-49EB-B216-C2261921353C},210391,Klamath,ORLFC,41035,US-OR,2021-OR981S-210391,20.13,28.69,6.47,0.37,1.4,3.18,2.73,6.02,0.3,0.35,1.053,1.8210000000000002,2.245,3.508,6.392,22.363,0.64,4.88,12.51,40.5,104.88,77.26,1.2
11837,-105.585010555,42.1609866950001,2021-08-07 13:50:00+00:00,2021-08-08 18:30:00+00:00,23.1,1.0,Undetermined,2021-08-05 22:01:00+00:00,WF,FI,42.16103,-105.6045,{28A645AF-1633-4160-8E0F-6EEFF966CD30},210492,Albany,WYCPC,56001,US-WY,2021-WYALX-210492,22.4,31.5,7.2,0.04,2.99,4.98,4.55,6.91,0.36,0.41,3.72,6.2525,5.4624999999999995,8.6525,6.91,20.7275,0.77,5.65,14.03,37.88,117.34,108.11,1.64
11838,-108.485910972,40.395173254,2021-08-07 00:07:00+00:00,2021-08-07 17:00:00+00:00,4.0,1.5,Natural,2021-08-05 21:27:59+00:00,WF,FI,40.39932,-108.4829,{3FB110EA-F849-4D4C-B1D6-081C264BE021},399,Moffat,COCRC,8081,US-CO,2021-COLSD-000399,24.33,32.55,7.39,0.0,1.95,3.76,2.87,4.88,0.38,0.41,2.473333333333333,5.053333333333334,3.606666666666667,6.739999999999999,6.553333333333334,22.583333333333332,0.22000000000000003,6.21,15.27,34.31,138.52,134.12,2.35
11841,-108.315610691,38.313955999,2021-08-06 23:53:00+00:00,2021-08-09 01:01:00+00:00,1.64,0.1,Natural,2021-08-05 22:15:59+00:00,WF,FI,38.32251,-108.2527,{FB9791C1-2B10-4A59-BB7E-FA184616866C},273,Montrose,COMTC,8085,US-CO,2021-COGMF-000273,22.65,32.05,7.39,0.06,1.11,1.76,2.28,3.09,0.44,0.46,1.4620000000000002,2.4539999999999997,2.95,4.412,6.202,21.968,0.13,5.94,14.3,38.44,145.82,143.98,2.61
11844,-111.663411352,37.9950957300001,2021-08-06 20:42:00+00:00,2021-08-17 20:50:00+00:00,2.8,2.0,Natural,2021-08-05 21:56:34+00:00,WF,FI,38.01287,-111.6669,{4F8670B8-6D9D-445F-8B76-B22570757738},711,Garfield,UTCDC,49017,US-UT,2021-UTDIF-000711,21.94,30.03,7.26,0.0,2.32,4.3,3.55,5.85,0.46,0.49,1.9230769230769231,3.4000000000000004,3.0453846153846156,4.6984615384615385,6.614615384615385,20.56,5.84,5.15,13.55,37.19,144.89,133.74,2.49
11847,-105.374010476,41.944486684,2021-08-07 00:04:00+00:00,2021-08-09 22:30:00+00:00,4.6,0.1,Undetermined,2021-08-05 22:40:00+00:00,WF,FI,41.95031,-105.3773,{B96AB7CB-0F4F-456A-8A99-9CC12F7FEFA3},210494,Albany,WYCPC,56001,US-WY,2021-WYRAD-210494,22.4,31.5,7.2,0.04,2.99,4.98,4.55,6.91,0.36,0.41,3.758,6.37,5.523999999999999,8.804,6.590000000000001,20.875999999999998,0.77,5.65,14.03,37.88,124.42,115.19,1.84
11853,-115.612312736,42.6186059190001,2021-08-08 00:00:00+00:00,2021-08-09 00:00:00+00:00,2197.1,1.0,Natural,2021-08-06 05:19:00+00:00,WF,FI,42.86184,-115.7369,{D6D69416-DC12-41EC-BE55-E995F7EE6D62},290,Owyhee,IDSCC,16073,US-ID,2021-IDTFD-000290,22.21,27.67,8.79,0.51,3.72,6.17,5.27,8.55,0.37,0.4,2.6825,4.61,3.91,6.6,6.8975,22.822499999999998,0.51,10.26,16.23,47.75,101.84,82.68,1.09
11855,-121.487113718,42.4066953780001,2021-08-07 00:30:00+00:00,2021-08-07 22:23:00+00:00,2.5,1.0,Natural,2021-08-06 01:25:21+00:00,WF,FI,42.39631,-121.4915,{8BB6223B-287D-44B8-AA63-B8093468D1F0},210401,Klamath,ORLFC,41035,US-OR,2021-ORFWF-210401,18.84,28.94,6.23,0.0,0.91,1.46,1.85,2.69,0.3,0.35,1.11,1.94,2.325,3.715,6.84,20.119999999999997,0.0,4.06,11.45,47.81,145.19,143.7,2.26
11864,-121.185213533,41.544265341,2021-08-06 23:00:00+00:00,2021-08-09 20:26:00+00:00,2.8,0.1,Natural,2021-08-06 18:10:08+00:00,WF,FI,41.55329,-121.1874,{75DCD17A-F8A1-408F-9898-5CAF0A8F5E70},1193,Modoc,CAMICC,6049,US-CA,2021-CAMDF-001193,19.93,30.15,5.37,0.0,1.18,1.83,2.33,2.93,0.22,0.38,1.185,2.1775,2.2875,3.5875,5.46,21.7425,0.0,1.88,10.9,39.69,127.68,122.77,1.79
11865,-121.596802569,41.357038291,2021-08-11 23:29:59+00:00,2021-08-23 20:18:00+00:00,51.0,1.0,Natural,2021-08-06 18:11:45+00:00,WF,FI,41.34744,-121.6401,{A26DCB69-4D1C-40A2-B85F-74B8898EEDDB},1233,Siskiyou,CARICC,6093,US-CA,2021-CASHF-001233,18.64,29.64,5.49,0.0,0.41,0.76,1.86,2.4,0.23,0.43,0.5966666666666667,1.0183333333333333,2.192222222222222,3.2694444444444444,5.527222222222222,20.526666666666667,0.03,2.21,10.43,44.0,127.68,122.77,1.79
11867,-121.583313567,41.3605052930001,2021-08-09 02:00:00+00:00,2021-08-23 21:45:00+00:00,22.5,1.0,Natural,2021-08-06 19:20:51+00:00,WF,FI,41.35511,-121.6074,{027175BA-5BBD-45F6-B577-F5CE0653F982},1235,Siskiyou,CARICC,6093,US-CA,2021-CASHF-001235,18.64,29.64,5.49,0.0,0.41,0.76,1.86,2.4,0.23,0.43,0.5966666666666667,1.0183333333333333,2.192222222222222,3.2694444444444444,5.527222222222222,20.526666666666667,0.03,2.21,10.43,44.0,127.68,122.77,1.79
11870,-108.615410683,37.632325888,2021-08-11 23:16:00+00:00,2021-08-25 21:03:00+00:00,26.0,1.0,Natural,2021-08-06 19:34:59+00:00,WF,FI,37.57253,-108.6265,{963154DF-EEB3-4D5C-9645-DDEC73F09469},1044,Montezuma,CODRC,8083,US-CO,2021-COSJF-001044,23.48,32.31,6.96,0.09,1.42,2.76,3.63,6.42,0.34,0.38,1.0805,1.7599999999999998,2.6515,4.1354999999999995,7.7575,21.473499999999998,32.21,5.23,14.36,32.75,152.23,141.13,2.7
11876,-109.326811336,41.745066352,2021-08-07 03:00:00+00:00,2021-08-13 19:59:00+00:00,3.4,0.1,Undetermined,2021-08-06 23:16:59+00:00,WF,FI,41.75028,-109.3357,{F6748D3F-97B3-4F1C-8226-A4C71001B2AD},210505,Sweetwater,WYCPC,56037,US-WY,2021-WYRSD-210505,20.42,29.33,6.35,0.45,4.32,8.84,6.07,12.0,0.33,0.38,3.13875,5.96,4.55625,7.9775,5.5525,20.8525,0.45,3.68,12.05,36.56,143.4,128.05,2.29
11879,-112.689511498,37.458875596,2021-08-09 00:00:00+00:00,2021-08-10 00:00:00+00:00,2.13,1.0,Natural,2021-08-06 23:20:26+00:00,WF,FI,37.75105,-112.942,{7FD0745B-A426-4531-8BA3-E5C4B4913C23},714,Kane,UTCDC,49025,US-UT,2021-UTDIF-000714,24.55,32.9,4.82,0.0,3.94,6.51,5.91,8.95,0.34,0.38,2.5100000000000002,4.3759999999999994,3.91,6.029999999999999,5.59,24.186,0.0,-0.06,12.25,24.25,152.48,152.71,2.84
11880,-121.166513244,39.551555186,2021-08-07 08:12:00+00:00,2021-08-09 00:58:00+00:00,1.5,1.0,Human,2021-08-07 04:11:00+00:00,WF,FI,39.55293,-121.167,{AA24674A-E8AB-46D6-83D3-FC866438FB78},1496,Butte,CAPNFC,6007,US-CA,2021-CAPNF-001496,25.36,33.22,3.66,0.0,0.98,1.15,2.23,2.96,0.1,0.42,1.09,1.4866666666666666,2.473333333333333,3.563333333333333,3.6233333333333335,25.963333333333335,0.0,-1.73,11.82,17.25,94.3,75.12,0.92
11882,-106.049960011,36.485305887,2021-08-18 19:15:59+00:00,2021-08-23 20:34:00+00:00,3.31,2.0,Natural,2021-08-07 00:08:06+00:00,WF,FI,36.406668,-106.04168,{5DA68CC1-C6E1-4C24-BA12-3042730F30BD},461,Rio Arriba,NMTDC,35039,US-NM,2021-NMCAF-000461,19.88,28.19,5.62,0.0,2.27,4.41,4.44,7.63,0.37,0.41,1.6029411764705883,2.849411764705882,3.0094117647058822,4.888235294117647,8.215294117647058,19.46588235294118,13.2,1.19,10.54,33.56,134.47,132.48,2.3
11884,-105.523609813,35.566805781,2021-08-08 16:30:00+00:00,2021-08-12 20:48:00+00:00,6.25,4.0,Natural,2021-08-07 17:30:50+00:00,WF,FI,35.57567,-105.5357,{79052C27-6890-4AB3-B3A8-A1BD7FC18BFF},346,San Miguel,NMSFC,35047,US-NM,2021-NMSNF-000346,22.81,31.58,7.14,0.08,3.15,5.32,4.95,7.38,0.45,0.48,2.2616666666666667,3.8816666666666664,3.4983333333333335,5.373333333333334,8.748333333333333,22.319999999999997,5.8999999999999995,5.23,14.02,36.38,151.66,150.0,2.81
11891,-116.174811793,33.5770549160001,2021-08-17 15:30:00+00:00,2021-08-17 20:18:00+00:00,51.0,1.0,Undetermined,2021-08-07 19:44:59+00:00,WF,FI,33.53673,-116.1014,{B230DFA5-6CA1-458B-9BD6-34DDEB6F0FB7},12008,Riverside,CARRCC,6065,US-CA,2021-CASCA-012008,32.53,42.76,3.72,0.0,2.13,3.66,3.33,5.23,0.14,0.38,1.8527272727272726,3.271818181818182,2.7572727272727273,4.612727272727273,9.814545454545454,31.99909090909091,10.96,-1.21,15.65,13.0,151.29,151.65,2.7
11892,-109.077394795,37.7648568750001,2021-08-09 00:59:59+00:00,2021-08-10 00:59:59+00:00,2.6,1.0,Natural,2021-08-07 21:57:00+00:00,WF,FI,37.60744,-109.241,{9D53394F-1056-43FB-AA90-EB2881B0D8D4},380,San Juan,UTMFC,49037,US-UT,2021-UTMOD-000380,22.85,31.28,4.88,0.0,2.59,4.3,3.98,5.61,0.31,0.35,2.3649999999999998,3.995,3.58,5.205,6.025,24.512500000000003,0.03,0.57,11.71,25.31,128.28,119.27,1.99
11893,-112.092812045,42.6086962200001,2021-08-09 00:00:00+00:00,2021-08-10 00:30:00+00:00,117.1,1.0,Natural,2021-08-07 21:46:59+00:00,WF,FI,42.5852,-112.1268,{FBFB6C12-E9D3-4EC9-A183-63ADF699217B},192,Bannock,IDEIC,16005,US-ID,2021-ID1BN-000192,18.32,26.88,7.75,0.0,0.84,1.17,1.91,2.87,0.43,0.47,0.99,1.4575,2.365,3.63,6.0575,18.685,0.0,7.1,12.71,52.94,131.11,131.23,1.88
11897,-110.970611649,41.4977961920001,2021-08-08 03:59:59+00:00,2021-08-09 22:30:00+00:00,2.0,1.0,Natural,2021-08-07 20:42:59+00:00,WF,FI,41.42933,-110.9675,{77D48FC1-C917-41BE-A860-34296DF92FBB},210507,Uinta,WYCPC,56041,US-WY,2021-WYKRD-210507,17.15,25.61,6.59,0.0,1.64,3.12,2.71,4.74,0.38,0.41,1.9699999999999998,3.7600000000000002,3.3533333333333335,5.833333333333333,5.553333333333334,18.636666666666667,0.0,4.24,10.69,47.31,123.07,121.66,1.75
11899,-122.894413714,41.0078351540001,2021-08-09 20:19:59+00:00,2021-08-11 15:00:00+00:00,1.1,1.0,Natural,2021-08-07 18:55:49+00:00,WF,FI,41.00778,-122.8944,{09055C42-007F-45E1-82ED-8766D5320A72},1239,Trinity,CARICC,6105,US-CA,2021-CASHF-001239,21.49,31.22,7.14,0.0,0.24,0.86,1.82,2.78,0.17,0.46,0.33599999999999997,0.884,1.67,2.348,5.116,23.118000000000002,0.0,6.87,14.18,44.75,115.84,110.48,1.58
11914,-119.87058767,37.812885206,2021-08-10 19:24:00+00:00,2021-08-16 19:43:00+00:00,2.64,0.1,Human,2021-08-09 04:56:00+00:00,WF,FI,37.81562,-119.8661,{793D2DFE-0EAD-400F-8288-D71B5F0AC826},2084,Tuolumne,CASTCC,6109,US-CA,2021-CASTF-002084,23.35,31.42,4.21,0.0,0.78,1.09,2.4,4.23,0.25,0.46,0.75625,1.145,2.09125,3.57875,4.86875,25.88875,0.26,-0.98,11.19,21.06,142.91,142.85,2.5
11917,-119.969412907,38.3948351780001,2021-08-13 20:32:00+00:00,2021-08-18 19:26:00+00:00,25.5,1.0,Human,2021-08-09 03:46:59+00:00,WF,FI,38.39875,-119.9688,{A7652B96-ADE5-417A-A46E-FAB6C1B8BA3D},2083,Tuolumne,CASTCC,6109,US-CA,2021-CASTF-002083,21.15,30.31,3.78,0.0,0.59,1.03,2.16,3.82,0.23,0.44,0.591,1.045,1.9259999999999997,3.308,4.602,22.567,0.16,-3.02,9.07,21.0,134.98,133.48,2.35
11918,-112.316411061,33.383945096,2021-08-11 00:27:59+00:00,2021-08-13 00:00:00+00:00,65.76,2.0,Human,2021-08-09 05:22:00+00:00,WF,FI,33.38385,-112.3099,{258B3C84-97E6-421D-969E-E8DFF6B4D048},1478,Maricopa,AZPDC,4013,US-AZ,2021-AZA4S-001478,31.44,36.02,13.55,1.16,1.55,2.62,2.19,3.88,0.34,0.4,1.232,2.052,1.738,2.7239999999999998,14.77,30.615999999999996,31.35,18.1,24.77,45.88,143.54,97.6,1.77
11921,-108.439361592,34.015305819,2021-10-27 18:00:00+00:00,2021-10-27 18:04:59+00:00,10.3,1.0,Natural,2021-08-08 22:19:53+00:00,WF,FI,33.95902,-108.4962,{4852BB85-56EC-4B6F-88A8-E1C1E035FF22},654,Catron,NMSDC,35003,US-NM,2021-NMGNF-000654,22.07,30.51,8.0,0.14,1.55,2.78,2.39,3.66,0.42,0.47,2.2586419753086417,4.06641975308642,3.423086419753086,5.494320987654321,7.737283950617284,15.52506172839506,134.05,6.71,14.39,41.0,144.7,129.65,2.48
11931,-105.464510367,40.960286549,2021-08-10 19:50:00+00:00,2021-08-11 20:06:00+00:00,2.0,1.0,Natural,2021-08-09 21:20:59+00:00,WF,FI,40.90964,-105.479,{7E289C13-F27E-4CA3-A347-7BFFAFE0E8F4},581,Larimer,COFTC,8069,US-CO,2021-COLRX-000581,19.9,29.31,5.25,0.0,1.84,2.49,3.82,4.72,0.38,0.42,2.07,2.9633333333333334,4.123333333333334,5.623333333333334,4.68,19.52333333333333,0.02,0.45,10.18,31.38,121.9,106.45,1.66
11932,-110.30691127,39.673106031,2021-08-14 02:12:00+00:00,2021-08-22 22:44:59+00:00,16.75,1.0,Natural,2021-08-10 01:50:00+00:00,WF,FI,39.65631,-110.3331,{CC23A389-9A10-41F3-A694-2FAF6E1B70A9},391,Carbon,UTMFC,49007,US-UT,2021-UTSES-000391,23.08,33.31,5.13,0.0,1.93,3.84,3.14,5.31,0.3,0.35,2.276923076923077,4.086923076923077,3.4161538461538465,5.544615384615384,6.497692307692308,21.805384615384614,42.5,1.1,12.09,26.56,134.2,122.0,2.12
11942,-123.647913966,41.9105951490001,2021-08-12 20:48:59+00:00,2021-08-12 20:48:59+00:00,2.1,1.0,Human,2021-08-10 14:19:00+00:00,WF,FI,41.91129,-123.6556,{9C6C6F8E-2428-4C26-82E6-3055DCAFDFB0},385,Del Norte,ORRVC,6015,US-CA,2021-ORRSF-000385,25.71,36.87,5.74,0.0,0.2,0.87,1.59,2.54,0.22,0.46,0.29333333333333333,0.8766666666666666,1.4966666666666668,2.4499999999999997,5.696666666666666,25.393333333333334,0.0,4.59,15.15,30.19,117.18,103.52,1.42
11950,-109.975811175,39.460396029,2021-08-26 21:35:00+00:00,2021-09-03 18:25:00+00:00,211.0,1.0,Natural,2021-08-10 14:24:00+00:00,WF,FI,39.4615,-109.9786,{8BED34BC-C842-40F0-93AC-C793FF792A0C},100230,Grand,UTUBC,49019,US-UT,2021-UTUOA-100230,23.19,32.9,4.94,0.0,1.98,2.99,3.05,3.99,0.28,0.36,2.3080000000000003,4.1824,3.4183999999999997,5.5752,6.7936000000000005,21.0048,48.95,0.59,11.89,25.19,133.02,117.23,2.07
11954,-112.155611919,41.686766117,2021-08-10 17:19:59+00:00,2021-08-12 00:16:00+00:00,4.0,1.0,Human,2021-08-10 17:19:49+00:00,WF,FI,41.68676,-112.1556,{ED0505D0-1D26-4588-8B04-E1BF43CB99B7},726,Box Elder,UTNUC,49003,US-UT,2021-UTBRS-000726,21.75,29.63,4.15,0.0,0.59,1.16,1.87,3.04,0.38,0.45,0.5433333333333333,1.1366666666666667,1.6633333333333333,2.733333333333333,5.19,23.923333333333332,0.0,-1.75,10.0,24.06,124.8,121.95,1.78
11956,-113.097611569,37.3771155580001,2021-08-13 01:30:00+00:00,2021-08-23 21:43:00+00:00,3.0,1.0,Natural,2021-08-10 23:56:00+00:00,WF,FI,37.39531,-113.1201,{C1C00AC2-1716-4EC0-8A1C-31340965419C},723,Washington,UTCDC,49053,US-UT,2021-UTSWS-000723,23.3,31.43,8.61,0.02,1.08,2.25,1.87,4.02,0.37,0.41,1.375,2.2835714285714284,2.9200000000000004,4.492142857142857,8.34,20.447857142857142,53.839999999999996,8.16,15.73,42.06,146.92,136.04,2.52
11957,-111.681294638,40.348836007,2021-08-11 23:45:00+00:00,2021-08-12 16:57:00+00:00,1.7,1.0,Human,2021-08-11 11:32:00+00:00,WF,FI,40.35432,-111.6772,{1A392530-0DC5-43C1-A267-85DCEC6D3B5B},735,Utah,UTNUC,49049,US-UT,2021-UTUWF-000735,24.4,31.48,4.52,0.02,1.66,3.24,2.3,4.34,0.35,0.4,1.5699999999999998,3.1100000000000003,2.205,4.225,5.494999999999999,25.055,0.02,-0.54,11.93,21.38,144.78,144.77,2.41
11965,-120.714013266,40.2424152790001,2021-08-10 06:00:00+00:00,2021-10-01 21:00:00+00:00,90.0,1.0,Human,2021-08-06 18:23:21+00:00,WF,FI,40.24584,-120.7096,{AD8BF894-C65F-48B1-B5BC-74BE0018491D},1487,Plumas,CAPNFC,6063,US-CA,2021-CAPNF-001487,19.33,28.43,4.15,0.0,0.48,0.91,1.3,1.91,0.14,0.45,0.5373684210526316,0.9919298245614034,2.067017543859649,3.5296491228070175,3.8126315789473684,18.696315789473687,12.93,-1.63,8.85,27.75,126.52,111.01,1.63
11974,-109.366411164,40.4095461900001,2021-08-12 00:35:00+00:00,2021-08-18 21:45:00+00:00,8.13,1.0,Human,2021-08-11 20:16:00+00:00,WF,FI,40.410433,-109.367217,{CB1EFBD9-03D4-472A-9BF1-318B49AB0797},100237,Uintah,UTUBC,49047,US-UT,2021-UTVLD-100237,22.15,31.83,3.6,0.0,1.31,2.12,2.19,3.87,0.34,0.41,1.87375,3.295,2.8175,4.7299999999999995,6.82125,23.53375,9.23,-3.92,9.12,20.62,143.62,143.35,2.43
11976,-105.830509912,35.9227558170001,2021-08-12 21:59:59+00:00,2021-08-31 22:30:00+00:00,2.6,1.0,Natural,2021-08-09 21:55:11+00:00,WF,FI,35.9958,-105.8659,{008BE4BE-D7E4-4415-AC40-8FBEA39DC919},350,Santa Fe,NMSFC,35049,US-NM,2021-NMSNF-000350,21.3,30.55,5.8,0.0,1.13,2.05,2.55,3.86,0.39,0.43,1.1291304347826085,1.9878260869565216,2.483478260869565,3.888260869565217,9.118695652173912,18.48,35.11,1.76,11.53,30.62,139.8,132.3,2.38
11992,-111.680699625,38.973346226,2021-08-13 01:55:00+00:00,2021-08-17 21:00:00+00:00,1.25,1.0,Natural,2021-08-12 17:21:09+00:00,WF,FI,39.02483,-111.7122,{A040E34A-671B-4656-9CC9-877379EE840B},210447,Sevier,UTRFC,49041,US-UT,2021-UTFIF-210447,24.5,32.7,4.33,0.0,1.59,2.97,2.35,3.99,0.32,0.36,1.7683333333333333,3.5116666666666667,2.7283333333333335,4.945,6.456666666666666,24.923333333333332,1.47,-1.58,11.46,19.81,142.81,139.97,2.37
12000,-120.598713544,42.2097054430001,2021-09-01 23:29:59+00:00,2021-10-21 23:29:59+00:00,8930.0,1.0,Natural,2021-08-12 22:04:00+00:00,WF,FI,42.20148,-120.5995,{5CB9FF37-7EB4-439E-9452-5C400A1EE468},210419,Lake,ORLFC,41037,US-OR,2021-ORFWF-210419,26.5,35.12,6.84,0.15,1.39,2.55,2.39,3.84,0.3,0.39,1.7761971830985916,3.1667605633802816,3.180845070422535,5.0164788732394365,4.504929577464789,14.21661971830986,44.6,5.66,16.08,28.38,138.35,122.22,2.07
12001,-121.084413588,41.9973253840001,2021-08-31 23:26:00+00:00,2021-09-19 18:49:59+00:00,824.0,1.0,Natural,2021-08-12 22:39:00+00:00,WF,FI,42.00934,-121.1107,{2CD53F56-632F-451D-940B-191D4D380484},210420,Klamath,ORLFC,41035,US-OR,2021-ORLAD-210420,27.12,35.99,6.47,0.14,1.69,3.21,2.7,5.07,0.25,0.35,1.8538461538461537,3.4223076923076925,3.0292307692307694,5.001025641025641,4.943333333333333,18.984615384615385,23.65,5.29,16.2,26.88,133.62,119.02,2.0
12003,-116.98461297,42.501665788,2021-08-15 03:00:00+00:00,2021-08-15 21:45:00+00:00,8.7,1.0,Natural,2021-08-12 23:19:00+00:00,WF,FI,42.51105,-116.9712,{4CC5C667-20D9-46DF-90FE-8703A31BAD15},905,Owyhee,IDBDC,16073,US-ID,2021-IDBOD-000905,25.51,34.22,6.23,0.0,2.59,4.23,3.9,5.41,0.27,0.36,2.0324999999999998,3.87,3.0575,5.04,5.7225,26.0075,0.0,4.3,14.9,29.25,143.14,143.95,2.36
