X,Y,ContainmentDateTime,ControlDateTime,DailyAcres,DiscoveryAcres,FireCause,FireDiscoveryDateTime,IncidentTypeCategory,IncidentTypeKind,InitialLatitude,InitialLongitude,IrwinID,LocalIncidentIdentifier,POOCounty,POODispatchCenterID,POOFips,POOState,UniqueFireIdentifier,total_acres,fire_id
-112.155611919,41.686766117,2021-08-10 17:19:59+00:00,2021-08-12 00:16:00+00:00,4.0,1.0,Human,2021-08-10 17:19:49+00:00,WF,FI,41.68676,-112.1556,{ED0505D0-1D26-4588-8B04-E1BF43CB99B7},000726,Box Elder,UTNUC,49003,US-UT,2021-UTBRS-000726,5.0,12807
-113.097611569,37.3771155580001,2021-08-13 01:30:00+00:00,2021-08-23 21:43:00+00:00,3.0,1.0,Natural,2021-08-10 23:56:00+00:00,WF,FI,37.39531,-113.1201,{C1C00AC2-1716-4EC0-8A1C-31340965419C},000723,Washington,UTCDC,49053,US-UT,2021-UTSWS-000723,4.0,12809
-111.681294638,40.348836007,2021-08-11 23:45:00+00:00,2021-08-12 16:57:00+00:00,1.7,1.0,Human,2021-08-11 11:32:00+00:00,WF,FI,40.35432,-111.6772,{1A392530-0DC5-43C1-A267-85DCEC6D3B5B},000735,Utah,UTNUC,49049,US-UT,2021-UTUWF-000735,2.7,12810
-120.714013266,40.2424152790001,2021-08-10 06:00:00+00:00,2021-10-01 21:00:00+00:00,90.0,1.0,Human,2021-08-06 18:23:21+00:00,WF,FI,40.24584,-120.7096,{AD8BF894-C65F-48B1-B5BC-74BE0018491D},001487,Plumas,CAPNFC,06063,US-CA,2021-CAPNF-001487,91.0,12818
-109.366411164,40.4095461900001,2021-08-12 00:35:00+00:00,2021-08-18 21:45:00+00:00,8.13,1.0,Human,2021-08-11 20:16:00+00:00,WF,FI,40.410433,-109.367217,{CB1EFBD9-03D4-472A-9BF1-318B49AB0797},100237,Uintah,UTUBC,49047,US-UT,2021-UTVLD-100237,9.13,12830
-105.830509912,35.9227558170001,2021-08-12 21:59:59+00:00,2021-08-31 22:30:00+00:00,2.6,1.0,Natural,2021-08-09 21:55:11+00:00,WF,FI,35.9958,-105.8659,{008BE4BE-D7E4-4415-AC40-8FBEA39DC919},000350,Santa Fe,NMSFC,35049,US-NM,2021-NMSNF-000350,3.6,12832
-111.680699625,38.973346226,2021-08-13 01:55:00+00:00,2021-08-17 21:00:00+00:00,1.25,1.0,Natural,2021-08-12 17:21:09+00:00,WF,FI,39.02483,-111.7122,{A040E34A-671B-4656-9CC9-877379EE840B},210447,Sevier,UTRFC,49041,US-UT,2021-UTFIF-210447,2.25,12849
-120.598713544,42.2097054430001,2021-09-01 23:29:59+00:00,2021-10-21 23:29:59+00:00,8930.0,1.0,Natural,2021-08-12 22:04:00+00:00,WF,FI,42.20148,-120.5995,{5CB9FF37-7EB4-439E-9452-5C400A1EE468},210419,Lake,ORLFC,41037,US-OR,2021-ORFWF-210419,8931.0,12858
-121.084413588,41.9973253840001,2021-08-31 23:26:00+00:00,2021-09-19 18:49:59+00:00,824.0,1.0,Natural,2021-08-12 22:39:00+00:00,WF,FI,42.00934,-121.1107,{2CD53F56-632F-451D-940B-191D4D380484},210420,Klamath,ORLFC,41035,US-OR,2021-ORLAD-210420,825.0,12859
-116.98461297,42.501665788,2021-08-15 03:00:00+00:00,2021-08-15 21:45:00+00:00,8.7,1.0,Natural,2021-08-12 23:19:00+00:00,WF,FI,42.51105,-116.9712,{4CC5C667-20D9-46DF-90FE-8703A31BAD15},000905,Owyhee,IDBDC,16073,US-ID,2021-IDBOD-000905,9.7,12861
-112.143678902,41.584173107,2021-08-14 05:08:00+00:00,2021-08-17 22:11:00+00:00,5.0,0.1,Human,2021-08-14 05:07:24+00:00,WF,FI,41.584167,-112.143667,{658FFA71-4E0C-4386-B02A-9FB171DC23FF},000759,Box Elder,UTNUC,49003,US-UT,2021-UTBRS-000759,5.1,12891
-111.654311685,40.7439560540001,2021-08-22 00:59:59+00:00,2021-09-08 23:00:00+00:00,541.0,0.1,Human,2021-08-14 19:18:59+00:00,WF,FI,40.7436,-111.6579,{5D3F5BFF-3B46-47B3-8830-88AAA24F802B},000763,Salt Lake,UTNUC,49035,US-UT,2021-UTNWS-000763,541.1,12905
-112.214911289,36.3059454840001,2021-08-17 00:55:00+00:00,2021-08-22 19:50:00+00:00,3.17,1.0,Undetermined,2021-08-14 23:21:00+00:00,WF,FI,36.25361,-112.1496,{8C75EBFD-1046-4465-A5C4-C81454018D3E},000063,Coconino,AZWDC,04005,US-AZ,2021-AZGCP-000063,4.17,12922
-118.55011244,36.2778550740001,2021-09-18 02:18:00+00:00,2021-12-08 18:30:00+00:00,8778.0,1.0,Natural,2021-08-15 18:23:00+00:00,WF,FI,36.28429,-118.5539,{751BAEA9-D0BC-43AF-AE3E-34CBFB059110},002758,Tulare,CACCCC,06107,US-CA,2021-CASQF-002758,8779.0,12928
-112.965211508,37.0408855270001,2021-08-19 15:00:00+00:00,2021-08-20 16:50:00+00:00,4.32,1.0,Natural,2021-08-15 19:18:59+00:00,WF,FI,37.04095,-112.9653,{8CFA3CC9-9417-40ED-A872-52FFEFF4997F},000743,Washington,UTCDC,49053,US-UT,2021-UTCCD-000743,5.32,12935
-112.697111456,37.0426355450001,2021-08-16 14:19:59+00:00,2021-08-17 16:10:00+00:00,1.3,1.0,Natural,2021-08-15 17:21:00+00:00,WF,FI,37.03854,-112.7148,{8C5FD248-91E1-49AB-AF13-C7E8E212CE14},000742,Kane,UTCDC,49025,US-UT,2021-UTSWS-000742,2.3,12938
-110.146711216,39.5022260220001,2021-08-22 20:18:00+00:00,2021-08-22 20:18:00+00:00,1.1,1.0,Natural,2021-08-16 18:54:00+00:00,WF,FI,39.5078,-110.1809,{BBB22C8B-826B-4121-92CC-3C46C2201F8A},000408,Carbon,UTMFC,49007,US-UT,2021-UTVLD-000408,2.1,12962
-109.80011061,34.065725324,2021-09-01 18:00:00+00:00,2021-09-01 18:00:00+00:00,1.5,0.1,Natural,2021-08-16 15:55:00+00:00,WF,FI,34.05167,-109.7348,{CA5E36F3-55B0-498A-9388-5A0683653B73},001024,Apache,AZSDC,04001,US-AZ,2021-AZFTA-001024,1.6,12966
-114.478012468,42.2866459850001,2021-08-18 18:59:59+00:00,2021-08-19 01:10:00+00:00,381.0,1.0,Natural,2021-08-17 08:58:59+00:00,WF,FI,42.2893,-114.4753,{9EF317F2-D3D0-4514-AD60-CEDE8898ECEC},000325,Twin Falls,IDSCC,16083,US-ID,2021-IDTWX-000325,382.0,12970
-114.344112445,42.3040859980001,2021-08-19 02:00:00+00:00,2021-08-20 23:00:00+00:00,69.26,1.0,Natural,2021-08-17 15:56:00+00:00,WF,FI,42.30503,-114.3507,{00DC8FB5-904D-40E3-ACD7-AE59B75A21D5},000327,Twin Falls,IDSCC,16083,US-ID,2021-IDSTF-000327,70.26,12975
-110.676910765,33.7618052340001,2021-08-05 22:30:00+00:00,2021-08-11 23:00:00+00:00,9.0,1.0,Natural,2021-08-04 05:14:18+00:00,WF,FI,33.74076,-110.6233,{A1183FCB-4575-4AEF-8719-56938B2026D5},002127,Gila,AZPHC,04007,US-AZ,2021-AZTNF-002127,10.0,12982
-118.002513097,42.1556726680001,2021-08-18 15:59:59+00:00,2021-08-18 17:58:00+00:00,169.0,1.0,Natural,2021-08-17 15:30:59+00:00,WF,FI,42.16684,-118.0029,{2AB61CF9-E117-43BE-9716-5E1004905B17},000220,Malheur,ORVAC,41045,US-OR,2021-ORVAD-000220,170.0,12983
-120.962013628,42.366795423,2021-08-18 17:37:00+00:00,2021-08-19 18:26:00+00:00,14.0,1.0,Human,2021-08-18 01:46:00+00:00,WF,FI,42.37194,-120.9644,{6A2B3BEE-3D33-4832-B901-B7008CA45866},210428,Klamath,ORLFC,41035,US-OR,2021-OR982S-210428,15.0,12994
-111.479011005,34.763025327,2021-09-06 18:57:00+00:00,2021-09-29 19:15:00+00:00,5.0,0.1,Natural,2021-08-17 19:07:09+00:00,WF,FI,34.76302,-111.479,{93CACB00-2AF7-468E-990A-2C6B5E907B16},001019,Coconino,AZFDC,04005,US-AZ,2021-AZCOF-001019,5.1,13010
-113.894911684,37.0221254630001,2021-08-19 23:19:59+00:00,2021-08-20 23:00:00+00:00,1.2,1.0,Natural,2021-08-19 04:28:59+00:00,WF,FI,37.0196,-113.887,{007DA972-93BE-4BE3-90CD-A307F92E151F},000768,Washington,UTCDC,49053,US-UT,2021-UTCCD-000768,2.2,13014
-113.779211666,37.0537254750001,2021-08-20 02:51:00+00:00,2021-08-21 21:43:59+00:00,118.0,1.0,Natural,2021-08-19 04:21:00+00:00,WF,FI,37.11282,-113.6587,{3BE03F6B-A624-46AF-81C9-168FB7D17B88},000766,Washington,UTCDC,49053,US-UT,2021-UTSWS-000766,119.0,13024
-113.794611669,37.0542554740001,2021-08-21 00:30:00+00:00,2021-08-22 00:30:00+00:00,17.0,17.0,Natural,2021-08-19 03:55:00+00:00,WF,FI,37.10929,-113.6569,{865076A8-0F95-4C38-B162-5F52B2D12A3B},000765,Washington,UTCDC,49053,US-UT,2021-UTCCD-000765,34.0,13028
-121.72201368,41.9431453230001,2021-08-20 21:59:00+00:00,2021-08-22 18:27:59+00:00,19.0,0.1,Human,2021-08-20 19:12:00+00:00,WF,FI,41.95235,-121.716,{FE6758AC-1C57-4E1D-9FD1-59A8F5EA7DEE},001684,Siskiyou,CAMICC,06093,US-CA,2021-CALKR-001684,19.1,13032
-117.448079062,34.1770049150001,2021-09-01 23:00:00+00:00,2021-09-06 15:58:00+00:00,819.0,0.1,Undetermined,2021-08-25 20:36:09+00:00,WF,FI,34.177,-117.448067,{AC34C5D2-D3D5-49C3-8CDD-A49E4B8E2186},012298,San Bernardino,CASBCC,06071,US-CA,2021-CABDU-012298,819.1,13093
-114.477330067,37.0545101480001,2021-08-27 17:00:00+00:00,2021-08-28 02:00:00+00:00,107.0,25.0,Natural,2021-08-25 23:18:00+00:00,WF,FI,37.055167,-114.477167,{79C8CEC9-AC78-43FE-AFA8-463381AEACB6},040211,Lincoln,NVECC,32017,US-NV,2021-NVELD-040211,132.0,13100
-108.624610325,33.526735307,2021-09-15 14:29:59+00:00,2021-09-15 14:31:00+00:00,4.2,1.0,Natural,2021-08-26 14:01:01+00:00,WF,FI,33.55971,-108.6321,{25736D81-1D41-4202-AB7F-661314202DFA},000685,Catron,NMSDC,35003,US-NM,2021-NMGNF-000685,5.2,13103
-116.198212135,37.2702053360001,2021-09-29 21:59:59+00:00,2021-09-29 21:59:59+00:00,21000.0,1.0,Natural,2021-08-25 22:21:00+00:00,WF,FI,37.27894,-116.1989,{A144853E-A720-410F-B666-4E1B1DCDA556},501337,Nye,NVLIC,32023,US-NV,2021-NVNTE-501337,21001.0,13120
-122.485513642,40.9349751840001,2021-08-28 17:19:59+00:00,2021-08-29 00:16:00+00:00,7.2,7.2,Human,2021-08-27 16:30:00+00:00,WF,FI,40.93142,-122.465,{D33418B4-C128-4F5D-812A-614D08B111E6},001322,Shasta,CARICC,06089,US-CA,2021-CASHF-001322,14.4,13182
-122.300225114,40.8693228650001,2021-08-30 01:47:00+00:00,2021-08-31 01:10:00+00:00,11.5,11.5,Human,2021-08-27 18:35:00+00:00,WF,FI,40.87826,-122.3019,{C2763034-F1D8-4C8A-8631-7809E4725807},001323,Shasta,CARICC,06089,US-CA,2021-CASHF-001323,23.0,13195
-108.188293862,40.0342062300001,2021-08-28 15:45:00+00:00,2021-09-20 17:00:00+00:00,16.0,2.0,Natural,2021-08-27 19:41:00+00:00,WF,FI,40.04115,-108.1853,{42B6DE3A-9B71-46FC-8A6F-6E71E6726320},000495,Rio Blanco,COCRC,08103,US-CO,2021-COWRD-000495,18.0,13212
-108.051649839,40.089367247,2021-08-28 23:05:00+00:00,2021-09-02 15:00:00+00:00,1.49,1.0,Natural,2021-08-27 22:08:00+00:00,WF,FI,40.08724,-108.0537,{81E765B2-CE3C-4FDD-9F73-CCB665B0576F},000501,Rio Blanco,COCRC,08103,US-CO,2021-COWRD-000501,2.49,13228
-109.611711054,39.0890960090001,2021-08-29 01:30:00+00:00,2021-08-31 02:00:00+00:00,23.2,0.1,Natural,2021-08-27 23:41:00+00:00,WF,FI,39.09211,-109.6093,{EFECEE9F-CB6F-40BD-BEAB-0DB8A2A76438},000455,Grand,UTMFC,49019,US-UT,2021-UTMOD-000455,23.3,13230
-108.333610585,37.258945856,2021-09-20 18:00:00+00:00,2021-09-20 18:00:00+00:00,17.0,1.0,Natural,2021-08-27 22:21:00+00:00,WF,FI,37.27166,-108.3885,{4D06E15B-52BE-4E80-B887-5932F7A23203},001172,Montezuma,CODRC,08083,US-CO,2021-COSJD-001172,18.0,13253
-117.45584729,34.2517698930001,2021-09-01 18:30:00+00:00,2021-09-09 21:36:00+00:00,66.24,1.0,Human,2021-08-28 18:25:00+00:00,WF,FI,34.25145,-117.4546,{7BECAE08-51B1-446A-85B1-CF09C26AB236},012814,San Bernardino,CASBCC,06071,US-CA,2021-CABDF-012814,67.24,13264
-108.605107233,39.7897908190001,2021-08-31 23:48:00+00:00,2021-09-20 17:00:00+00:00,130.0,10.0,Natural,2021-08-28 19:43:00+00:00,WF,FI,39.73376,-108.605,{DFFD4011-5CD0-452C-8FB4-554120152099},000512,Rio Blanco,COCRC,08103,US-CO,2021-COWRD-000512,140.0,13275
-108.468542221,39.2656705420001,2021-09-01 00:59:59+00:00,2021-09-08 00:59:59+00:00,99.0,1.0,Natural,2021-08-28 21:04:00+00:00,WF,FI,39.26239,-108.4715,{837B3D42-A555-4A63-9C95-0CF37D1D82AF},210377,Mesa,COGJC,08077,US-CO,2021-COGRD-210377,100.0,13279
-117.400291999,33.484474838,2021-09-09 00:00:00+00:00,2021-09-09 00:00:00+00:00,1427.0,1.0,Human,2021-08-28 19:34:59+00:00,WF,FI,33.32079,-116.8756,{4AD24859-CB08-47E7-86EC-A4CF71191E75},002791,San Diego,CAMVIC,06073,US-CA,2021-CACNF-002791,1428.0,13283
-107.094210305,37.146895918,2021-08-30 20:45:00+00:00,2021-10-22 19:56:00+00:00,13.0,1.0,Natural,2021-08-28 23:39:00+00:00,WF,FI,37.17139,-106.997,{5913FE50-905C-4274-A7C5-C23220C8CA61},001182,Archuleta,CODRC,08007,US-CO,2021-COAUX-001182,14.0,13289
-110.957510753,32.8152650850001,2021-09-03 16:30:00+00:00,2021-09-03 16:30:00+00:00,30.0,20.0,Natural,2021-08-29 02:13:59+00:00,WF,FI,32.81526,-110.9575,{A4B68898-4C32-4C7D-98D5-4D3F22E1A261},001558,Pinal,AZTDC,04021,US-AZ,2021-AZA3S-001558,50.0,13291
-117.47541208,34.3322349310001,2021-09-03 00:59:59+00:00,2021-09-05 18:00:00+00:00,61.0,1.0,Human,2021-08-29 19:50:00+00:00,WF,FI,34.33985,-117.4657,{25836C4A-DD46-40E4-892C-B900543B0BB9},012858,San Bernardino,CASBCC,06071,US-CA,2021-CABDF-012858,62.0,13295
-106.244010445,40.1566063870001,2021-10-04 20:38:00+00:00,2021-10-27 14:39:00+00:00,418.0,1.0,Natural,2021-08-29 19:11:00+00:00,WF,FI,40.14715,-106.21,{C36369C9-DCDB-4D31-AA32-7069C99228DE},000514,Grand,COCRC,08049,US-CO,2021-WYMRF-000514,419.0,13297
-107.987410877,40.4983363040001,2021-08-31 18:00:00+00:00,2021-09-02 18:59:59+00:00,11.0,1.0,Natural,2021-08-29 20:56:00+00:00,WF,FI,40.50011,-107.99,{29ED9AA0-586C-44BE-B835-B1AD4D5562B8},000515,Moffat,COCRC,08081,US-CO,2021-COLSD-000515,12.0,13298
-113.453611631,37.3180955280001,2021-09-16 00:01:00+00:00,2021-09-23 18:55:00+00:00,771.0,1.0,Human,2021-08-29 20:48:00+00:00,WF,FI,37.30008,-113.4347,{E05E2F23-A04B-40F5-B0DA-D77AD592D313},000792,Washington,UTCDC,49053,US-UT,2021-UTDIF-000792,772.0,13300
-123.634413809,40.9158650840001,2021-09-28 18:19:00+00:00,2021-10-20 18:19:00+00:00,2421.0,1.0,Undetermined,2021-08-29 21:38:00+00:00,WF,FI,40.8652,-123.6744,{A722E0FB-C96C-40F8-A762-C6C8B7CF8966},000795,Humboldt,CANCIC,06023,US-CA,2021-CASRF-000795,2422.0,13301
-108.135093857,40.0818642400001,2021-08-31 18:41:00+00:00,2021-09-20 17:00:00+00:00,1.6,5.0,Natural,2021-08-30 00:33:00+00:00,WF,FI,40.08765,-108.1908,{6F211F80-896A-4070-B2F1-9C5EC039B3AE},000518,Rio Blanco,COCRC,08103,US-CO,2021-COWRD-000518,6.6,13307
-108.859311155,41.172906321,2021-08-31 19:30:00+00:00,2021-09-07 15:14:59+00:00,2.0,1.0,Undetermined,2021-08-30 21:24:00+00:00,WF,FI,41.25407,-108.8511,{94CD6009-C4E1-4A6A-849C-526A0C4F4692},210592,Sweetwater,WYCPC,56037,US-WY,2021-WYRSD-210592,3.0,13329
-111.487610977,34.4002852780001,2021-08-30 21:30:00+00:00,2021-09-04 19:30:00+00:00,1.7,1.0,Natural,2021-08-29 13:30:00+00:00,WF,FI,34.40554,-111.5038,{ACC99193-9D5B-4FEC-AEBD-EEC8DC6C2F3F},002316,Gila,AZPHC,04007,US-AZ,2021-AZTNF-002316,2.7,13330
-114.153111504,34.56939515,2021-08-31 19:30:00+00:00,2021-09-03 00:59:59+00:00,45.0,1.0,Natural,2021-08-31 00:45:00+00:00,WF,FI,34.54575,-114.1935,{3DDD5EED-43A4-4CB0-8CCA-C2CD607334A2},001500,Mohave,AZPDC,04015,US-AZ,2021-AZCRD-001500,46.0,13333
-113.765611622,36.6537354280001,2021-09-01 23:00:00+00:00,2021-09-02 19:25:00+00:00,23.0,1.0,Natural,2021-08-31 01:28:00+00:00,WF,FI,37.46169,-113.3609,{054CE872-12AE-4465-921A-42D80E50892D},000798,Mohave,UTCDC,04015,US-AZ,2021-AZASD-000798,24.0,13335
-113.503711583,36.7558954570001,2021-09-01 22:11:00+00:00,2021-09-09 18:30:00+00:00,67.0,1.0,Natural,2021-08-31 13:40:00+00:00,WF,FI,36.78465,-113.5263,{62FA029B-90FA-40B0-B08C-BCD7910E53D2},000800,Mohave,UTCDC,04015,US-AZ,2021-AZASD-000800,68.0,13336
-114.228111608,35.5967252720001,2021-09-04 18:30:00+00:00,2021-09-06 17:51:59+00:00,40.0,1.0,Natural,2021-08-31 03:43:00+00:00,WF,FI,35.54289,-114.1971,{15784235-FE01-4661-8CD6-38998E9B5D61},001502,Mohave,AZPDC,04015,US-AZ,2021-AZCRD-001502,41.0,13342
-108.605611017,40.5429562630001,2021-09-03 00:04:59+00:00,2021-09-04 22:30:00+00:00,7.1,1.0,Natural,2021-08-31 18:57:00+00:00,WF,FI,40.55871,-108.6347,{5066D441-9F7D-466E-AD2C-A1C7AD346181},000521,Moffat,COCRC,08081,US-CO,2021-COLSD-000521,8.1,13343
-106.754210778,41.832526564,2021-11-04 21:24:00+00:00,2021-11-04 21:25:00+00:00,19.0,1.0,Human,2021-08-31 22:41:00+00:00,WF,FI,41.761,-105.8449,{5B489A3F-1C57-4739-864B-E63A557D7704},210596,Carbon,WYCPC,56007,US-WY,2021-WYCAX-210596,20.0,13346
-106.164977033,36.4388558740001,2021-09-09 21:41:00+00:00,2021-09-13 18:19:00+00:00,3.2,1.5,Human,2021-09-03 23:56:00+00:00,WF,FI,36.429517,-106.150969,{D8B28B11-6270-4F42-B437-5042355AF56F},000528,Rio Arriba,NMTDC,35039,US-NM,2021-NMCAF-000528,4.7,13380
-106.172210034,36.4312058720001,2021-09-08 21:43:00+00:00,2021-09-15 20:10:00+00:00,64.42,25.0,Human,2021-09-05 19:53:00+00:00,WF,FI,36.4312,-106.172633,{F5CB64EC-E0F4-4276-9544-528C896B3C60},000533,Rio Arriba,NMTDC,35039,US-NM,2021-NMCAF-000533,89.42,13399
-108.087210842,40.04781624,2021-09-07 18:59:59+00:00,2021-09-24 18:00:00+00:00,2.0,1.0,Natural,2021-09-06 20:19:00+00:00,WF,FI,40.02006,-108.084,{827CB855-7675-423C-81BE-0CEE3CA86387},000533,Rio Blanco,COCRC,08103,US-CO,2021-COWRD-000533,3.0,13405
-119.963713075,39.7274752960001,2021-09-07 18:03:00+00:00,2021-09-08 00:00:00+00:00,15.0,1.0,Undetermined,2021-09-06 20:55:00+00:00,WF,FI,39.691817,-119.6862,{545A6770-FA8D-46C8-92F5-C5345E1C3222},030630,Washoe,NVSFC,32031,US-NV,2021-NVCCD-030630,16.0,13407
-120.612386757,42.2772641670001,2021-10-21 23:29:59+00:00,2021-10-21 23:35:00+00:00,91810.0,10.0,Undetermined,2021-09-07 20:45:59+00:00,WF,FI,42.27449,-120.7721,{9EF43D90-FD7F-4A95-BF14-371288AA904D},210452,Lake,ORLFC,41037,US-OR,2021-ORFWF-210452,91820.0,13418
-123.198363844,41.5573861660001,2021-09-14 17:00:00+00:00,2021-09-14 20:25:00+00:00,14.0,0.1,Human,2021-09-08 14:51:30+00:00,WF,FI,41.557381,-123.19835,{9D060927-6532-4F1A-B4A3-282FA26F01C5},007809,Siskiyou,CAYICC,06093,US-CA,2021-CAKNF-007809,14.1,13425
-118.811512513,36.5668850860001,2021-12-31 15:59:59+00:00,2021-12-31 15:59:59+00:00,80102.75,2.0,Natural,2021-09-10 14:19:59+00:00,WF,FI,36.56688,-118.8115,{BA2C4EC7-36BF-4B79-B6D1-8706200326BF},000116,Tulare,CASQCC,06107,US-CA,2021-CAKNP-000116,80104.75,13452
-118.7675125,36.5072550830001,2021-12-31 15:59:59+00:00,2021-12-31 15:59:59+00:00,8203.0,0.5,Natural,2021-09-10 18:22:00+00:00,WF,FI,36.50725,-118.7675,{927D7096-8E3E-41D0-8D43-7EC1E58BA489},000118,Tulare,CASQCC,06107,US-CA,2021-CAKNP-000118,8203.5,13458
-118.805512523,36.6709050970001,2021-10-14 18:59:59+00:00,2021-12-31 15:59:59+00:00,1.25,2.0,Natural,2021-09-10 18:27:59+00:00,WF,FI,36.6709,-118.8055,{9299BEFB-B083-4C73-97C6-9F03AF3C499C},000119,Tulare,CASQCC,06107,US-CA,2021-CAKNP-000119,3.25,13459
-111.955711778,40.977286056,2021-10-07 22:04:00+00:00,2021-10-13 14:00:00+00:00,1471.0,0.1,Natural,2021-09-10 20:53:00+00:00,WF,FI,40.97781,-111.9414,{5E81D8CF-317C-44A4-BDD7-E84EE627771C},000865,Davis,UTNUC,49011,US-UT,2021-UTNWS-000865,1471.1,13468
-107.31451036,37.2151259140001,2021-09-11 01:44:59+00:00,2021-09-12 17:29:59+00:00,2.2,1.0,Undetermined,2021-09-10 22:07:00+00:00,WF,FI,37.24998,-107.285,{CC086C21-57EC-41C8-AA33-396597DC78AE},001239,Archuleta,CODRC,08007,US-CO,2021-COSJF-001239,3.2,13470
-112.429311356,36.5680855040001,2021-09-11 01:50:00+00:00,2021-09-13 18:30:00+00:00,3.8,2.8,Natural,2021-09-10 22:25:00+00:00,WF,FI,36.57077,-112.4278,{7EEF9DDE-5384-48ED-AB52-52DB6351632A},001087,Coconino,AZWDC,04005,US-AZ,2021-AZKNF-001087,6.6,13482
-106.782310054,35.1253156430001,2021-09-12 23:00:00+00:00,2021-09-12 23:00:00+00:00,4.0,4.0,Undetermined,2021-09-11 17:16:43+00:00,WF,FI,35.10303,-106.7974,{E7C24B65-F43B-4752-8CCE-B12F900B3DB9},000358,Bernalillo,NMABC,35001,US-NM,2021-NMN6S-000358,8.0,13488
-106.117710524,41.016786509,2021-09-12 01:37:00+00:00,2021-09-30 21:30:00+00:00,3.6,0.5,Undetermined,2021-09-11 18:35:00+00:00,WF,FI,41.00673,-106.1746,{E68CC447-8311-418A-9AD0-EB26F72A8485},210620,Albany,WYCPC,56001,US-WY,2021-WYMRF-210620,4.1,13493
-113.21461149,36.3752454300001,2021-10-24 00:00:00+00:00,2021-10-24 00:00:00+00:00,26.24,1.0,Natural,2021-09-11 18:36:59+00:00,WF,FI,36.36783,-113.2198,{F1F5AC31-679F-4DFC-AC5F-138DB9D535C5},000818,Mohave,UTCDC,04015,US-AZ,2021-AZASD-000818,27.24,13499
-114.245344878,38.1965055740001,2021-09-16 19:08:00+00:00,2021-09-18 17:00:00+00:00,79.0,0.5,Natural,2021-09-13 16:10:00+00:00,WF,FI,38.208333,-114.25,{50C0F486-A784-44E3-BA50-ADEE24155F97},040233,Lincoln,NVECC,32017,US-NV,2021-NVELD-040233,79.5,13540
-105.383763065,40.934825802,2021-09-15 18:12:00+00:00,2021-09-16 22:18:00+00:00,25.0,1.0,Natural,2021-09-13 18:51:00+00:00,WF,FI,40.94599,-105.3647,{928C0355-1D08-4787-9C36-5E85D1A75FA1},000767,Larimer,COFTC,08069,US-CO,2021-COLRX-000767,26.0,13541
-108.12871019,33.1020752680001,2021-08-19 21:00:00+00:00,2021-08-19 21:10:00+00:00,2.0,0.1,Natural,2021-08-09 15:32:08+00:00,WF,FI,33.10212,-108.1288,{3B4A9099-C1DC-4303-945C-0DF6FF34122F},000655,Grant,NMSDC,35017,US-NM,2021-NMGNF-000655,2.1,13545
-107.59131104,42.3439865600001,2021-09-14 03:22:00+00:00,2021-09-29 14:00:00+00:00,2.4,1.0,Natural,2021-09-13 21:17:59+00:00,WF,FI,42.34272,-107.5731,{686604DD-2149-4CDE-98BF-5B711752E03B},000424,Fremont,WYCDC,56013,US-WY,2021-WYWBD-000424,3.4,13547
-122.096713753,42.0401852970001,2021-09-21 01:44:15+00:00,2021-09-25 22:37:00+00:00,58.0,1.0,Human,2021-09-13 23:06:00+00:00,WF,FI,42.06125,-122.1009,{79BE6DD3-A067-4ADA-908C-F365F80817FB},210460,Klamath,ORLFC,41035,US-OR,2021-ORLAD-210460,59.0,13548
-107.662110731,39.903736252,2021-09-17 16:15:00+00:00,2021-10-05 17:29:59+00:00,5.6,1.0,Human,2021-09-14 20:11:00+00:00,WF,FI,39.91901,-107.6712,{10D3528F-2520-4CC5-ADDF-111128C75279},210401,Rio Blanco,COGJC,08103,US-CO,2021-COWRF-210401,6.6,13556
-123.651113826,41.0094650890001,2021-09-16 02:58:00+00:00,2021-09-17 00:58:00+00:00,2.2,1.0,Human,2021-09-15 14:05:00+00:00,WF,FI,41.01794,-123.6469,{4C8F32B5-6E80-4EEC-9446-2AE948BBA9B4},000869,Humboldt,CANCIC,06023,US-CA,2021-CASRF-000869,3.2,13560
-108.632110365,34.046065383,2021-09-26 16:15:00+00:00,2021-10-06 21:01:00+00:00,409.0,1.0,Natural,2021-09-16 00:35:00+00:00,WF,FI,34.06168,-108.618,{57FE3871-82CD-49D6-8142-BDC51DA713FF},000717,Catron,NMSDC,35003,US-NM,2021-NMGNF-000717,410.0,13572
-114.601345057,39.145172653,2021-09-18 22:30:00+00:00,2021-09-19 20:10:00+00:00,2.65,0.3,Natural,2021-09-16 19:57:00+00:00,WF,FI,39.144667,-114.597333,{4E35E9A5-FDB0-4349-8F8B-6F3EDB1F9A07},040234,White Pine,NVECC,32033,US-NV,2021-NVHTF-040234,2.9499999999999997,13574
-119.41751271,37.4704451330001,2021-09-18 18:40:00+00:00,2021-09-22 23:45:59+00:00,6.9,1.0,Natural,2021-09-17 23:28:33+00:00,WF,FI,37.48829,-119.4148,{F410CA3B-D9AE-43DC-AD49-28E781585A67},001628,Madera,CASICC,06039,US-CA,2021-CASNF-001628,7.9,13585
-116.053621963,32.6396509300001,2021-09-20 19:21:59+00:00,2021-09-21 02:29:59+00:00,6.4,1.0,Human,2021-09-18 21:32:00+00:00,WF,FI,32.64124,-116.0521,{43E36DA4-0C2F-431C-AE62-506402AD0D28},013802,Imperial,CASBCC,06025,US-CA,2021-CACDD-013802,7.4,13589
