DiscoveryAcres,total_acres,temp_2m,temp_2m_max,humidity,rain,wind_speed_2m,wind_speed_2m_max,wind_speed_10m,wind_speed_10m_max,surface_soil_wetness_5cm_below,surface_soil_wetness_to_bedrock,landcover_class
0.1,0.2,22.59,31.19,4.33,0.0,0.63,0.81,2.49,4.11,0.27,0.46,163
0.1,0.2,17.15,25.61,6.59,0.0,1.64,3.12,2.71,4.74,0.38,0.41,491
1.0,2.75,25.9,34.61,8.18,1.09,0.63,1.29,1.52,3.27,0.21,0.39,299
0.5,1.0,21.49,31.22,7.14,0.0,0.24,0.86,1.82,2.78,0.17,0.46,175
0.1,0.2,24.28,33.39,5.92,0.0,1.49,2.98,2.34,4.03,0.36,0.41,315
1.0,1.1,32.17,40.68,6.23,0.02,3.16,5.0,4.48,6.16,0.18,0.38,582
1.0,1.1,19.58,23.22,11.84,1.98,1.61,3.08,2.53,4.38,0.38,0.37,148
0.1,0.2,19.4,29.08,5.92,0.0,1.19,1.91,2.48,3.48,0.29,0.34,141
0.1,0.2,22.06,32.44,6.29,0.0,0.22,0.52,1.59,2.09,0.17,0.46,162
0.1,0.2,32.74,41.3,4.52,0.25,3.7,5.72,5.21,7.12,0.19,0.45,472
0.3,0.6,19.04,26.96,8.18,0.0,2.09,3.89,3.41,5.97,0.41,0.42,148
0.1,0.2,15.69,21.97,5.19,0.0,1.09,1.92,2.04,3.61,0.38,0.4,187
0.1,0.2,22.57,30.78,5.86,0.0,2.78,4.86,4.38,6.68,0.34,0.41,155
0.1,0.2,21.96,29.69,4.88,0.0,2.04,3.62,4.48,7.14,0.38,0.41,151
0.1,0.2,19.1,26.73,11.54,10.01,0.94,1.45,1.86,2.65,0.43,0.38,148
0.1,0.2,21.79,30.41,9.34,0.04,1.02,2.48,2.1,4.84,0.34,0.38,148
0.1,0.2,14.13,19.93,5.25,0.0,0.31,0.89,1.8,3.16,0.39,0.41,148
0.1,0.3,16.28,26.26,5.19,0.06,0.45,1.12,2.31,2.82,0.35,0.38,491
1.0,1621.0,23.35,31.42,4.21,0.0,0.78,1.09,2.4,4.23,0.25,0.46,163
0.1,0.2,23.15,30.33,5.68,0.0,2.03,3.22,2.88,4.36,0.29,0.38,484
1.0,1.1,22.98,30.86,6.96,0.01,3.12,5.2,4.52,6.75,0.42,0.46,158
0.1,0.2,21.15,30.31,3.78,0.0,0.59,1.03,2.16,3.82,0.23,0.44,579
1.0,1.1,31.44,36.02,13.55,1.16,1.55,2.62,2.19,3.88,0.34,0.4,282
1.0,1.1,23.12,32.26,2.75,0.0,0.37,1.08,1.7,2.8,0.13,0.46,163
1.0,4.48,22.07,30.51,8.0,0.14,1.55,2.78,2.39,3.66,0.42,0.47,497
0.1,0.2,23.78,32.4,4.64,0.01,1.9,3.08,3.0,4.16,0.34,0.38,187
12.0,215.1,30.05,32.99,15.08,5.15,1.29,2.07,1.9,2.65,0.43,0.42,556
0.1,0.2,26.58,36.26,7.69,0.0,2.0,3.86,2.9,5.21,0.16,0.51,300
0.1,0.2,24.62,32.8,4.76,0.0,2.75,5.03,4.03,6.43,0.3,0.36,183
1.0,1.1,24.6,32.8,3.42,0.0,0.66,1.23,2.3,3.73,0.15,0.46,579
0.1,0.6,18.26,25.52,5.07,0.0,2.73,5.21,4.12,7.17,0.34,0.38,491
1.0,1.1,22.78,32.33,2.93,0.0,0.4,1.16,1.98,3.3,0.15,0.46,489
0.1,0.2,19.93,28.84,4.88,0.0,4.25,7.95,5.98,10.42,0.32,0.38,485
0.1,4.1,20.28,26.08,11.66,4.01,1.04,1.69,2.55,3.93,0.41,0.37,489
1.0,1.1,19.9,29.31,5.25,0.0,1.84,2.49,3.82,4.72,0.38,0.42,315
0.1,0.2,23.08,33.31,5.13,0.0,1.93,3.84,3.14,5.31,0.3,0.35,152
1.0,1.1,23.67,34.55,3.23,0.0,0.34,1.16,1.57,2.74,0.14,0.46,163
0.1,0.2,20.69,24.57,13.06,5.76,1.13,1.99,1.85,3.0,0.46,0.43,158
0.1,0.2,21.61,27.78,11.96,9.17,0.37,0.59,1.58,2.45,0.54,0.51,158
0.1,0.2,22.21,29.12,10.07,0.49,2.4,3.53,3.61,4.84,0.45,0.48,158
0.1,0.2,28.39,36.98,7.14,2.05,1.34,3.16,1.85,4.34,0.21,0.34,303
0.1,0.85,29.21,33.32,14.28,11.11,2.25,4.66,2.99,5.94,0.38,0.38,474
0.1,0.2,29.06,36.32,8.24,2.4,1.02,2.66,1.53,3.76,0.22,0.36,162
0.1,0.2,23.25,34.08,5.0,0.0,0.3,0.62,1.62,2.36,0.24,0.33,443
0.1,0.7,24.2,33.15,3.66,0.0,1.88,3.33,2.7,4.1,0.2,0.34,457
1.0,1.3,25.71,36.87,5.74,0.0,0.2,0.87,1.59,2.54,0.22,0.46,163
0.1,0.2,22.65,31.78,5.43,0.0,1.15,2.01,2.38,4.01,0.36,0.4,158
0.1,0.2,19.51,28.74,5.43,0.0,1.17,2.13,2.56,4.95,0.44,0.46,503
1.0,1.5,22.28,28.99,4.82,0.0,0.98,1.58,1.8,3.28,0.41,0.45,556
1.0,1.1,27.14,31.69,12.08,3.23,1.55,3.16,2.24,4.12,0.32,0.43,187
0.1,0.2,18.83,27.37,3.97,0.0,2.53,4.88,3.8,6.66,0.34,0.38,151
0.1,0.2,23.19,32.9,4.94,0.0,1.98,2.99,3.05,3.99,0.28,0.36,186
0.1,0.2,29.06,36.32,8.24,2.4,1.02,2.66,1.53,3.76,0.22,0.36,558
0.1,0.2,26.09,35.05,5.19,0.0,1.76,2.66,2.7,4.41,0.27,0.42,484
0.1,0.2,21.62,30.88,10.31,0.82,0.38,0.76,1.77,2.49,0.45,0.5,158
1.0,1.1,21.75,29.63,4.15,0.0,0.59,1.16,1.87,3.04,0.38,0.45,556
1.0,81.0,24.65,34.82,5.68,0.0,1.05,1.87,2.3,3.63,0.28,0.34,163
0.1,0.2,23.3,31.43,8.61,0.02,1.08,2.25,1.87,4.02,0.37,0.41,187
1.0,1.1,24.4,31.48,4.52,0.02,1.66,3.24,2.3,4.34,0.35,0.4,316
0.1,0.2,20.91,31.52,3.11,0.0,0.67,1.0,2.03,3.55,0.3,0.35,556
0.1,0.2,19.51,28.74,5.43,0.0,1.17,2.13,2.56,4.95,0.44,0.46,557
1.0,1.7,20.78,28.54,4.03,0.0,1.71,3.59,2.49,4.7,0.38,0.43,582
1.0,1.1,16.59,26.83,5.68,0.08,1.64,2.52,2.79,3.59,0.43,0.45,158
1.0,42.4,25.36,34.98,5.0,0.0,1.7,3.14,2.67,4.04,0.24,0.38,159
0.1,0.2,27.3,35.5,4.03,0.0,1.77,3.1,2.51,3.84,0.12,0.33,484
1.0,1.1,19.33,28.43,4.15,0.0,0.48,0.91,1.3,1.91,0.14,0.45,163
1.0,1.1,24.48,33.23,4.39,0.0,1.18,1.55,1.92,2.55,0.16,0.39,163
1.0,1.1,20.78,28.54,4.03,0.0,1.71,3.59,2.49,4.7,0.38,0.43,557
1.0,1.1,22.32,29.16,11.05,1.31,0.85,1.62,1.38,2.45,0.34,0.37,158
1.0,15.0,24.19,31.18,5.37,0.0,0.47,1.05,1.46,2.34,0.25,0.46,162
0.1,0.2,21.06,29.81,4.64,0.0,1.66,3.16,2.63,4.54,0.45,0.51,148
1.0,1.1,19.67,29.4,5.8,0.25,0.93,1.26,1.61,2.27,0.21,0.45,175
1.0,1.1,20.67,29.93,4.15,0.0,2.81,5.03,4.27,6.66,0.29,0.37,489
1.0,1.1,19.44,28.94,9.7,0.21,0.91,1.8,1.91,3.63,0.4,0.43,155
2.0,10.0,22.15,31.83,3.6,0.0,1.31,2.12,2.19,3.87,0.34,0.41,489
0.1,0.2,22.42,31.04,8.91,0.33,1.16,1.87,2.46,3.52,0.34,0.38,158
1.0,1.1,21.3,30.55,5.8,0.0,1.13,2.05,2.55,3.86,0.39,0.43,189
1.0,1.1,21.01,25.55,8.06,0.04,1.5,2.2,3.06,4.51,0.43,0.46,557
1.0,1.1,22.86,29.58,10.07,2.42,1.13,2.39,1.89,3.23,0.35,0.36,186
0.1,0.2,27.08,32.76,6.23,0.0,1.03,2.59,1.3,3.15,0.32,0.39,556
0.1,0.2,18.83,27.37,3.97,0.0,2.53,4.88,3.8,6.66,0.34,0.38,491
1.0,1.1,22.15,31.83,3.6,0.0,1.31,2.12,2.19,3.87,0.34,0.41,557
1.0,1.1,23.45,31.89,6.47,0.0,1.45,2.81,2.18,3.72,0.28,0.37,489
0.1,0.2,23.45,31.89,6.47,0.0,1.45,2.81,2.18,3.72,0.28,0.37,489
1.0,1.1,25.26,34.26,3.97,0.03,0.95,1.19,1.52,2.46,0.27,0.42,187
0.1,0.2,28.8,37.9,4.88,0.04,0.93,1.78,2.02,4.41,0.14,0.46,175
0.1,0.6,20.71,29.97,9.22,0.35,1.16,2.27,2.11,3.65,0.37,0.4,316
0.1,0.2,22.86,29.58,10.07,2.42,1.13,2.39,1.89,3.23,0.35,0.36,187
0.1,0.2,22.21,30.08,11.11,1.23,1.62,2.91,2.44,4.29,0.46,0.48,158
1.0,1.1,24.81,30.37,13.79,15.79,2.51,4.29,3.56,5.72,0.5,0.35,158
1.0,1.1,20.74,27.33,12.45,3.15,0.28,0.43,1.17,1.72,0.55,0.51,158
0.1,0.2,22.7,31.53,6.84,0.0,2.46,4.6,3.84,6.3,0.35,0.41,158
1.0,1.1,24.5,32.7,4.33,0.0,1.59,2.97,2.35,3.99,0.32,0.36,187
1.0,2201.0,20.37,28.2,4.88,0.0,0.91,1.23,1.73,2.49,0.38,0.44,181
1.0,1.1,25.97,34.53,5.13,0.0,1.62,2.73,2.46,3.56,0.3,0.38,489
0.1,0.2,23.24,32.15,5.43,0.0,2.3,4.31,3.31,6.3,0.32,0.41,495
1.0,1.1,22.95,31.03,8.97,0.64,1.23,2.04,1.82,3.16,0.33,0.38,187
0.3,0.55,23.44,31.84,7.75,0.0,1.5,2.66,2.34,3.63,0.34,0.38,156
0.1,0.2,25.26,34.62,4.64,0.0,1.38,2.17,2.24,3.19,0.13,0.38,159
0.1,0.2,27.76,37.43,5.98,0.0,2.71,3.7,3.98,5.55,0.15,0.37,581
0.1,0.2,26.5,35.12,6.84,0.15,1.39,2.55,2.39,3.84,0.3,0.39,141
0.1,0.2,27.12,35.99,6.47,0.14,1.69,3.21,2.7,5.07,0.25,0.35,579
0.1,0.2,24.08,32.69,9.46,1.3,1.71,3.32,2.74,4.81,0.34,0.36,186
0.1,0.2,25.51,34.22,6.23,0.0,2.59,4.23,3.9,5.41,0.27,0.36,182
0.1,0.2,26.12,33.47,10.86,2.19,1.78,4.02,2.62,5.36,0.35,0.36,187
0.1,0.2,22.05,31.75,7.26,1.33,1.35,2.32,2.45,3.63,0.36,0.38,187
0.2,0.4,30.27,36.37,13.0,0.32,2.64,4.16,3.52,5.3,0.25,0.42,579
0.1,0.2,25.73,31.65,7.57,0.1,1.52,3.49,2.28,4.59,0.24,0.38,487
0.5,1.0,22.97,30.92,6.9,0.0,2.6,4.2,3.69,5.23,0.23,0.38,489
0.1,7.3,28.19,34.44,7.75,0.46,1.25,2.62,1.75,3.12,0.27,0.38,470
1.0,1.1,24.6,32.93,4.15,0.07,1.85,4.01,2.67,5.33,0.31,0.35,148
0.1,0.2,23.65,32.65,9.4,0.7,0.96,2.17,1.97,3.86,0.34,0.38,158
0.8,1.8,29.87,36.42,10.8,0.32,1.61,3.64,2.33,4.69,0.27,0.37,470
0.1,0.2,20.94,27.4,11.96,3.97,0.37,0.58,1.55,2.62,0.57,0.51,158
0.1,0.2,26.48,33.8,5.07,0.0,0.68,1.09,1.66,3.2,0.21,0.46,163
1.0,1.1,25.73,31.65,7.57,0.1,1.52,3.49,2.28,4.59,0.24,0.38,493
0.1,0.35,25.73,31.65,7.57,0.1,1.52,3.49,2.28,4.59,0.24,0.38,493
0.3,0.55,25.73,31.65,7.57,0.1,1.52,3.49,2.28,4.59,0.24,0.38,493
1.0,1.1,25.74,32.55,6.1,0.0,1.58,3.2,2.3,4.48,0.32,0.36,489
1.0,1.1,26.02,31.95,6.71,0.22,0.88,1.52,1.47,2.39,0.15,0.47,489
1.0,1.1,21.35,27.79,12.51,4.13,0.68,1.37,1.32,2.4,0.55,0.52,158
0.1,0.42,25.12,32.87,10.62,2.2,1.7,3.15,2.5,4.82,0.3,0.4,187
1.0,1.1,26.48,34.9,8.54,0.16,1.26,2.22,2.02,3.74,0.32,0.37,187
0.1,1.05,20.44,28.54,6.35,0.39,1.86,3.55,3.94,7.0,0.38,0.41,187
1.0,1.1,28.46,36.62,6.41,0.0,1.22,1.99,1.84,2.49,0.28,0.38,484
1.0,1.1,18.85,25.76,11.54,2.76,1.25,2.62,2.18,4.08,0.53,0.51,155
0.1,0.2,25.53,33.15,5.62,0.09,0.71,1.47,1.13,2.85,0.16,0.39,163
1.0,1.1,25.53,33.15,5.62,0.09,0.71,1.47,1.13,2.85,0.16,0.39,183
1.0,1.25,26.48,34.45,4.39,0.01,0.91,1.83,1.73,3.78,0.15,0.39,181
1.0,1.1,26.17,36.11,3.78,0.0,0.52,1.08,1.73,3.16,0.14,0.45,159
1.0,2.0,26.56,34.22,6.96,0.01,1.07,1.88,1.63,2.34,0.31,0.36,489
0.1,0.2,26.99,33.96,5.86,0.05,0.72,0.98,1.96,3.53,0.2,0.46,162
1.0,1.1,27.14,35.8,6.47,0.0,0.65,1.13,1.96,3.08,0.31,0.45,557
0.1,0.2,23.21,31.23,10.56,1.63,0.9,1.45,1.81,3.33,0.34,0.38,187
0.1,0.2,19.91,29.6,7.39,0.1,0.18,0.87,1.55,2.8,0.34,0.38,149
0.1,0.2,24.62,32.14,11.47,1.03,2.05,3.44,3.05,5.2,0.36,0.41,316
1.0,1.25,23.14,31.26,10.86,1.59,1.01,1.61,2.54,3.92,0.36,0.37,186
0.1,0.2,22.88,31.2,6.59,0.06,0.43,0.75,1.48,2.23,0.14,0.46,163
1.0,1.1,25.12,32.87,10.62,2.2,1.7,3.15,2.5,4.82,0.3,0.4,187
1.0,1.14,17.48,28.43,7.93,0.56,0.21,0.74,1.48,1.91,0.37,0.39,149
1.0,1.1,20.59,25.9,12.63,4.97,0.42,0.66,2.44,4.01,0.57,0.51,158
1.0,1.1,28.04,35.15,6.9,0.0,1.6,3.58,2.27,4.95,0.3,0.39,316
0.1,0.2,18.73,28.05,8.54,1.04,1.03,1.8,1.52,2.34,0.36,0.38,315
1.0,1.1,27.06,35.45,7.39,0.0,1.58,2.73,2.41,3.48,0.27,0.34,489
1.0,1.2,22.87,31.4,5.86,0.0,0.73,1.29,1.4,2.37,0.41,0.46,151
1.0,1.1,28.55,37.81,6.96,0.0,1.87,4.56,2.79,6.38,0.12,0.54,42
0.1,0.35,23.94,31.7,10.01,1.4,0.65,1.14,1.88,3.43,0.33,0.37,187
1.0,3.9,29.01,37.7,6.35,0.0,1.53,3.65,2.3,4.85,0.27,0.38,457
1.0,1.1,24.05,31.43,10.13,0.99,1.68,2.82,2.47,3.81,0.3,0.39,187
0.1,0.2,23.14,31.26,10.86,1.59,1.01,1.61,2.54,3.92,0.36,0.37,187
0.1,0.2,23.14,31.26,10.86,1.59,1.01,1.61,2.54,3.92,0.36,0.37,316
1.0,78.0,21.73,30.81,6.59,0.0,0.38,0.95,1.41,2.38,0.38,0.44,158
0.3,0.55,25.29,33.9,6.65,0.03,2.06,3.55,3.06,4.78,0.22,0.35,316
0.1,0.2,30.83,39.12,8.18,0.0,1.32,2.95,1.93,3.67,0.2,0.34,498
0.1,0.2,25.69,35.04,5.13,0.01,0.63,1.2,1.64,2.52,0.19,0.44,183
1.0,1.5,27.38,36.24,8.73,0.33,1.55,3.13,2.45,3.98,0.34,0.36,183
0.1,0.2,25.4,32.01,5.68,0.0,0.62,1.24,1.88,2.92,0.3,0.45,556
0.1,0.2,16.73,25.08,9.28,0.27,0.7,1.36,2.07,3.41,0.38,0.41,158
1.0,1.1,26.06,33.47,10.13,0.48,1.88,3.48,2.8,4.48,0.32,0.4,158
0.1,0.2,27.44,36.05,7.57,0.0,2.16,3.68,3.23,4.7,0.29,0.35,183
1.0,1.1,17.9,21.48,7.14,0.0,0.92,1.3,1.68,2.49,0.43,0.48,0
1.0,1.1,29.06,36.32,8.24,2.4,1.02,2.66,1.53,3.76,0.22,0.36,159
1.0,1.1,27.05,36.48,7.93,0.06,0.47,1.05,1.5,2.51,0.14,0.45,183
1.0,1.1,22.34,30.52,8.12,0.57,2.02,4.02,3.04,5.44,0.37,0.42,491
0.3,0.55,27.55,34.97,6.84,0.0,1.06,1.86,2.01,4.05,0.34,0.45,575
0.1,0.6,27.65,35.01,8.97,0.25,1.56,3.1,2.23,4.37,0.23,0.36,162
0.1,0.2,27.65,35.01,8.97,0.25,1.56,3.1,2.23,4.37,0.23,0.36,159
1.0,1.1,27.23,36.42,7.87,0.0,1.93,3.63,2.76,5.15,0.22,0.36,183
0.1,0.2,29.06,36.32,8.24,2.4,1.02,2.66,1.53,3.76,0.22,0.36,162
1.0,1.1,28.42,36.96,10.07,1.41,1.5,3.69,2.23,4.73,0.36,0.36,542
0.1,0.2,29.06,36.32,8.24,2.4,1.02,2.66,1.53,3.76,0.22,0.36,304
1.0,1.1,28.81,36.73,5.55,0.0,1.3,2.18,2.02,2.73,0.12,0.33,558
0.1,0.2,26.48,35.48,9.7,2.21,0.99,2.27,1.62,3.02,0.36,0.36,187
0.1,0.2,26.81,35.19,5.43,0.0,1.85,3.19,3.01,4.39,0.23,0.44,489
0.1,0.2,22.15,30.73,12.51,1.03,0.34,0.73,1.19,2.12,0.52,0.51,158
0.1,0.2,18.0,27.15,8.79,2.18,1.77,3.28,2.73,4.62,0.38,0.4,189
0.1,0.2,25.15,33.05,5.68,0.0,2.37,4.38,3.58,5.81,0.28,0.39,183
1.0,1.1,23.14,31.26,10.86,1.59,1.01,1.61,2.54,3.92,0.36,0.37,489
0.1,46.4,25.23,33.33,6.9,0.01,1.7,2.76,2.54,4.31,0.23,0.4,187
1.0,1.1,25.23,33.33,6.9,0.01,1.7,2.76,2.54,4.31,0.23,0.4,144
0.1,0.2,24.25,31.75,6.71,0.01,1.67,2.64,2.41,3.23,0.22,0.4,144
0.1,0.2,22.66,30.06,6.77,0.01,0.78,1.32,1.16,2.35,0.29,0.38,489
0.1,0.2,16.05,24.31,6.71,0.61,1.54,2.99,2.4,4.06,0.37,0.38,149
0.1,4.5,25.33,34.23,5.19,0.0,0.98,1.42,1.92,3.02,0.31,0.45,316
0.1,0.2,24.25,31.75,6.71,0.01,1.67,2.64,2.41,3.23,0.22,0.4,490
1.0,1.1,18.83,25.48,10.5,3.36,0.7,1.23,1.65,2.55,0.42,0.4,158
1.0,1.4,16.05,24.31,6.71,0.61,1.54,2.99,2.4,4.06,0.37,0.38,317
1.0,2.0,18.8,25.91,11.35,2.14,2.15,3.98,3.2,5.18,0.49,0.48,158
0.8,1.6,24.5,33.73,6.41,0.0,2.31,5.41,3.52,7.6,0.23,0.38,159
1.0,1.5,27.26,34.44,5.55,0.0,1.18,1.85,1.62,3.14,0.3,0.43,266
0.1,0.2,28.12,33.48,14.4,9.92,1.55,3.03,2.26,3.78,0.56,0.52,474
1.0,1.5,23.84,31.48,6.77,0.03,1.72,2.91,2.58,3.68,0.27,0.4,148
1.0,2.0,24.07,31.4,6.53,0.01,2.41,3.98,3.48,5.09,0.21,0.35,148
0.5,1.0,29.04,37.62,5.13,0.0,2.41,4.43,3.57,5.62,0.12,0.33,558
1.0,1.1,18.82,26.63,10.13,2.63,0.89,1.76,1.85,3.38,0.38,0.37,158
1.0,1.1,21.81,28.38,12.63,7.77,0.95,1.98,1.77,3.45,0.57,0.52,158
1.0,1.1,15.23,21.35,8.12,0.98,0.96,1.33,1.66,2.14,0.38,0.4,155
1.0,1.1,24.29,33.4,6.47,0.01,2.96,5.62,5.42,9.37,0.13,0.42,470
0.1,0.2,24.33,31.1,6.23,0.24,4.72,6.59,6.83,9.5,0.22,0.44,491
0.1,0.2,25.51,34.0,8.36,0.45,2.11,3.57,3.04,4.61,0.37,0.45,484
1.0,1.1,22.71,29.44,12.51,0.71,1.71,3.55,2.66,4.78,0.49,0.48,46
0.1,0.2,24.33,31.1,6.23,0.24,4.72,6.59,6.83,9.5,0.22,0.44,491
1.0,1.1,18.84,27.98,7.81,8.64,0.15,1.05,2.46,4.02,0.43,0.48,316
4.0,13.2,21.58,30.55,7.39,3.29,2.43,3.94,4.23,6.61,0.31,0.41,557
1.0,1.5,20.77,29.43,5.68,0.77,4.64,6.87,6.44,9.38,0.3,0.35,491
0.1,0.2,22.21,29.9,7.63,0.13,2.34,4.12,3.68,5.47,0.37,0.42,489
0.1,0.2,24.23,32.74,7.14,0.0,2.96,5.34,4.22,7.13,0.21,0.4,187
0.1,0.2,29.76,39.23,9.77,0.0,1.88,3.24,3.02,4.51,0.49,0.53,358
1.0,1.1,18.96,25.71,5.49,0.51,4.04,7.02,5.62,9.6,0.2,0.34,494
0.1,0.2,25.3,32.63,4.64,0.03,3.59,7.03,5.01,9.16,0.13,0.33,457
1.0,1.1,24.72,33.29,12.33,0.0,3.0,5.22,4.21,7.28,0.17,0.36,162
1.0,1.25,24.72,33.29,12.33,0.0,3.0,5.22,4.21,7.28,0.17,0.36,162
1.0,1.1,22.21,29.9,7.63,0.13,2.34,4.12,3.68,5.47,0.37,0.42,557
0.2,0.4,24.85,33.71,5.49,0.08,3.61,7.62,5.33,10.3,0.27,0.34,457
1.0,2.1,23.93,31.97,6.23,0.7,2.9,5.02,4.15,7.02,0.18,0.38,425
1.0,1.1,23.05,32.44,6.1,0.72,4.01,6.06,5.74,8.55,0.29,0.37,185
1.0,1.3,23.1,31.41,7.69,0.03,1.95,2.98,3.45,4.56,0.29,0.36,489
1.0,1.41,15.33,18.82,10.86,15.14,1.59,2.34,3.27,4.61,0.56,0.46,557
0.1,0.2,18.05,27.55,6.71,0.24,0.66,1.59,1.95,3.7,0.37,0.4,158
0.1,0.2,12.94,20.6,5.68,0.0,2.0,2.93,4.16,5.62,0.28,0.34,493
1.0,1.1,16.67,21.76,10.5,9.2,3.66,5.49,5.05,7.46,0.37,0.4,144
0.1,0.2,15.33,18.82,10.86,15.14,1.59,2.34,3.27,4.61,0.56,0.46,582
0.1,0.53,21.4,28.6,10.99,3.72,1.05,2.22,1.71,3.2,0.41,0.38,556
0.1,0.2,18.39,23.53,10.62,27.7,2.67,4.01,5.58,7.93,0.58,0.42,489
1.0,1.1,22.92,29.58,8.36,0.0,6.27,9.02,8.39,11.88,0.21,0.38,156
1.0,1.1,17.5,22.12,11.23,25.21,3.72,5.23,6.12,8.23,0.55,0.39,158
1.0,1.1,17.5,22.12,11.23,25.21,3.72,5.23,6.12,8.23,0.55,0.39,158
0.1,0.2,15.83,21.8,10.68,15.01,1.13,1.99,2.84,4.63,0.53,0.47,156
1.0,1.1,21.94,28.23,12.02,10.57,3.82,5.92,5.37,7.82,0.43,0.36,187
5.0,30.0,20.4,26.29,11.72,2.1,4.04,5.98,5.64,8.09,0.4,0.4,158
0.1,0.2,16.63,25.31,7.2,0.5,2.01,3.62,2.96,4.86,0.34,0.38,148
1.0,1.1,20.39,25.04,11.84,17.99,4.2,5.98,6.29,8.57,0.5,0.37,187
1.0,1.1,22.98,28.57,11.35,16.67,4.65,6.69,6.62,9.19,0.48,0.37,472
0.1,0.35,22.69,31.87,9.58,8.93,2.68,3.49,3.75,4.69,0.28,0.36,490
2.0,2.85,21.42,29.26,12.15,4.29,2.62,3.74,3.98,5.78,0.45,0.42,158
1.0,1.48,21.08,28.91,12.76,3.95,0.5,0.73,2.13,3.07,0.55,0.51,155
1.0,1.92,18.01,24.45,4.52,0.0,1.48,2.34,2.08,3.42,0.11,0.33,489
1.0,105.0,17.13,24.5,7.87,4.41,3.14,5.82,4.31,8.17,0.46,0.38,183
1.0,1.1,24.34,29.98,9.46,3.44,2.48,4.44,3.41,5.77,0.4,0.38,472
0.1,0.2,28.92,35.15,8.85,0.04,2.82,4.72,3.82,5.76,0.18,0.45,472
1.0,1.1,23.37,30.92,6.71,0.0,2.12,3.39,2.85,4.08,0.16,0.38,472
1.0,1.1,20.31,27.08,10.56,4.66,3.35,5.77,4.77,7.8,0.45,0.41,187
1.0,1.1,18.53,23.51,9.7,4.97,3.96,6.14,5.93,8.78,0.46,0.38,187
1.0,1.1,17.13,24.5,7.87,4.41,3.14,5.82,4.31,8.17,0.46,0.38,183
0.1,0.2,20.62,26.11,9.77,5.43,3.38,5.38,4.8,7.21,0.46,0.38,183
1.0,1.1,20.62,26.11,9.77,5.43,3.38,5.38,4.8,7.21,0.46,0.38,489
0.1,0.2,12.92,17.33,5.98,9.02,1.98,3.29,2.86,4.33,0.41,0.38,489
1.0,478.0,24.34,29.98,9.46,3.44,2.48,4.44,3.41,5.77,0.4,0.38,472
0.1,0.2,19.56,25.19,10.01,2.42,3.4,5.96,4.95,8.23,0.41,0.38,155
0.1,0.2,17.56,26.31,4.52,0.0,0.19,0.89,2.03,2.75,0.14,0.46,163
0.1,0.2,7.37,11.77,6.29,27.28,1.32,2.26,3.12,5.2,0.59,0.5,503
1.0,5.0,24.34,29.98,9.46,3.44,2.48,4.44,3.41,5.77,0.4,0.38,472
0.1,0.2,17.39,25.76,6.04,0.0,1.94,3.17,2.88,4.03,0.32,0.35,559
0.2,2.85,30.08,36.39,10.19,0.0,1.3,2.5,1.81,3.07,0.44,0.46,472
0.1,1.1,16.6,23.61,5.8,0.04,1.48,2.24,2.16,3.16,0.45,0.45,323
0.1,0.33,17.91,27.75,6.35,0.0,1.47,3.45,2.88,6.22,0.23,0.37,557
0.1,0.2,8.73,15.17,6.04,0.91,0.16,0.95,2.45,4.33,0.38,0.38,148
1.0,1.1,24.08,30.11,10.38,0.0,0.63,1.1,1.57,3.09,0.56,0.55,47
0.1,0.2,26.63,36.65,9.4,0.81,0.23,0.6,1.45,2.54,0.29,0.47,55
0.1,0.2,14.11,22.56,5.31,0.0,1.17,1.88,2.33,3.23,0.28,0.34,182
0.1,0.2,27.31,33.47,8.06,0.0,3.95,6.92,5.32,8.59,0.19,0.38,472
0.1,1.1,20.69,28.51,10.19,16.09,4.95,6.21,7.08,8.72,0.43,0.38,187
0.1,0.2,27.88,34.83,9.7,0.02,1.86,3.44,2.64,4.42,0.2,0.39,472
0.1,0.63,19.07,26.11,5.68,0.76,2.52,4.58,3.76,6.64,0.25,0.44,489
1.0,1.1,23.16,30.97,7.57,0.0,3.14,6.37,4.45,8.78,0.34,0.37,186
0.1,0.2,21.46,27.69,6.96,0.0,0.72,1.21,1.96,3.82,0.13,0.46,163
0.1,0.2,16.9,22.28,5.43,2.07,3.05,6.38,4.77,8.71,0.28,0.34,489
0.1,2.22,18.34,23.88,6.35,1.44,3.67,7.09,5.45,9.59,0.3,0.34,183
0.1,0.2,19.94,29.48,3.6,0.0,2.06,4.48,3.03,5.78,0.12,0.33,489
1.0,1.1,19.3,28.82,3.05,0.0,1.59,2.8,2.55,3.56,0.11,0.45,489
0.1,0.2,17.3,26.29,3.6,0.0,2.25,4.14,3.33,5.22,0.27,0.36,182
0.1,0.2,18.69,25.57,8.36,3.02,1.02,1.38,2.23,3.33,0.53,0.48,316
0.1,0.2,21.86,30.67,9.16,0.0,2.71,3.94,3.62,5.47,0.15,0.38,302
0.1,0.6,15.82,23.44,7.81,2.27,0.34,0.49,3.13,4.18,0.54,0.54,148
0.1,0.2,21.48,30.74,6.71,0.0,2.16,4.2,3.45,5.75,0.35,0.38,186
0.5,1.06,20.84,28.98,7.08,0.01,2.62,4.25,3.92,5.77,0.47,0.49,187
1.0,1.1,20.72,25.99,13.37,2.5,1.71,2.79,2.92,4.22,0.45,0.42,48
