DiscoveryAcres,total_acres,temp_2m,temp_2m_max,humidity,rain,wind_speed_2m,wind_speed_2m_max,wind_speed_10m,wind_speed_10m_max,surface_soil_wetness_5cm_below,surface_soil_wetness_to_bedrock,landcover_class
0.1,0.2,9.82,17.3,3.17,0.0,1.45,3.06,2.26,4.05,0.34,0.47,472
1.0,1.1,23.06,31.21,9.09,2.3,1.99,3.74,3.05,4.96,0.34,0.38,187
0.3,9.3,20.8,29.08,4.88,0.0,0.77,1.05,2.45,4.05,0.32,0.47,490
1.5,6.5,21.51,29.9,5.55,0.09,1.84,4.59,3.0,7.7,0.25,0.34,158
5.0,10.0,14.69,24.97,3.11,0.0,0.36,0.56,2.64,3.81,0.45,0.52,158
0.1,0.3,21.89,30.08,5.31,0.0,1.8,3.17,2.76,4.61,0.38,0.42,556
0.1,25.1,25.83,35.65,1.65,0.0,1.7,3.88,2.6,5.23,0.14,0.46,460
1.0,1.1,25.28,35.21,4.64,0.0,1.73,3.22,2.7,4.76,0.13,0.45,301
0.1,0.2,18.95,27.91,2.62,0.0,1.79,3.36,2.6,4.42,0.39,0.49,444
1.0,1.1,29.8,38.45,8.12,0.02,2.59,5.22,3.86,7.0,0.16,0.47,474
0.1,0.35,31.08,39.3,7.69,0.0,1.59,3.99,2.45,5.3,0.14,0.38,556
0.1,1.1,32.57,39.9,7.75,0.01,1.76,3.95,2.45,4.98,0.21,0.38,358
0.3,0.7,14.6,24.81,2.5,0.0,0.7,1.17,2.92,5.05,0.23,0.34,148
1.4,2.8,22.33,31.85,3.66,0.0,0.32,0.95,2.11,3.4,0.16,0.46,162
0.1,0.2,19.58,28.68,5.31,0.03,0.36,1.01,2.48,3.86,0.41,0.45,316
0.1,0.2,16.28,26.49,3.05,0.0,2.05,3.63,3.09,4.8,0.32,0.37,183
0.1,0.3,28.47,36.26,8.36,1.3,1.78,3.89,2.5,4.99,0.1,0.34,488
0.3,0.6,27.27,35.24,3.05,0.0,1.85,3.91,2.61,4.89,0.12,0.37,470
0.1,0.2,24.82,34.26,3.23,0.0,2.28,3.52,3.73,5.11,0.2,0.32,48
1.0,122.0,7.54,12.21,5.07,0.4,4.07,7.36,6.09,10.07,0.52,0.5,489
0.1,0.2,23.62,31.4,3.6,0.0,3.44,5.69,5.55,8.54,0.22,0.31,49
0.1,0.2,3.7,12.56,1.4,0.0,1.48,2.38,2.45,3.12,0.25,0.34,557
1.5,3.0,10.53,15.28,6.84,0.91,2.7,3.88,4.87,7.05,0.49,0.51,159
0.1,0.2,3.42,11.08,2.99,0.0,2.7,6.5,4.02,9.09,0.38,0.39,489
0.1,12.1,18.62,26.9,2.08,0.0,1.65,3.16,2.56,3.95,0.12,0.36,484
0.1,0.2,26.53,33.76,9.46,0.18,2.47,4.88,3.34,6.67,0.13,0.34,187
0.1,0.2,25.64,33.82,3.78,0.0,2.19,4.93,3.17,6.62,0.16,0.46,460
0.1,0.2,14.12,22.44,3.97,0.01,1.77,3.86,2.7,4.95,0.09,0.33,489
0.5,1.0,20.34,29.63,3.6,0.0,2.05,3.85,3.53,6.09,0.36,0.51,158
0.1,0.35,32.52,40.92,8.73,0.19,1.66,3.2,2.57,4.16,0.33,0.46,443
1.0,16.0,25.11,33.26,8.54,0.02,2.06,3.26,3.05,4.16,0.31,0.37,155
1.5,5.3,3.91,10.56,3.42,0.76,1.75,3.07,4.84,7.38,0.45,0.46,158
0.1,0.2,6.47,16.23,2.69,0.0,0.62,1.15,1.88,2.48,0.39,0.42,137
0.1,0.2,19.44,26.09,11.11,2.32,1.65,2.55,2.66,4.2,0.3,0.34,189
1.0,17.0,21.76,27.91,8.54,0.89,1.12,1.99,2.48,4.12,0.16,0.34,556
0.1,0.2,15.99,27.99,2.01,0.0,2.75,5.23,4.36,7.13,0.2,0.38,472
1.0,1.1,16.8,26.27,3.6,0.0,4.52,8.02,6.69,10.97,0.3,0.41,186
0.1,0.2,23.4,29.31,5.62,0.0,4.58,7.28,6.7,10.14,0.31,0.49,460
1.5,3.0,25.49,34.21,5.19,0.0,2.52,4.18,3.68,5.48,0.17,0.38,490
5.0,54.0,6.75,17.99,4.33,0.02,0.9,1.52,2.45,3.75,0.65,0.63,557
0.5,1.0,38.4,46.12,8.0,0.04,1.65,3.5,2.48,4.41,0.09,0.37,582
0.1,0.2,19.48,28.73,4.7,0.19,1.31,2.55,2.01,3.36,0.24,0.36,489
0.1,0.2,13.35,20.73,3.91,0.0,4.97,9.23,7.51,13.25,0.33,0.38,484
0.1,0.2,24.94,33.93,8.61,0.77,1.21,3.23,2.36,6.13,0.25,0.45,489
0.1,0.2,23.17,32.81,4.82,0.01,0.95,1.59,2.56,3.85,0.3,0.36,158
1.0,1.5,27.15,35.18,7.81,1.31,1.8,4.04,2.55,5.27,0.23,0.37,187
0.1,0.2,19.05,28.16,3.48,0.0,1.53,3.41,2.88,6.28,0.38,0.43,159
1.5,7.5,26.76,37.37,9.03,1.36,0.28,0.58,1.66,2.45,0.36,0.49,158
0.1,0.2,18.81,24.73,7.81,0.92,1.76,3.34,2.65,4.27,0.42,0.44,183
0.1,0.2,24.93,34.73,3.85,0.0,1.66,3.28,2.41,4.34,0.34,0.4,460
0.1,0.2,17.65,26.33,7.02,0.83,0.99,1.95,2.34,4.18,0.35,0.39,162
1.0,1.1,23.02,31.5,4.21,0.0,2.48,4.62,3.47,6.14,0.2,0.35,358
0.1,2.1,1.92,7.27,4.58,4.22,1.66,2.97,2.37,3.73,0.69,0.62,159
0.1,2.1,29.75,38.76,4.58,0.0,1.63,3.3,2.55,4.43,0.11,0.37,457
0.1,0.2,24.03,32.68,4.7,0.0,3.23,6.06,4.8,8.46,0.18,0.44,490
0.1,0.2,22.9,30.22,6.04,0.0,1.81,3.2,3.36,5.87,0.23,0.4,579
0.1,0.35,27.49,37.66,2.32,0.0,1.86,3.28,3.13,4.28,0.09,0.37,474
0.5,1.0,34.03,42.86,2.93,0.0,3.17,5.42,4.57,6.78,0.08,0.39,470
0.3,0.6,13.79,21.75,3.3,0.06,1.59,2.61,3.89,5.89,0.33,0.38,158
1.3,2.55,16.65,26.71,6.59,0.22,0.84,1.63,1.84,3.76,0.38,0.41,158
0.1,0.2,23.05,31.44,6.59,0.0,2.59,4.69,3.83,6.25,0.36,0.4,557
0.1,0.2,16.07,25.75,4.7,0.05,1.12,1.59,2.05,2.73,0.33,0.36,187
0.1,350.1,22.62,31.08,3.3,0.0,1.39,2.74,2.98,6.23,0.15,0.45,151
1.0,2.1100000000000003,25.85,35.24,4.39,0.0,2.04,3.2,3.45,4.47,0.25,0.38,158
0.3,0.55,22.72,30.49,4.46,0.0,2.69,4.89,4.33,7.36,0.23,0.32,49
0.1,1.6,25.68,35.04,4.7,0.0,1.73,3.55,2.78,4.87,0.24,0.43,186
1.0,1.1,11.94,19.3,4.15,0.02,1.69,3.32,2.59,4.32,0.16,0.38,187
0.5,1.0,19.26,28.83,2.01,0.0,0.7,1.23,2.24,3.7,0.26,0.47,48
0.1,471.1,23.23,31.78,4.46,0.0,0.54,1.0,1.85,3.41,0.16,0.46,162
0.2,0.4,20.87,25.3,8.67,0.01,2.92,4.19,3.86,5.47,0.14,0.46,41
0.1,0.2,28.12,36.27,7.81,0.1,2.73,5.46,4.04,7.09,0.2,0.34,489
0.1,0.2,6.65,14.58,2.69,0.0,2.05,4.41,2.91,5.51,0.4,0.41,489
0.1,0.4,4.15,8.83,4.15,1.14,0.08,0.45,2.2,3.41,0.58,0.58,159
0.1,0.2,23.46,32.27,10.07,5.07,0.31,0.56,1.69,2.63,0.45,0.48,158
0.1,0.2,20.48,29.04,7.14,0.2,0.58,0.94,2.45,4.46,0.23,0.44,163
0.1,69.3,24.56,34.02,3.97,0.0,2.48,4.2,3.7,5.49,0.23,0.4,557
0.1,0.2,31.03,38.2,7.2,0.11,4.52,7.38,6.45,10.05,0.23,0.35,548
0.1,0.2,28.17,38.01,5.62,0.0,1.99,4.73,3.02,6.51,0.16,0.36,162
0.1,0.2,25.05,33.23,8.97,2.93,1.75,2.77,3.03,4.34,0.36,0.41,158
1.0,6.6,7.07,18.19,2.14,0.07,2.46,4.9,3.87,6.42,0.33,0.35,556
6.0,12.83,17.36,25.43,5.19,0.04,1.68,2.72,2.39,3.44,0.36,0.41,159
0.1,0.2,11.96,20.75,4.82,0.0,2.64,4.79,4.52,6.58,0.55,0.57,358
0.1,0.2,25.76,32.58,9.28,0.09,1.19,2.13,1.7,2.64,0.3,0.35,187
0.1,14.1,7.19,14.51,4.58,0.13,0.57,0.84,3.09,4.94,0.54,0.57,358
0.1,0.2,-1.4,7.52,1.04,0.0,1.28,2.23,2.54,4.02,0.29,0.34,187
0.1,0.2,16.52,26.3,3.6,0.0,1.2,1.72,2.35,3.25,0.37,0.42,489
0.1,0.2,16.96,26.77,5.37,0.0,0.55,1.04,2.4,4.11,0.47,0.53,158
0.1,0.2,25.83,35.65,1.65,0.0,1.7,3.88,2.6,5.23,0.14,0.46,582
0.1,0.2,11.35,20.57,4.15,0.1,0.22,0.34,2.09,2.95,0.47,0.48,55
0.1,0.2,8.91,16.06,4.64,1.1,5.34,7.4,7.32,9.92,0.38,0.42,158
0.1,0.2,13.24,21.79,2.44,0.01,2.81,5.2,4.35,7.12,0.32,0.41,556
0.1,0.2,20.19,25.73,12.15,9.66,0.89,1.5,2.49,3.42,0.45,0.38,187
1.0,1.1,33.21,43.01,3.42,0.0,2.12,4.22,3.26,5.46,0.12,0.36,472
0.1,0.3,17.3,26.8,7.81,0.0,0.41,0.65,2.27,4.18,0.46,0.54,158
0.3,0.6,13.65,24.94,1.77,0.0,2.2,3.55,3.7,5.2,0.19,0.38,474
0.1,0.2,26.01,33.7,8.61,0.86,1.8,4.29,2.57,6.23,0.27,0.34,158
0.1,0.2,24.15,34.33,8.85,0.26,1.32,3.39,2.94,6.72,0.27,0.35,158
0.1,0.2,31.01,40.17,8.0,0.64,0.83,1.39,2.07,3.73,0.25,0.48,358
0.1,0.2,14.54,23.94,3.66,0.0,4.23,8.19,6.12,11.19,0.36,0.41,557
0.1,0.35,25.09,33.9,3.85,0.0,2.28,4.34,3.44,5.8,0.23,0.38,474
1.0,1.1,24.45,33.05,5.92,0.0,2.64,4.51,3.95,5.9,0.44,0.48,474
0.1,0.2,18.26,27.3,4.39,0.0,1.33,2.2,2.63,3.68,0.39,0.48,497
0.1,0.5,30.01,37.3,7.02,0.0,5.05,7.4,6.71,9.59,0.07,0.37,472
1.0,1.1,3.42,10.17,2.01,0.0,1.26,2.73,2.02,3.41,0.34,0.36,582
0.1,0.2,19.84,26.72,6.41,0.0,5.37,7.21,7.52,9.95,0.47,0.51,557
0.1,0.3,27.12,35.19,5.07,0.0,2.28,4.59,3.28,5.98,0.26,0.36,542
0.1,0.2,7.23,15.3,3.72,0.0,2.73,4.88,5.15,8.01,0.52,0.54,187
0.1,0.2,25.29,33.9,5.19,0.27,0.45,0.84,1.98,3.6,0.22,0.46,163
0.1,0.2,22.48,31.06,4.03,0.0,2.33,4.09,3.58,5.85,0.37,0.42,472
0.1,0.2,22.76,31.86,6.65,0.01,2.33,3.51,3.53,5.12,0.3,0.37,315
1.0,1.25,27.99,37.04,10.01,0.02,1.71,3.95,2.38,5.34,0.14,0.33,489
0.3,0.8,19.72,30.8,6.16,0.0,0.81,1.33,1.78,2.91,0.45,0.5,158
0.1,0.2,1.01,8.76,2.32,0.01,0.8,1.14,2.25,3.48,0.49,0.5,557
0.1,0.6,13.73,21.41,4.09,0.0,1.56,3.16,2.48,4.19,0.41,0.43,474
0.1,0.2,27.05,36.08,7.93,0.54,1.75,3.16,2.86,5.2,0.3,0.39,158
0.1,0.2,12.72,18.41,5.86,0.86,0.22,0.7,2.11,4.28,0.2,0.46,556
1.0,2.0,23.24,29.81,6.04,0.0,1.47,2.38,4.33,6.73,0.27,0.48,47
0.1,0.2,18.44,27.81,5.55,0.18,0.38,0.97,1.94,2.79,0.34,0.38,158
0.1,0.2,30.76,39.9,5.98,0.0,1.57,2.67,2.41,3.64,0.27,0.47,460
0.1,0.2,22.2,31.48,3.11,0.0,2.69,4.55,3.95,5.71,0.15,0.42,582
0.1,0.2,31.13,38.89,6.84,0.0,2.47,4.67,3.66,6.19,0.15,0.46,474
0.1,0.2,14.33,20.83,7.08,5.27,1.45,3.37,2.19,4.49,0.62,0.59,472
0.1,0.2,30.01,38.63,2.81,0.0,3.29,6.39,4.67,8.65,0.16,0.43,474
0.1,3.1,24.69,31.67,6.59,0.0,3.0,4.66,4.19,6.01,0.2,0.44,358
0.1,0.2,28.72,39.47,3.36,0.0,2.16,3.98,3.3,5.66,0.11,0.37,302
0.1,0.2,11.54,20.19,1.71,0.0,1.6,2.61,2.5,3.28,0.11,0.45,0
0.1,0.2,22.2,29.9,5.07,0.05,2.63,5.35,3.93,7.05,0.22,0.36,491
0.3,6.5,20.39,28.73,6.1,0.37,1.92,4.0,3.36,6.28,0.23,0.37,489
1.5,3.0,20.83,31.22,3.97,0.0,2.46,3.73,3.94,5.12,0.34,0.38,489
1.0,2.7,14.57,23.8,2.87,0.0,0.84,1.31,2.3,3.13,0.12,0.46,42
0.1,0.3,8.19,11.79,4.58,1.1,4.27,6.73,5.7,8.65,0.09,0.37,470
0.2,0.3,19.22,27.98,2.32,0.0,2.59,4.95,4.12,6.35,0.14,0.38,472
0.1,0.2,9.83,21.11,3.48,0.0,1.95,3.48,3.27,4.7,0.32,0.38,490
0.1,0.2,29.79,37.4,7.69,0.03,2.8,5.4,4.25,7.27,0.28,0.36,187
5.0,32.0,18.48,26.64,9.09,1.42,1.66,3.17,3.19,5.9,0.39,0.41,149
0.1,0.2,12.73,18.55,3.6,0.0,2.07,3.6,3.21,4.42,0.07,0.42,472
0.1,0.2,9.11,19.36,3.3,0.0,2.2,3.73,4.52,6.4,0.45,0.47,158
0.1,0.4,32.94,42.02,9.28,0.21,1.88,6.48,2.7,9.13,0.21,0.45,460
20.0,129.0,28.26,36.02,7.14,0.01,1.7,2.85,2.69,3.93,0.11,0.37,489
1.0,1.5,14.51,23.56,3.05,0.0,2.28,4.42,3.41,6.02,0.37,0.39,556
0.1,764.1,24.7,32.15,8.0,0.11,2.7,5.58,3.7,7.71,0.23,0.34,187
1.0,1.1,19.34,28.72,3.48,0.0,3.13,5.33,4.76,6.99,0.33,0.38,488
150.0,300.0,13.43,20.93,5.37,0.0,2.62,5.2,4.27,7.21,0.27,0.47,460
0.3,0.55,18.05,26.76,3.05,0.01,3.13,5.82,4.59,7.59,0.28,0.35,156
0.1,0.2,22.2,28.3,6.84,0.22,1.8,3.95,2.8,5.89,0.25,0.33,48
1.0,1.1,17.16,26.83,4.21,0.04,1.7,3.44,3.84,6.91,0.34,0.4,557
0.1,0.2,23.34,33.44,3.78,0.0,2.09,3.73,3.28,5.15,0.35,0.48,460
0.1,0.2,16.83,26.94,3.66,0.06,0.36,1.11,2.29,3.53,0.38,0.41,489
1.0,4.0,21.98,32.55,4.76,0.0,1.06,1.73,1.96,3.48,0.09,0.38,472
0.1,0.2,31.67,42.23,7.2,0.58,1.0,1.65,2.02,3.0,0.23,0.48,47
1.0,2.0,30.48,37.83,8.48,0.02,2.3,4.88,3.21,7.09,0.32,0.4,556
0.5,1.0,27.02,34.05,8.91,0.0,0.16,0.74,2.23,3.47,0.2,0.46,162
0.1,0.2,8.79,20.43,2.08,0.0,1.26,2.62,2.23,3.57,0.4,0.42,462
0.1,0.2,21.5,31.24,6.84,0.0,1.78,3.8,2.74,5.23,0.3,0.37,460
1.0,22.2,23.59,31.65,7.87,1.26,3.12,4.95,4.27,6.6,0.28,0.34,498
0.1,185.1,13.94,22.11,2.99,0.0,0.69,1.03,3.09,5.09,0.46,0.53,158
1.0,2.0,25.45,34.49,6.53,2.36,3.12,5.69,4.7,7.91,0.36,0.39,556
0.3,0.62,12.95,24.06,1.65,0.0,1.56,2.73,2.58,3.77,0.09,0.37,474
0.1,0.6,25.47,35.2,7.08,0.05,0.2,0.66,1.4,2.75,0.34,0.47,162
0.1,1.6,23.91,32.99,7.26,0.0,2.51,4.12,3.88,5.87,0.51,0.54,460
1.0,3.0,8.4,16.8,3.36,0.0,1.65,3.62,2.9,5.84,0.51,0.52,557
0.1,0.35,19.12,27.58,7.08,0.0,0.95,1.23,2.18,2.84,0.34,0.38,141
1.0,1.1,30.09,40.2,1.89,0.0,1.57,2.72,2.35,3.98,0.09,0.37,474
80.0,503.0,11.03,21.22,2.5,0.0,1.04,1.5,1.64,2.23,0.1,0.37,489
0.1,0.2,16.64,26.97,2.56,0.0,1.89,3.7,3.01,4.91,0.14,0.34,489
5.0,22.0,28.23,36.35,7.08,0.0,2.23,3.42,3.25,4.3,0.12,0.42,557
0.1,0.7,27.98,36.18,6.35,0.05,1.91,3.8,2.85,5.59,0.09,0.33,183
1.0,1.1,28.0,34.69,6.71,0.0,2.3,4.18,3.89,6.39,0.23,0.42,358
0.1,0.2,19.83,29.1,3.3,0.0,0.84,1.24,3.01,5.1,0.35,0.46,579
200.0,549.0,22.66,28.36,5.55,0.0,1.54,2.16,3.21,4.42,0.45,0.49,582
1.0,1.2,21.46,28.98,8.85,2.29,2.41,6.52,3.43,9.42,0.32,0.41,187
0.1,0.2,25.43,28.62,3.48,0.0,6.95,11.03,9.4,14.48,0.09,0.38,472
0.1,0.2,23.11,33.49,4.52,0.0,1.96,4.57,2.77,5.86,0.14,0.37,489
0.1,1.1,16.33,25.96,6.16,0.01,0.17,0.56,1.7,3.05,0.48,0.51,44
0.1,0.32,17.23,25.08,4.46,0.39,1.65,3.01,2.79,4.8,0.33,0.38,148
0.1,0.2,26.93,35.64,9.22,0.01,1.46,3.02,2.2,3.93,0.23,0.34,158
0.1,0.2,18.28,26.23,5.62,0.0,0.75,1.08,2.49,4.39,0.48,0.51,582
0.3,0.4,22.62,31.08,3.3,0.0,1.39,2.74,2.98,6.23,0.15,0.45,151
0.1,10.1,19.94,27.43,7.69,0.86,3.88,6.22,6.31,9.59,0.38,0.41,557
0.5,1.0,22.69,30.51,4.03,0.0,1.82,2.88,2.74,3.69,0.19,0.42,443
1.0,5.1,20.46,29.17,3.97,0.0,2.4,5.3,3.6,7.52,0.38,0.44,474
1.0,138.0,22.56,31.52,4.39,0.0,3.99,7.13,5.67,9.84,0.29,0.34,189
0.1,0.23,19.73,28.62,3.54,0.0,2.87,4.73,4.5,6.77,0.27,0.35,49
0.3,0.6,14.76,22.34,4.76,0.33,2.6,4.7,4.71,7.9,0.38,0.41,316
0.5,1.0,24.12,30.83,8.48,0.12,1.72,2.97,2.36,4.42,0.14,0.33,489
0.1,0.7,29.03,39.66,6.84,0.0,0.93,1.95,1.38,2.8,0.12,0.36,162
0.1,0.2,23.87,29.91,7.45,0.48,3.29,5.47,4.84,7.73,0.15,0.36,187
0.1,0.2,24.05,32.56,3.66,0.0,0.5,1.05,2.16,3.59,0.2,0.46,162
0.1,0.2,13.12,22.65,1.95,0.0,0.7,1.26,1.8,2.6,0.19,0.46,582
0.1,0.2,25.22,33.9,1.71,0.0,1.73,3.58,2.56,4.68,0.08,0.37,472
0.1,0.2,30.59,38.76,3.6,0.0,2.82,4.52,4.02,5.62,0.09,0.45,472
0.1,1977.1,14.14,23.0,1.95,0.0,0.81,1.52,1.16,2.62,0.09,0.33,457
1.0,2.0,30.55,39.44,3.78,0.0,2.43,5.06,3.65,6.66,0.23,0.43,474
0.1,3.1,19.13,27.13,4.94,0.0,2.08,4.02,4.04,7.11,0.3,0.5,46
3.0,6.0,15.47,21.95,3.23,0.0,5.13,8.19,7.41,11.7,0.27,0.32,581
8.0,16.0,25.32,34.28,10.19,0.58,1.79,4.27,2.54,5.76,0.31,0.34,183
0.1,0.2,1.12,6.89,3.11,9.91,4.58,7.43,6.45,10.05,0.2,0.36,484
0.1,0.2,21.58,30.49,3.54,0.0,0.48,0.95,2.14,3.91,0.24,0.46,175
0.1,0.2,7.12,13.13,2.5,0.01,1.75,3.31,4.63,8.16,0.41,0.44,316
1.0,1.1,-2.52,4.06,1.53,0.0,2.84,5.61,4.38,7.59,0.18,0.34,489
0.1,0.2,25.0,34.67,8.18,0.0,1.38,2.62,2.52,3.95,0.57,0.62,491
30.0,60.0,33.55,43.3,3.78,0.0,2.55,5.0,3.63,6.43,0.13,0.38,556
3.0,59.0,2.1,11.44,1.89,0.0,2.19,3.88,3.77,5.32,0.33,0.47,472
0.1,0.2,20.32,29.47,2.56,0.0,1.09,2.23,1.55,3.18,0.11,0.33,489
0.1,1.1,23.33,31.23,6.29,0.11,2.15,5.23,3.12,7.14,0.3,0.35,557
0.1,0.2,27.23,36.01,10.68,0.93,1.17,2.49,2.27,4.91,0.38,0.48,460
1.0,1.1,17.8,22.59,10.38,1.53,0.67,1.34,1.41,2.65,0.34,0.34,156
0.1,0.2,23.27,30.4,9.4,3.56,1.48,3.11,2.57,5.09,0.41,0.45,141
0.1,0.2,27.44,37.92,1.71,0.0,2.73,4.68,4.16,7.02,0.13,0.42,474
0.1,0.2,30.15,40.84,7.14,0.0,1.0,1.95,1.85,3.19,0.13,0.45,162
0.1,0.2,22.7,31.61,5.8,0.01,0.8,1.41,2.02,3.35,0.11,0.34,457
0.1,0.2,24.17,32.3,3.54,0.0,1.73,3.77,2.52,4.97,0.13,0.46,444
0.1,0.2,21.22,32.02,7.57,2.9,0.26,0.64,1.37,2.3,0.28,0.47,175
1.4,3.4,26.27,36.01,2.75,0.0,2.67,4.74,3.81,6.82,0.3,0.44,461
1.0,1.25,25.73,35.22,9.28,0.43,0.37,0.81,1.72,2.95,0.41,0.48,158
0.3,0.6,6.18,13.36,4.03,0.0,2.05,3.75,3.52,5.61,0.33,0.41,148
0.1,0.2,7.55,20.31,1.16,0.0,1.81,2.77,3.23,3.92,0.26,0.47,460
0.1,0.2,20.35,27.03,6.84,0.02,3.66,5.89,5.48,8.07,0.43,0.52,47
0.1,2905.1,-2.07,2.27,2.14,0.0,2.04,4.19,3.02,5.32,0.38,0.39,187
0.1,1100.4299999999998,-3.04,0.18,2.69,0.12,1.79,3.29,2.7,4.57,0.34,0.36,158
0.1,0.2,22.77,30.96,6.23,0.05,0.95,1.3,2.71,3.24,0.21,0.34,557
0.1,0.2,20.4,28.73,4.27,0.0,2.59,5.37,3.8,7.3,0.38,0.49,460
0.1,0.2,20.08,30.33,3.48,0.0,3.75,6.84,5.46,9.27,0.27,0.35,186
1.0,2.2,37.12,44.5,5.55,0.0,2.11,3.56,2.99,5.34,0.05,0.34,477
0.3,0.55,22.07,31.93,4.46,0.04,3.61,6.83,5.27,9.38,0.16,0.39,187
0.1,0.35,22.9,32.62,3.91,0.0,4.12,6.87,6.17,9.3,0.34,0.39,183
0.1,0.2,25.55,33.74,4.7,0.0,2.69,5.56,4.1,8.05,0.19,0.43,186
1.0,1.1,29.92,38.73,4.52,0.04,1.88,3.42,2.8,5.23,0.11,0.41,457
50.0,949.0,23.76,33.42,5.13,0.0,0.75,1.14,2.95,4.66,0.39,0.52,158
0.1,0.2,23.72,31.92,8.06,0.02,1.2,2.48,2.13,4.45,0.28,0.34,187
2.0,2.6,10.61,18.68,1.95,0.0,1.91,3.4,3.04,4.19,0.13,0.38,470
0.1,0.2,28.62,35.96,6.35,0.22,4.46,7.71,6.86,11.13,0.2,0.35,484
0.1,0.2,16.62,27.53,4.46,0.39,0.24,0.75,1.48,2.2,0.33,0.35,491
0.1,0.3,25.65,34.17,5.07,0.0,0.3,0.92,1.69,2.51,0.23,0.45,579
0.1,0.2,25.84,33.56,7.63,0.0,1.79,3.86,2.37,5.02,0.15,0.34,303
1.0,18.0,3.15,10.53,2.01,0.0,1.84,4.04,2.91,5.07,0.14,0.38,581
0.1,2.2,17.4,26.51,4.27,0.0,2.4,3.63,3.77,5.17,0.27,0.34,49
0.1,0.2,10.87,16.33,5.25,0.25,1.96,3.84,3.03,4.93,0.56,0.55,474
8.0,17.5,25.95,34.82,3.36,0.0,1.58,2.97,2.52,4.1,0.09,0.38,472
1.0,2.0,23.2,31.58,6.29,0.0,0.61,0.94,2.84,4.38,0.39,0.48,158
0.1,0.2,20.48,29.04,7.14,0.2,0.58,0.94,2.45,4.46,0.23,0.44,163
0.1,0.6,24.61,33.26,5.07,0.64,1.37,2.34,2.48,4.2,0.18,0.38,489
0.1,2.9,32.47,41.03,9.16,0.87,2.62,5.57,3.71,7.56,0.15,0.46,460
0.1,8930.1,24.36,34.93,6.35,0.9,0.39,0.66,1.69,3.98,0.28,0.45,159
0.1,0.2,27.17,36.33,7.2,0.12,0.2,0.72,1.32,2.45,0.22,0.46,301
0.1,0.2,21.19,29.62,5.86,0.04,1.66,3.01,3.05,4.95,0.26,0.43,556
0.1,0.2,18.55,21.42,13.37,4.31,1.12,2.19,2.12,3.98,0.46,0.49,48
1.0,1.1,26.61,33.29,7.57,0.04,1.01,1.8,1.73,2.84,0.17,0.37,489
0.1,0.2,23.3,34.25,9.89,0.8,1.19,2.11,1.87,3.3,0.32,0.48,158
0.1,0.2,12.31,17.44,7.02,2.34,1.91,4.06,3.05,6.38,0.35,0.36,158
0.1,0.4,22.62,31.08,3.3,0.0,1.39,2.74,2.98,6.23,0.15,0.45,151
0.5,1.0,16.16,25.18,8.3,2.96,1.48,2.73,2.45,4.23,0.48,0.54,155
0.1,4452.1,33.18,41.68,6.47,0.8,2.18,4.01,3.06,5.48,0.12,0.38,472
1.0,1.1,16.26,25.38,5.43,0.01,1.29,2.38,2.66,4.52,0.38,0.42,493
5.0,93.0,2.68,11.45,2.93,0.03,0.91,1.28,2.51,2.82,0.49,0.5,484
0.1,21.9,12.6,23.96,2.87,0.0,2.09,3.59,3.32,4.59,0.23,0.34,462
1.0,1.1,6.16,13.8,2.87,0.0,1.69,3.64,2.92,5.76,0.3,0.35,316
1.0,1.1,22.2,30.33,7.87,0.32,0.88,1.52,1.38,1.91,0.33,0.38,151
0.1,0.2,16.71,26.73,3.42,0.0,1.3,1.95,2.54,3.03,0.22,0.4,158
0.1,0.2,25.87,34.97,3.6,0.0,2.62,5.01,3.87,6.72,0.15,0.38,472
2.0,8.07,17.25,26.41,2.14,0.0,2.21,3.8,3.36,5.09,0.26,0.34,545
1.0,2.8,22.32,30.99,6.47,0.6,2.43,4.11,3.46,6.04,0.28,0.37,47
1.0,1.1,30.11,39.46,7.02,0.03,2.39,5.53,3.31,7.88,0.2,0.46,460
3.0,13.0,14.87,23.33,3.78,0.0,5.93,7.3,8.1,9.76,0.34,0.4,162
12.0,24.0,18.42,27.58,2.26,0.0,1.37,2.91,2.38,4.33,0.2,0.3,316
0.1,0.2,23.47,31.7,9.09,1.42,1.59,3.77,2.45,5.5,0.41,0.45,158
0.1,0.2,17.05,25.8,5.0,0.0,3.03,5.06,5.37,8.24,0.41,0.48,158
0.1,0.2,12.25,19.66,4.7,0.32,3.29,5.8,6.11,10.0,0.39,0.41,148
5.3,10.6,10.3,19.26,3.48,0.0,1.91,2.85,4.12,5.6,0.44,0.47,579
1.0,1.1,15.84,24.65,3.78,0.0,1.03,1.62,2.15,3.52,0.27,0.41,489
0.1,0.2,27.52,36.67,7.57,0.8,1.84,3.14,2.93,4.84,0.28,0.41,158
1.0,1.1,20.92,29.83,3.85,0.0,1.51,2.23,2.58,3.5,0.17,0.37,187
0.1,0.38,26.4,33.98,10.44,0.65,1.37,2.3,2.1,3.73,0.22,0.32,48
125.0,345.0,25.19,34.58,4.46,0.0,2.08,3.02,3.14,4.52,0.14,0.4,557
0.1,0.2,33.34,41.51,5.92,0.04,2.77,5.74,3.98,7.38,0.18,0.43,472
0.1,0.2,6.6,14.01,4.09,11.78,2.76,6.41,5.29,10.67,0.41,0.38,489
0.1,0.2,23.03,31.63,8.18,0.43,2.66,5.44,4.31,8.42,0.27,0.3,49
