ContainmentDateTime,ControlDateTime,DailyAcres,DiscoveryAcres,FireCause,FireDiscoveryDateTime,FireOutDateTime,IncidentTypeKind,InitialLatitude,InitialLongitude,POOState,id
2021/07/15 02:29:59+00,2021/07/15 02:55:00+00,0.1,0.1,Natural,2021-07-15 01:59:00+00:00,2021/07/15 03:14:59+00,FI,39.50187,-107.7464,US-CO,11704
2021/07/17 03:13:00+00,2021/07/17 03:13:00+00,0.1,1.0,Human,2021-07-17 02:42:59+00:00,2021/07/17 03:13:00+00,FI,37.382867,-106.856467,US-CO,11705
2021/07/27 16:55:00+00,2021/07/27 16:55:00+00,0.1,0.1,Natural,2021-07-17 21:38:00+00:00,2021/07/27 16:55:00+00,FI,37.2611,-108.5674,US-CO,11706
2021/07/19 18:36:59+00,2021/07/19 18:36:59+00,0.1,1.0,Natural,2021-07-19 11:51:00+00:00,2021/07/20 16:37:00+00,FI,35.57479,-118.5025,US-CA,11707
2021/07/19 01:07:00+00,2021/07/19 01:07:00+00,0.1,1.0,Human,2021-07-19 00:43:59+00:00,2021/07/19 01:07:00+00,FI,39.0757,-112.2799,US-UT,11708
2021/07/19 18:00:00+00,2021/07/21 22:30:00+00,0.1,0.1,Natural,2021-07-18 21:57:31+00:00,2021/08/05 23:29:59+00,FI,35.30679,-111.5921,US-AZ,11709
2021/07/23 18:59:59+00,2021/07/23 19:15:00+00,0.1,1.0,Natural,2021-07-18 22:10:47+00:00,2021/07/27 21:59:59+00,FI,34.13538,-107.9513,US-NM,11710
2021/07/20 23:38:00+00,2021/07/21 20:38:00+00,0.1,0.1,Natural,2021-07-18 12:55:26+00:00,2021/07/21 20:39:00+00,FI,34.34013,-110.0784,US-AZ,11711
2021/07/18 19:04:00+00,2021/07/18 20:29:59+00,0.1,1.0,Natural,2021-07-18 18:23:18+00:00,2021/07/19 20:29:59+00,FI,33.69655,-116.7575,US-CA,11712
2021/08/12 21:59:59+00,2021/08/12 21:59:59+00,0.1,0.1,Natural,2021-07-18 23:20:21+00:00,2021/08/12 21:59:59+00,FI,35.15938,-111.9902,US-AZ,11713
2021/07/18 18:59:59+00,2021/07/18 20:00:00+00,0.1,0.1,Human,2021-07-18 18:36:00+00:00,2021/07/19 00:59:59+00,FI,40.72356,-116.1105,US-NV,11714
2021/07/19 00:11:00+00,2021/07/27 16:46:00+00,0.1,1.0,Natural,2021-07-18 23:12:00+00:00,2021/07/27 16:46:04+00,FI,37.21982,-108.735,US-CO,11715
2021/07/19 02:00:00+00,2021/07/19 02:00:00+00,0.1,0.1,Natural,2021-07-19 00:20:00+00:00,2021/07/19 02:10:00+00,FI,37.71075,-109.4207,US-UT,11716
2021/07/18 22:44:59+00,2021/07/18 22:50:00+00,0.1,1.0,Human,2021-07-18 21:08:00+00:00,2021/07/18 23:00:00+00,FI,38.40966,-108.9446,US-CO,11717
2021/07/19 02:21:00+00,2021/07/20 20:13:00+00,0.1,0.1,Natural,2021-07-18 23:50:26+00:00,2021/07/21 21:59:59+00,FI,41.97794,-122.9297,US-CA,11718
2021/07/18 21:59:59+00,2021/07/21 19:30:00+00,0.1,1.0,Natural,2021-07-18 19:15:59+00:00,2021/07/29 22:30:00+00,FI,38.72433,-105.5521,US-CO,11719
2021/07/19 01:15:00+00,2021/07/19 18:19:00+00,0.5,1.0,Human,2021-07-18 19:05:59+00:00,2021/07/28 15:30:00+00,FI,37.77389,-113.8583,US-UT,11720
2021/07/18 23:45:00+00,2021/07/23 18:35:00+00,0.1,0.1,Natural,2021-07-18 22:20:51+00:00,2021/08/05 23:29:59+00,FI,35.32198,-111.5907,US-AZ,11721
2021/07/21 00:59:59+00,2021/07/22 00:59:59+00,861.0,250.0,Natural,2021-07-19 02:41:00+00:00,2021/07/23 00:59:59+00,FI,36.93333,-116.4164,US-NV,11722
2021/07/18 20:10:00+00,2021/07/18 20:19:59+00,0.5,1.0,Human,2021-07-18 19:53:00+00:00,2021/08/06 20:00:00+00,FI,41.81614,-112.3859,US-UT,11723
2021/07/21 19:20:00+00,2021/08/08 17:00:00+00,2.5,1.0,Natural,2021-07-18 20:53:00+00:00,2021/08/08 17:15:00+00,FI,40.15925,-108.1804,US-CO,11724
2021/07/13 23:29:59+00,2021/07/17 17:35:00+00,0.25,1.0,Natural,2021-07-13 21:33:32+00:00,2021/07/19 00:00:00+00,FI,36.6827,-107.2119,US-NM,11725
2021/07/17 23:29:59+00,2021/07/18 19:50:00+00,0.3,0.3,Natural,2021-07-17 22:45:53+00:00,2021/07/24 21:59:59+00,FI,,,US-AZ,11726
2021/07/19 15:30:00+00,2021/07/19 15:30:00+00,0.5,1.0,Natural,2021-07-17 20:40:00+00:00,2021/07/27 17:01:21+00,FI,37.27578,-108.5225,US-CO,11727
2021/07/19 19:44:59+00,2021/07/27 17:19:59+00,3.0,0.1,Natural,2021-07-18 22:50:59+00:00,2021/07/27 17:20:35+00,FI,37.17865,-108.8895,US-CO,11728
2021/07/27 16:50:00+00,2021/07/27 16:50:00+00,0.1,1.0,Natural,2021-07-17 23:06:59+00:00,2021/07/27 16:50:39+00,FI,37.1818,-108.576,US-CO,11729
2021/07/18 17:00:00+00,2021/07/18 17:29:59+00,0.1,1.0,Human,2021-07-18 16:50:00+00:00,2021/07/18 17:29:59+00,FI,33.83551,-116.7448,US-CA,11730
2021/07/19 01:30:00+00,2021/07/21 23:22:00+00,0.1,0.1,Natural,2021-07-18 23:53:00+00:00,2021/07/23 15:45:00+00,FI,36.7843,-107.8951,US-NM,11731
2021/07/18 16:50:00+00,2021/07/18 16:56:00+00,0.1,1.0,Natural,2021-07-18 14:51:59+00:00,2021/07/18 16:56:00+00,FI,36.71901,-107.5439,US-NM,11732
2021/07/20 01:50:00+00,2021/07/20 03:36:00+00,1.28,1.0,Natural,2021-07-18 23:28:00+00:00,2021/07/23 16:36:00+00,FI,39.87911,-120.849,US-CA,11733
2021/07/18 15:30:00+00,2021/07/18 17:29:59+00,0.3,0.3,Natural,2021-07-17 20:05:07+00:00,2021/07/24 17:57:00+00,FI,,,US-AZ,11734
2021/07/18 15:36:59+00,2021/07/18 15:36:59+00,0.1,1.0,Human,2021-07-18 07:34:00+00:00,2021/07/20 15:55:00+00,FI,40.1519,-120.8846,US-CA,11735
2021/07/17 03:09:00+00,2021/07/17 03:09:00+00,0.1,0.1,Human,2021-07-17 02:51:59+00:00,2021/07/17 03:09:00+00,FI,37.389333,-106.846112,US-CO,11736
2021/07/27 16:38:00+00,2021/07/27 16:39:00+00,0.1,1.0,Natural,2021-07-19 00:30:00+00:00,2021/07/27 16:40:33+00,FI,37.30927,-108.8378,US-CO,11737
2021/07/20 01:05:59+00,2021/07/24 23:21:00+00,118.0,0.1,Human,2021-07-18 20:34:58+00:00,2021/07/29 20:00:00+00,FI,40.886867,-120.336633,US-CA,11738
2021/07/18 16:17:00+00,2021/07/18 16:17:00+00,0.1,0.1,Human,2021-07-18 14:13:59+00:00,2021/07/18 16:17:00+00,FI,37.48897,-108.2165,US-CO,11739
2021/07/19 05:22:00+00,2021/07/19 06:01:59+00,0.58,0.1,Human,2021-07-18 23:39:00+00:00,2021/07/22 23:00:00+00,FI,36.76094,-114.3613,US-NV,11740
2021/07/18 22:04:00+00,2021/07/18 22:15:59+00,0.1,1.0,Human,2021-07-18 20:32:00+00:00,2021/07/21 00:59:59+00,FI,40.16905,-120.9691,US-CA,11741
2021/07/05 22:30:00+00,2021/07/05 23:00:00+00,0.1,1.0,Natural,2021-07-05 22:27:00+00:00,2021/07/05 23:00:00+00,FI,37.2758,-107.0092,US-CO,11742
2021/07/18 22:15:00+00,2021/07/23 19:11:00+00,0.1,0.1,Undetermined,2021-07-18 16:55:00+00:00,2021/07/23 19:11:00+00,FI,38.41512,-120.0348,US-CA,11743
2021/07/18 21:20:00+00,2021/07/18 21:20:00+00,0.1,1.0,Undetermined,2021-07-18 19:59:00+00:00,2021/07/22 00:06:00+00,FI,41.8951,-123.7878,US-CA,11744
2021/07/17 03:42:00+00,2021/07/17 03:42:00+00,0.1,0.1,Human,2021-07-17 03:39:00+00:00,2021/07/17 03:42:00+00,FI,37.38915,-106.845,US-CO,11745
2021/07/18 22:49:00+00,2021/07/19 01:33:00+00,0.1,0.1,Natural,2021-07-18 16:03:03+00:00,2021/07/19 20:19:59+00,FI,37.64841,-109.8747,US-UT,11746
2021/07/19 00:19:00+00,2021/07/24 17:29:59+00,0.1,0.1,Natural,2021-07-18 20:10:05+00:00,2021/07/24 17:31:00+00,FI,34.39411,-110.4884,US-AZ,11747
2021/07/19 14:12:00+00,2021/07/19 14:12:00+00,0.1,1.0,Natural,2021-07-19 11:09:33+00:00,2021/07/20 17:48:00+00,FI,35.5712,-118.5077,US-CA,11748
2021/07/21 21:14:59+00,2021/07/21 21:14:59+00,0.1,0.1,Natural,2021-07-18 21:22:55+00:00,2021/07/21 21:14:59+00,FI,35.71956,-106.5786,US-NM,11749
2021/07/19 01:24:00+00,2021/07/19 19:15:59+00,0.1,1.0,Natural,2021-07-18 21:53:00+00:00,2021/07/20 18:59:59+00,FI,36.0597,-115.5617,US-NV,11750
2021/07/19 01:44:59+00,2021/07/19 18:30:00+00,0.3,1.0,Natural,2021-07-18 23:24:00+00:00,2021/07/19 18:30:00+00,FI,38.2142,-112.9228,US-UT,11751
2021/07/18 16:44:59+00,2021/07/18 17:15:00+00,0.1,0.1,Natural,2021-07-18 16:44:59+00:00,2021/07/18 17:45:00+00,FI,33.27102,-111.352,US-AZ,11752
2021/07/18 18:59:59+00,2021/07/18 18:59:59+00,0.1,0.1,Natural,2021-07-18 02:28:00+00:00,2021/07/20 00:59:59+00,FI,37.524167,-114.264167,US-NV,11753
2021/07/18 21:39:00+00,2021/07/19 02:47:00+00,41.11,5.0,Human,2021-07-18 18:30:00+00:00,2021/08/02 00:59:59+00,FI,40.809,-116.391333,US-NV,11754
2021/07/18 23:19:59+00,2021/07/19 19:05:59+00,0.1,0.1,Natural,2021-07-18 22:16:03+00:00,2021/07/19 19:05:59+00,FI,34.36742,-110.34,US-AZ,11755
2021/07/18 01:30:00+00,2021/07/18 01:30:00+00,0.15,1.0,Human,2021-07-18 00:33:00+00:00,2021/07/29 18:00:00+00,FI,40.31134,-111.9228,US-UT,11756
2021/07/19 16:30:00+00,2021/07/19 16:30:00+00,0.1,0.1,Human,2021-07-19 16:20:00+00:00,2021/07/19 16:55:00+00,FI,35.921,-114.6564,US-AZ,11757
2021/07/19 00:38:00+00,2021/07/19 01:02:00+00,0.1,0.1,Natural,2021-07-18 22:04:19+00:00,2021/07/19 19:02:59+00,FI,36.41411,-112.0974,US-AZ,11758
,2021/08/15 20:50:00+00,0.1,0.1,Natural,2021-07-17 23:19:51+00:00,2021/08/15 20:51:59+00,FI,35.88183,-111.977,US-AZ,11759
2021/07/19 17:45:00+00,2021/07/23 20:29:59+00,0.1,0.1,Natural,2021-07-19 02:50:00+00:00,2021/07/27 20:00:00+00,FI,36.85252,-107.7306,US-NM,11760
2021/07/19 20:29:00+00,2021/07/19 20:29:00+00,0.1,1.0,Natural,2021-07-19 17:15:00+00:00,2021/07/28 19:02:00+00,FI,37.0179,-107.7936,US-CO,11761
2021/07/19 22:30:00+00,2021/07/28 18:59:59+00,0.1,1.0,Natural,2021-07-19 17:06:00+00:00,2021/07/28 18:59:59+00,FI,37.08104,-107.7677,US-CO,11762
2021/07/19 18:00:00+00,2021/07/19 18:30:00+00,0.1,0.1,Human,2021-07-19 17:45:00+00:00,2021/07/19 18:49:59+00,FI,40.05304,-106.1479,US-CO,11763
2021/07/19 19:20:00+00,2021/07/21 23:29:59+00,0.1,1.0,Natural,2021-07-19 13:41:00+00:00,2021/07/23 15:45:00+00,FI,36.785,-107.5313,US-NM,11764
2021/07/03 23:35:00+00,2021/07/04 03:00:00+00,2.5,1.0,Human,2021-07-03 22:26:00+00:00,2021/07/04 03:00:00+00,FI,33.55852,-116.7137,US-CA,11765
2021/08/22 21:59:59+00,2021/09/05 15:59:59+00,0.1,,Natural,2021-07-19 16:28:59+00:00,2021/09/05 15:59:59+00,FI,,,US-CA,11766
2021/07/19 20:00:00+00,2021/07/19 20:29:59+00,0.1,0.1,Human,2021-07-19 19:20:00+00:00,2021/07/20 21:00:00+00,FI,40.80333,-111.4398,US-UT,11767
2021/07/21 00:59:59+00,2021/07/22 00:59:59+00,5.0,1.0,Natural,2021-07-19 20:48:59+00:00,2021/07/23 00:59:59+00,FI,36.00145,-116.3687,US-NV,11768
2021/07/19 22:30:00+00,2021/07/20 01:44:00+00,0.1,1.0,Natural,2021-07-19 17:37:00+00:00,2021/07/20 01:44:00+00,FI,37.13867,-108.581,US-CO,11769
2021/07/19 20:29:59+00,2021/07/20 23:29:59+00,0.1,0.1,Natural,2021-07-19 19:27:00+00:00,2021/07/20 23:29:59+00,FI,37.9011,-112.9584,US-UT,11770
2021/07/19 21:59:59+00,2021/07/19 21:59:59+00,0.1,0.1,Natural,2021-07-19 20:37:00+00:00,2021/08/19 16:20:00+00,FI,38.67659,-109.2885,US-UT,11771
2021/07/20 19:12:00+00,2021/07/23 21:49:00+00,0.2,0.1,Natural,2021-07-19 21:13:24+00:00,2021/07/29 18:30:00+00,FI,38.601667,-120.324667,US-CA,11772
2021/07/20 00:30:00+00,2021/07/20 00:30:00+00,0.3,0.1,Natural,2021-07-19 20:39:00+00:00,2021/07/25 17:00:00+00,FI,38.320817,-114.493767,US-NV,11773
2021/07/20 01:30:00+00,2021/07/20 01:30:00+00,0.1,0.1,Natural,2021-07-19 20:41:00+00:00,2021/07/25 17:00:00+00,FI,38.251667,-114.452333,US-NV,11774
2021/07/20 00:10:00+00,2021/07/20 00:10:00+00,0.2,0.1,Natural,2021-07-19 21:25:41+00:00,2021/07/25 00:14:00+00,FI,38.562167,-120.346283,US-CA,11775
2021/07/19 21:33:59+00,2021/07/21 18:55:00+00,0.1,0.1,Natural,2021-07-19 15:27:59+00:00,2021/07/21 18:59:59+00,FI,33.60365,-109.8305,US-AZ,11776
2021/07/21 15:00:00+00,2021/07/22 01:57:59+00,11.62,0.1,Natural,2021-07-19 20:13:00+00:00,2021/08/12 21:00:00+00,FI,38.97959,-109.1377,US-UT,11777
2021/07/19 23:40:00+00,2021/07/19 23:40:00+00,0.1,0.1,Natural,2021-07-19 21:33:00+00:00,2021/07/25 17:00:00+00,FI,38.235833,-114.4525,US-NV,11778
2021/07/19 22:44:59+00,2021/07/19 22:44:59+00,0.1,0.1,Natural,2021-07-19 20:11:00+00:00,2021/07/25 17:00:00+00,FI,37.7899,-114.306,US-NV,11779
2021/07/19 22:50:00+00,2021/07/19 22:50:00+00,0.1,0.1,Natural,2021-07-19 21:45:00+00:00,2021/07/20 20:25:00+00,FI,37.78941,-113.2071,US-UT,11780
2021/07/22 20:19:59+00,2021/07/22 20:25:00+00,0.1,1.0,Natural,2021-07-19 22:08:00+00:00,2021/07/22 20:31:00+00,FI,36.78192,-107.537,US-NM,11781
2021/07/20 00:20:00+00,2021/07/20 00:20:00+00,0.1,0.1,Natural,2021-07-19 22:18:00+00:00,2021/07/25 17:00:00+00,FI,37.7405,-114.251667,US-NV,11782
2021/07/19 23:35:00+00,2021/07/19 23:35:00+00,0.25,0.3,Natural,2021-07-19 21:26:08+00:00,2021/07/28 19:30:00+00,FI,37.54471,-113.497,US-UT,11783
2021/07/19 21:30:43+00,2021/07/19 22:00:42+00,1.1,0.5,Human,2021-07-19 19:45:50+00:00,2021/07/28 21:57:00+00,FI,,,US-NM,11784
2021/07/18 00:59:59+00,2021/07/18 00:59:59+00,0.2,0.2,Natural,2021-07-18 00:04:06+00:00,2021/07/24 21:30:00+00,FI,,,US-AZ,11785
2021/07/20 00:45:00+00,2021/07/20 00:45:00+00,0.1,0.1,Natural,2021-07-19 23:58:59+00:00,2021/07/25 17:00:00+00,FI,38.250667,-114.505,US-NV,11786
2021/07/20 00:30:00+00,2021/07/20 17:57:00+00,0.1,0.1,Natural,2021-07-19 22:17:00+00:00,2021/07/20 17:57:00+00,FI,37.31921,-108.6152,US-CO,11787
2021/07/19 23:32:00+00,2021/07/19 23:32:00+00,0.1,0.1,Natural,2021-07-19 22:01:00+00:00,2021/07/19 23:32:00+00,FI,37.65846,-113.4582,US-UT,11788
2021/07/20 17:38:00+00,2021/07/20 17:38:00+00,0.1,1.0,Undetermined,2021-07-19 22:21:03+00:00,2021/07/24 19:07:00+00,FI,37.87027,-120.5449,US-CA,11789
2021/07/20 00:59:59+00,2021/07/28 14:00:00+00,0.1,1.0,Natural,2021-07-19 18:34:58+00:00,2021/07/28 14:00:59+00,FI,37.39234,-106.9339,US-CO,11790
2021/07/20 00:59:59+00,2021/07/20 00:59:59+00,0.1,0.1,Natural,2021-07-19 23:45:00+00:00,2021/07/25 17:00:00+00,FI,37.7796,-114.5196,US-NV,11791
2021/07/20 03:17:59+00,2021/07/22 21:45:00+00,0.5,0.5,Natural,2021-07-19 22:50:59+00:00,2021/07/22 21:45:00+00,FI,37.55217,-108.7903,US-CO,11792
2021/07/20 02:29:59+00,2021/07/20 18:54:00+00,0.1,0.1,Natural,2021-07-19 21:54:00+00:00,2021/07/26 15:59:59+00,FI,37.70078,-108.7275,US-CO,11793
2021/07/20 00:59:59+00,2021/07/20 00:59:59+00,0.1,1.0,Natural,2021-07-20 00:01:00+00:00,2021/07/23 18:00:00+00,FI,38.77955,-112.4456,US-UT,11794
2021/07/20 19:38:00+00,2021/07/21 22:21:59+00,19.1,0.1,Natural,2021-07-20 00:38:38+00:00,2021/07/28 22:31:59+00,FI,41.108517,-119.46385,US-NV,11795
2021/07/20 04:34:59+00,2021/07/20 04:36:00+00,0.1,0.1,Natural,2021-07-20 00:14:08+00:00,2021/07/22 19:34:00+00,FI,38.745667,-120.191667,US-CA,11796
2021/07/20 00:59:59+00,2021/07/20 01:30:00+00,0.1,0.1,Natural,2021-07-19 23:19:00+00:00,2021/07/27 15:00:00+00,FI,37.33439,-108.7931,US-CO,11797
2021/07/20 02:19:59+00,2021/07/20 17:50:00+00,0.1,1.0,Natural,2021-07-19 22:36:00+00:00,2021/07/20 18:16:00+00,FI,37.74738,-108.732,US-CO,11798
2021/07/20 01:55:00+00,2021/07/24 00:00:00+00,0.1,0.1,Natural,2021-07-20 00:23:00+00:00,2021/07/24 00:00:00+00,FI,35.11773,-111.7944,US-AZ,11799
2021/07/20 01:53:00+00,2021/07/20 02:35:59+00,0.1,0.1,Natural,2021-07-20 00:55:24+00:00,2021/07/20 21:58:00+00,FI,36.57598,-112.1712,US-AZ,11800
2021/07/20 02:29:59+00,2021/07/20 02:29:59+00,0.1,0.1,Natural,2021-07-20 00:08:26+00:00,2021/07/20 21:01:59+00,FI,36.57224,-112.176,US-AZ,11801
2021/07/20 03:16:00+00,2021/07/20 04:34:00+00,0.12,0.1,Human,2021-07-20 02:21:00+00:00,2021/07/24 18:14:00+00,FI,40.15954,-120.7896,US-CA,11802
2021/07/19 23:00:00+00,2021/07/19 23:00:00+00,0.1,0.1,Undetermined,2021-07-19 22:11:18+00:00,,FI,39.23302,-119.5968,US-NV,11803
2021/07/20 05:29:59+00,2021/07/20 15:00:00+00,0.1,0.1,Natural,2021-07-20 01:59:00+00:00,2021/07/20 15:59:59+00,FI,38.7341,-109.2115,US-UT,11804
2021/07/20 17:05:00+00,2021/07/20 17:05:00+00,0.5,0.1,Undetermined,2021-07-20 07:33:19+00:00,2021/07/20 17:05:00+00,FI,41.830133,-123.1705,US-CA,11805
2021/07/20 05:58:00+00,2021/07/20 05:58:00+00,0.1,0.1,Natural,2021-07-20 03:28:58+00:00,2021/07/21 17:00:00+00,FI,37.64253,-118.895,US-CA,11806
2021/07/20 15:40:00+00,2021/07/20 15:40:00+00,0.1,0.1,Natural,2021-07-20 13:38:00+00:00,2021/07/25 17:00:00+00,FI,38.241333,-114.502333,US-NV,11807
2021/07/20 04:30:00+00,2021/07/20 13:15:00+00,0.1,1.0,Natural,2021-07-20 02:18:00+00:00,2021/07/20 16:47:59+00,FI,37.19284,-108.6171,US-CO,11808
2021/07/20 17:06:59+00,2021/07/23 23:03:59+00,0.1,0.1,Natural,2021-07-20 02:57:41+00:00,2021/07/23 23:05:00+00,FI,34.36512,-110.9467,US-AZ,11809
2021/07/20 19:39:00+00,2021/09/04 19:21:59+00,0.1,0.1,Natural,2021-07-20 02:24:45+00:00,2021/09/04 19:23:00+00,FI,34.28407,-110.8589,US-AZ,11810
2021/07/20 17:10:00+00,2021/07/20 17:10:00+00,0.1,0.1,Natural,2021-07-20 02:08:00+00:00,2021/07/25 17:00:00+00,FI,38.468167,-114.286,US-NV,11811
2021/07/21 19:44:59+00,2021/07/21 19:44:59+00,0.1,0.1,Natural,2021-07-20 03:30:00+00:00,2021/07/21 19:44:59+00,FI,37.88518,-110.9602,US-UT,11812
2021/07/20 17:00:00+00,2021/07/20 17:00:00+00,0.1,1.0,Human,2021-07-20 16:27:00+00:00,2021/07/20 17:00:00+00,FI,37.4842,-106.8338,US-CO,11813
2021/07/26 15:08:00+00,2021/10/26 17:35:00+00,22.0,0.1,Undetermined,2021-07-20 16:39:23+00:00,2021/10/26 17:40:00+00,FI,38.624,-120.037167,US-CA,11814
2021/07/20 19:15:59+00,2021/07/23 21:58:00+00,0.1,0.1,Human,2021-07-20 16:49:00+00:00,2021/07/23 21:58:00+00,FI,41.35654,-122.2369,US-CA,11815
2021/07/20 18:00:00+00,2021/07/20 19:37:00+00,0.1,0.1,Natural,2021-07-20 16:10:00+00:00,2021/07/28 19:02:59+00,FI,37.01061,-107.6041,US-CO,11816
2021/07/27 17:06:00+00,2021/07/27 17:06:00+00,0.1,0.1,Natural,2021-07-19 21:51:00+00:00,2021/07/27 17:06:00+00,FI,37.12981,-108.4496,US-CO,11817
2021/07/05 21:00:00+00,2021/07/05 21:00:00+00,0.1,0.1,Human,2021-07-05 21:00:00+00:00,2021/07/05 21:00:00+00,FI,38.99158,-110.1833,US-UT,11818
2021/07/20 03:48:00+00,2021/07/20 03:48:00+00,0.1,0.1,Human,2021-07-20 03:30:00+00:00,2021/07/20 03:48:00+00,FI,37.74093,-119.5768,US-CA,11819
2021/07/20 21:59:59+00,2021/08/29 21:40:00+00,0.3,0.1,Natural,2021-07-19 22:44:51+00:00,2021/08/29 21:40:00+00,FI,34.39789,-110.4854,US-AZ,11820
2021/07/20 16:57:00+00,2021/07/20 17:00:00+00,0.1,0.1,Natural,2021-07-20 13:26:00+00:00,2021/07/20 17:00:00+00,FI,37.35506,-108.6955,US-CO,11821
2021/07/19 20:00:00+00,2021/07/19 20:00:59+00,0.1,0.1,Natural,2021-07-18 20:40:51+00:00,2021/07/19 20:00:59+00,FI,34.38928,-110.5185,US-AZ,11822
2021/07/20 17:10:00+00,2021/07/22 21:30:00+00,3.0,3.0,Natural,2021-07-19 20:37:11+00:00,2021/07/25 18:59:59+00,FI,,,US-AZ,11823
2021/07/20 23:09:00+00,2021/09/04 17:51:59+00,0.25,0.1,Natural,2021-07-19 20:27:34+00:00,2021/09/04 17:53:00+00,FI,34.3819,-110.3905,US-AZ,11824
2021/07/19 22:30:00+00,2021/07/19 22:30:00+00,0.1,0.1,Natural,2021-07-19 22:12:35+00:00,2021/07/19 22:30:00+00,FI,34.37552,-110.5124,US-AZ,11825
2021/07/20 18:39:00+00,2021/07/22 18:30:00+00,0.1,0.1,Natural,2021-07-20 01:05:45+00:00,2021/07/25 20:18:00+00,FI,38.769833,-120.181833,US-CA,11826
2021/07/19 17:00:00+00,2021/07/19 17:05:00+00,0.1,0.1,Natural,2021-07-10 21:22:50+00:00,2021/07/19 17:10:00+00,FI,33.04319,-108.3289,US-NM,11827
2021/07/19 16:30:00+00,2021/07/19 16:34:59+00,0.1,0.1,Natural,2021-07-06 00:44:01+00:00,2021/07/19 16:40:00+00,FI,33.34067,-108.5587,US-NM,11828
2021/07/20 20:57:00+00,2021/07/20 22:39:00+00,0.1,1.0,Natural,2021-07-20 15:39:30+00:00,2021/07/20 23:12:00+00,FI,39.80774,-111.6427,US-UT,11829
2021/07/20 18:51:00+00,2021/07/20 18:51:00+00,0.1,1.0,Natural,2021-07-20 01:01:41+00:00,2021/07/20 18:51:00+00,FI,35.24651,-111.9233,US-AZ,11830
2021/07/19 15:30:00+00,2021/07/19 15:35:00+00,0.1,0.1,Natural,2021-07-05 14:47:57+00:00,2021/07/19 15:40:00+00,FI,33.21746,-107.9793,US-NM,11831
2021/07/20 20:41:00+00,2021/07/20 20:41:00+00,0.1,0.1,Natural,2021-07-20 17:52:55+00:00,2021/07/22 18:01:59+00,FI,36.58239,-112.2064,US-AZ,11832
2021/07/19 15:00:00+00,2021/07/19 15:14:59+00,0.1,0.1,Natural,2021-07-04 13:54:12+00:00,2021/07/19 15:20:00+00,FI,33.2756,-107.9011,US-NM,11833
2021/07/18 00:45:00+00,2021/07/18 00:59:59+00,0.2,0.2,Natural,2021-07-18 00:04:59+00:00,2021/07/24 22:01:00+00,FI,,,US-AZ,11834
2021/07/15 18:59:59+00,2021/07/15 19:30:00+00,0.1,0.1,Natural,2021-07-15 17:18:57+00:00,2021/07/15 20:25:00+00,FI,36.55278,-112.3201,US-AZ,11835
2021/08/10 16:39:00+00,2021/08/10 16:40:00+00,0.1,1.0,Natural,2021-07-18 23:41:57+00:00,2021/08/10 16:41:00+00,FI,33.74723,-108.9531,US-NM,11836
2021/07/30 20:00:00+00,2021/07/30 20:00:00+00,0.1,0.1,Human,2021-07-17 20:40:00+00:00,,FI,33.1139,-111.8417,US-AZ,11837
2021/07/20 21:01:00+00,2021/07/20 21:38:00+00,0.1,0.1,Natural,2021-07-20 20:12:38+00:00,2021/07/21 22:57:59+00,FI,36.5753,-112.1773,US-AZ,11838
2021/07/21 02:06:00+00,2021/07/21 21:00:00+00,2.5,1.0,Human,2021-07-20 20:18:00+00:00,2021/07/23 19:30:00+00,FI,40.209167,-109.8525,US-UT,11839
2021/07/27 20:26:00+00,2021/07/31 00:00:00+00,563.0,1.0,Human,2021-07-20 18:22:00+00:00,2021/09/10 16:30:00+00,FI,41.9689,-113.1067,US-UT,11840
2021/07/21 22:15:00+00,2021/07/22 21:10:00+00,5.25,1.0,Natural,2021-07-20 19:26:00+00:00,2021/07/28 15:30:00+00,FI,37.0705,-112.5373,US-UT,11841
2021/07/20 22:05:00+00,2021/07/20 23:10:00+00,1.68,3.0,Natural,2021-07-20 19:09:00+00:00,2021/07/30 23:10:00+00,FI,42.2628,-113.5619,US-ID,11842
2021/07/20 20:15:00+00,2021/07/20 20:15:00+00,0.1,0.1,Natural,2021-07-20 19:42:00+00:00,2021/07/20 20:35:59+00,FI,37.60297,-112.0832,US-UT,11843
2021/07/21 15:30:00+00,2021/07/21 15:30:00+00,0.1,1.0,Natural,2021-07-20 19:46:00+00:00,2021/07/25 17:00:00+00,FI,37.333333,-114.766667,US-NV,11844
2021/07/20 21:59:59+00,2021/07/22 21:20:59+00,0.1,1.0,Natural,2021-07-20 19:15:59+00:00,2021/07/27 20:00:00+00,FI,36.63206,-107.6523,US-NM,11845
2021/07/21 02:18:00+00,2021/07/22 23:31:00+00,0.51,0.5,Natural,2021-07-20 21:13:00+00:00,2021/07/27 19:47:00+00,FI,40.3261,-123.3502,US-CA,11846
2021/07/19 23:40:00+00,2021/07/22 00:14:59+00,0.1,1.0,Natural,2021-07-19 20:58:59+00:00,2021/07/23 15:45:00+00,FI,36.77678,-107.9195,US-NM,11847
2021/07/20 22:10:00+00,2021/07/20 22:34:59+00,0.1,1.0,Natural,2021-07-20 19:21:00+00:00,2021/08/17 17:39:00+00,FI,37.10167,-107.5915,US-CO,11848
2021/07/20 01:34:59+00,2021/07/20 02:10:00+00,0.1,0.1,Natural,2021-07-20 00:43:00+00:00,2021/07/20 02:10:00+00,FI,37.50074,-113.8707,US-UT,11849
