sum_rain,sum_snow,DiscoveryAcres,total_acres,temp_2m,temp_2m_max,humidity,rain,wind_speed_2m,wind_speed_2m_max,wind_speed_10m,wind_speed_10m_max,surface_soil_wetness_5cm_below,surface_soil_wetness_to_bedrock,landcover_class
15.82,0.0,0.1,1.49,13.97,19.48,4.94,0.8,3.58,6.58,5.01,8.84,0.09,0.37,556
110.74,0.66,5.0,44.2,20.57,29.73,3.23,0.0,1.63,2.38,2.59,3.55,0.16,0.38,582
116.01,3.3,0.1,9.0,24.98,34.07,5.68,0.0,1.58,3.72,2.54,5.02,0.32,0.48,489
116.01999999999998,2.64,0.1,6.1,6.18,12.71,4.46,0.46,4.02,6.45,6.84,10.48,0.35,0.38,489
121.29,3.3000000000000003,0.3,4469.3,20.26,28.46,6.59,0.42,0.39,0.97,1.54,2.37,0.19,0.43,151
110.74,0.66,0.1,3070.1,26.02,33.28,9.58,1.51,1.91,2.84,3.02,4.41,0.31,0.32,189
400.78,1.32,0.1,9.8,25.69,35.66,6.29,0.0,1.58,3.22,2.48,5.05,0.27,0.46,42
89.63,0.0,6.0,9.25,23.31,31.33,6.1,0.0,1.94,3.51,2.83,5.16,0.24,0.36,183
94.92,0.0,20.0,33.0,23.98,29.78,5.25,0.0,8.08,12.7,10.91,17.07,0.1,0.37,146
68.55,0.0,0.1,6.6,32.52,40.46,5.62,0.0,1.12,2.25,1.72,3.13,0.09,0.37,183
31.64,0.02,1.0,103.0,15.97,27.44,3.42,0.0,3.23,6.91,5.16,9.74,0.33,0.36,557
121.3,3.3000000000000003,5.0,36.0,25.11,32.94,5.37,0.21,2.44,3.91,3.55,5.95,0.3,0.35,489
31.63,0.0,2.0,4.0,18.5,25.62,5.92,0.0,1.16,2.3,1.91,3.05,0.29,0.47,444
36.91,0.66,1.0,2.53,20.4,28.75,5.68,0.07,2.99,5.34,4.43,6.92,0.09,0.33,484
147.65,0.66,0.1,9.1,23.25,31.57,10.56,2.3,1.35,2.63,2.62,4.52,0.41,0.48,158
126.56,3.3000000000000003,20.0,47049.0,23.33,30.94,7.39,0.87,0.97,3.23,1.66,5.45,0.17,0.38,489
158.19000000000003,0.0,0.1,16.1,35.02,43.37,8.0,0.19,2.32,4.04,3.43,5.39,0.2,0.42,474
205.67,1.32,1.0,671.0,28.31,37.24,8.18,0.0,1.97,3.35,3.05,4.82,0.32,0.42,558
131.83,2.64,10.0,115.0,7.33,14.92,4.15,0.0,0.8,1.15,1.82,2.92,0.4,0.41,148
195.11,1.32,20.0,132.1,23.26,31.48,6.35,0.1,1.75,2.94,2.68,4.62,0.36,0.41,489
137.1,0.0,0.1,633.1,30.62,39.2,10.31,0.23,2.02,4.5,3.05,6.12,0.29,0.47,47
94.91,1.32,1.0,5.6,23.61,34.22,5.98,0.1,1.84,4.48,3.08,6.25,0.28,0.41,158
158.2,2.64,3.0,10.25,23.82,32.43,4.94,1.5,5.38,8.8,7.95,12.5,0.33,0.38,489
52.73,2.64,0.2,387.1,25.31,33.49,5.49,0.0,2.24,4.57,3.29,6.12,0.28,0.36,485
137.11,1.32,0.1,40.1,10.83,18.97,4.94,0.81,2.3,4.86,3.5,6.25,0.39,0.41,194
137.1,0.0,0.1,2.2,30.66,39.23,8.73,0.75,1.52,3.62,2.34,4.94,0.24,0.47,460
253.12,4.62,1.0,3.1,27.02,34.05,8.91,0.0,0.16,0.74,2.23,3.47,0.2,0.46,163
105.46,0.0,0.1,10.9,19.59,28.42,5.92,0.0,0.97,2.34,2.06,4.11,0.35,0.48,47
200.40000000000003,0.66,1.0,10.5,8.15,15.41,3.23,2.12,4.74,8.58,6.66,12.06,0.38,0.41,558
42.19,0.0,2.0,9539.0,21.58,32.8,3.17,0.0,1.66,2.98,3.2,4.77,0.12,0.41,358
100.19,1.98,0.1,11.1,21.75,31.43,5.25,0.0,1.84,3.01,2.77,4.05,0.32,0.48,490
110.74,0.66,0.1,60.1,20.09,26.24,7.26,0.24,2.01,3.95,3.27,5.45,0.16,0.38,316
89.64999999999999,0.0,40.0,640.0,27.37,33.76,8.3,0.75,2.37,4.0,3.43,4.91,0.23,0.42,187
89.65,3.3000000000000003,0.1,1.6,19.15,28.4,3.91,0.0,1.76,2.71,4.05,5.62,0.25,0.35,489
184.57,2.64,0.1,4.1,23.8,31.43,6.84,0.03,2.34,3.37,3.68,4.61,0.41,0.45,489
205.66000000000005,0.0,4.0,8.0,24.57,33.31,6.23,0.0,0.88,1.36,3.41,5.71,0.34,0.49,46
63.28,0.0,300.0,5140.0,28.87,35.77,4.46,0.09,2.72,5.76,3.77,7.2,0.09,0.35,183
174.01000000000002,1.32,0.1,1.2000000000000002,26.06,34.41,9.77,0.72,1.31,2.16,2.71,4.05,0.38,0.48,158
179.29000000000002,0.0,2.0,3.5,30.65,38.3,5.74,0.01,1.31,2.74,1.84,4.23,0.21,0.44,358
210.93,7.260000000000001,15.0,30.0,18.31,24.84,7.08,0.08,3.62,5.48,6.15,9.24,0.38,0.42,149
158.21,0.66,0.1,1.6,27.52,36.67,7.57,0.8,1.84,3.14,2.93,4.84,0.28,0.41,158
79.1,2.64,5.0,25.0,18.9,27.57,4.09,0.0,1.54,3.21,2.29,4.2,0.32,0.39,557
89.64999999999999,2.64,0.1,5.1,21.72,31.24,6.1,0.05,1.81,3.02,3.59,5.67,0.23,0.34,189
26.36,0.0,2.0,4.0,12.01,19.74,4.82,0.02,1.29,2.44,2.1,3.24,0.29,0.36,158
158.21,5.28,1.0,14.26,10.73,19.05,3.85,0.0,3.41,5.96,5.31,8.82,0.35,0.39,183
52.72999999999999,1.28,1.0,87.0,6.39,16.65,4.03,0.08,3.63,6.12,5.6,8.92,0.41,0.41,472
42.17999999999999,0.66,151.0,302.0,15.5,23.43,5.43,0.63,1.68,3.55,2.57,4.55,0.12,0.34,183
79.1,1.32,0.1,2.1,27.21,35.35,7.39,0.0,1.46,3.05,2.24,4.11,0.2,0.37,583
116.01,1.98,2.0,4.0,21.2,31.19,8.85,2.02,1.13,1.77,2.24,3.59,0.37,0.35,155
137.1,0.0,0.1,6870.1,31.05,39.06,10.68,0.7,2.17,4.32,3.19,5.67,0.27,0.47,460
100.18999999999998,0.0,350.0,548.0,31.26,39.15,10.44,0.09,1.71,3.38,2.48,4.21,0.32,0.37,183
137.11,0.0,0.5,212.2,25.1,35.26,5.49,0.0,1.75,4.09,2.59,5.55,0.12,0.36,304
200.38,0.0,0.1,15.1,29.91,39.8,2.62,0.0,2.38,4.41,3.52,6.05,0.15,0.38,472
94.92,0.66,900.0,26010.0,27.75,36.07,5.43,0.07,2.48,5.2,3.52,6.91,0.12,0.34,489
121.29,0.66,1.0,4.1,21.95,32.3,4.46,0.1,1.45,2.5,2.61,3.59,0.28,0.36,187
121.28,0.0,0.1,73.1,26.94,31.33,13.55,1.37,1.45,3.21,1.98,4.41,0.17,0.43,474
89.64999999999999,0.0,5.0,10.0,30.47,37.33,3.05,0.0,2.47,5.0,3.39,6.25,0.09,0.35,472
142.38,0.0,0.1,15.1,28.55,35.9,9.52,0.13,1.86,4.28,2.63,5.61,0.16,0.47,444
200.39,0.0,1.0,4.0,20.7,29.02,3.72,0.0,4.56,8.57,6.62,11.7,0.34,0.4,472
242.58,3.3000000000000003,0.1,30.1,18.8,25.01,4.82,0.0,3.49,5.83,5.3,8.27,0.45,0.48,556
189.84,0.0,10.0,30.0,30.08,39.11,5.55,0.0,1.89,4.62,2.77,6.2,0.23,0.38,582
89.64999999999999,2.64,1.0,2.25,21.01,29.77,6.04,0.0,1.91,3.34,3.24,5.02,0.33,0.38,187
63.28,0.0,1.0,4.4,6.71,14.3,2.69,0.0,1.58,2.88,3.42,5.73,0.2,0.34,187
290.04,0.0,0.1,35.49,22.88,30.97,5.8,0.0,1.87,3.68,2.67,4.84,0.44,0.5,444
84.36999999999999,1.32,0.1,16.0,13.59,21.82,2.08,0.0,0.62,1.2,1.84,2.78,0.19,0.46,323
79.10999999999999,0.0,1.0,98.0,26.86,35.57,4.64,0.0,3.12,5.62,4.63,7.37,0.2,0.38,158
116.02,3.3000000000000003,0.1,46.1,20.16,29.57,6.96,0.0,1.55,3.62,2.61,5.35,0.26,0.35,183
158.20000000000002,0.0,0.1,1.7000000000000002,31.96,40.99,6.77,0.0,1.11,1.56,3.27,4.16,0.32,0.48,358
242.58,3.3000000000000003,0.1,21.8,15.87,22.39,5.37,0.0,1.75,3.0,2.56,3.93,0.45,0.48,183
84.36999999999999,0.66,0.1,158.1,23.44,33.81,10.25,0.69,1.68,4.38,2.49,6.39,0.23,0.36,189
142.37,2.64,3.4,6.8,4.3,13.62,2.56,0.16,1.26,2.23,2.57,4.09,0.42,0.44,556
384.97,0.0,5.0,1400.0,16.19,18.0,9.64,0.01,5.08,6.45,6.19,7.97,0.53,0.56,303
363.87,3.3,20.0,231.0,7.65,15.48,4.94,0.0,0.38,1.17,2.1,2.38,0.8,0.77,162
42.18,0.66,40.0,366.22,20.97,29.73,4.58,0.0,2.09,3.45,2.97,4.25,0.33,0.36,183
158.19,0.0,1.0,4.5,17.98,25.66,4.82,0.0,2.59,5.34,3.68,6.95,0.4,0.44,579
73.83,1.98,2.0,227.0,21.83,31.26,2.44,0.19,2.32,4.01,3.64,5.18,0.14,0.43,557
84.36999999999999,0.0,0.1,32.5,23.9,33.76,3.6,0.0,2.34,5.13,3.45,7.14,0.16,0.46,444
216.21,0.0,0.1,27.200000000000003,21.29,30.9,2.69,0.0,2.29,5.15,3.33,7.02,0.33,0.41,462
184.57,0.0,0.1,17.3,24.64,32.46,5.07,0.0,2.74,5.52,4.04,7.34,0.16,0.47,474
10.55,0.0,0.1,1.6,28.61,38.81,2.87,0.0,2.5,4.8,3.8,6.49,0.09,0.37,556
89.64,1.98,5.0,29.0,23.96,32.49,2.81,0.0,0.7,1.38,2.14,3.7,0.14,0.46,557
73.83,0.0,0.1,1.5,36.49,44.47,6.9,0.0,1.94,3.48,2.95,4.87,0.16,0.38,556
42.17999999999999,0.0,1.0,2.3,8.65,18.9,1.53,0.0,2.08,3.38,3.96,5.3,0.2,0.42,158
284.76,0.0,0.1,45.1,23.05,30.01,5.74,0.0,2.03,3.65,2.9,4.56,0.36,0.41,474
147.66,0.0,0.1,39.9,29.99,37.65,5.07,0.2,2.81,6.16,4.09,8.25,0.12,0.45,474
110.74,0.0,0.1,2.1,32.41,40.62,7.75,0.48,2.09,4.99,3.17,6.85,0.2,0.41,474
79.1,1.98,5.0,166.0,17.84,25.69,5.8,0.01,2.47,5.41,3.55,7.09,0.37,0.41,491
137.09,1.32,3.9,7.8,18.96,26.81,2.69,0.0,3.09,5.77,4.93,8.57,0.23,0.34,48
247.85,1.98,310.0,313.0,21.48,30.29,6.65,0.58,0.05,0.23,1.36,2.16,0.23,0.45,56
137.11,1.32,1.0,34.0,26.94,35.16,4.88,0.0,1.77,3.35,2.63,4.62,0.14,0.38,582
131.83,2.64,2.0,9.5,8.12,16.01,4.03,0.17,0.84,1.22,1.88,2.67,0.4,0.41,148
184.57,4.62,0.1,2.56,23.44,30.27,5.86,0.0,1.11,1.55,2.07,3.3,0.45,0.5,557
121.28,3.3,0.3,1.8,25.76,33.41,6.1,0.01,3.09,5.72,4.35,7.66,0.23,0.36,489
137.1,0.0,10.0,21680.0,30.66,39.23,8.73,0.75,1.52,3.62,2.34,4.94,0.24,0.47,460
189.84,0.0,1.0,3.65,25.82,36.83,3.78,0.0,0.62,1.26,2.77,4.68,0.31,0.48,158
63.28,0.0,7.0,15.81,26.33,34.54,4.39,0.0,1.95,3.86,2.73,4.92,0.1,0.33,183
89.64999999999999,3.3000000000000003,0.1,7.699999999999999,21.33,29.82,4.46,0.0,2.66,4.3,4.19,5.91,0.32,0.36,187
168.75,0.0,1.0,2185.0,31.79,38.24,7.63,0.54,3.07,6.12,4.55,8.43,0.3,0.48,48
126.55,0.66,1.0,3.8,23.3,31.37,5.07,0.0,1.59,2.87,2.32,3.63,0.32,0.37,183
89.64,1.98,1.0,2.5,26.12,34.2,3.6,0.0,2.58,4.97,3.75,6.45,0.22,0.35,557
295.31,2.64,0.1,3.67,22.97,30.02,6.65,0.0,1.55,3.02,2.41,4.37,0.54,0.6,187
158.2,0.0,2.0,3.15,23.01,30.75,9.89,0.2,0.68,1.28,2.29,3.49,0.48,0.52,158
84.38,0.0,0.1,19.1,18.22,27.57,3.23,0.0,2.15,3.55,3.22,4.38,0.29,0.38,472
184.57,0.0,0.1,3.1,27.86,34.81,6.96,0.12,2.28,6.1,3.41,8.55,0.27,0.48,460
84.37,1.32,0.1,90.7,25.94,33.75,6.47,0.0,1.7,3.12,2.5,4.58,0.15,0.34,542
247.84,0.0,1.0,2.5,25.09,33.9,3.85,0.0,2.28,4.34,3.44,5.8,0.23,0.38,556
158.21,0.66,0.1,2.1,27.52,36.67,7.57,0.8,1.84,3.14,2.93,4.84,0.28,0.41,158
500.98,4.62,0.1,1.95,9.32,16.85,5.55,0.0,0.47,0.91,1.37,2.2,0.8,0.77,162
348.04,4.62,0.1,89.3,24.69,32.38,8.0,0.02,1.92,3.75,3.12,5.59,0.59,0.65,491
121.29,2.64,3.0,6.0,12.55,20.68,3.3,0.0,2.15,3.6,3.21,4.79,0.38,0.45,186
68.53999999999999,0.68,5.0,407.0,5.69,15.22,2.26,0.0,2.38,5.05,3.94,6.92,0.48,0.49,460
168.74,0.66,0.1,5.1,16.63,24.41,4.64,0.0,1.8,3.25,2.48,4.17,0.38,0.41,489
131.82999999999998,0.0,15.0,87.0,25.78,34.48,11.78,1.83,2.4,5.07,3.29,7.16,0.31,0.34,187
274.21,1.98,0.1,3.1,15.4,23.76,4.76,0.0,2.21,3.95,4.36,7.02,0.47,0.54,158
100.17999999999998,1.32,250.0,1344.0,23.48,34.96,6.77,4.17,4.3,7.5,6.2,10.58,0.26,0.45,187
247.85,9.1,1.0,375.0,2.3,7.78,2.01,0.0,1.09,1.73,6.34,8.69,0.52,0.55,163
110.74,3.96,8.0,179.0,13.39,21.44,5.07,0.29,2.29,3.89,4.22,6.5,0.32,0.35,155
116.01,1.98,0.1,25950.1,19.95,27.66,5.68,0.0,1.93,3.08,4.5,6.63,0.34,0.5,152
195.12,0.0,2.0,9.4,25.9,35.88,3.36,0.0,2.38,4.55,3.56,6.05,0.23,0.36,460
184.57,2.64,0.1,11.24,23.32,30.92,5.74,0.0,1.86,3.55,2.66,4.73,0.36,0.41,582
84.37999999999998,1.98,4.0,8.0,25.24,33.76,5.19,0.09,2.14,4.52,3.32,6.34,0.15,0.35,317
168.74,1.32,2.0,6.61,23.3,32.77,9.77,0.1,1.14,1.78,2.9,4.59,0.48,0.52,158
290.04,0.0,15.0,34.1,21.95,31.26,8.85,1.96,2.65,4.91,3.86,6.77,0.48,0.52,460
84.36999999999999,2.64,2.0,4.0,19.23,26.79,5.43,0.0,1.26,2.23,2.58,4.32,0.27,0.34,156
290.04,0.0,0.1,17.900000000000002,27.62,37.13,5.19,0.0,2.12,4.45,3.16,6.05,0.34,0.48,474
52.73,1.44,0.1,110.1,3.37,9.73,2.62,0.06,4.63,6.93,6.14,8.67,0.39,0.4,489
200.39,0.0,5.0,70.0,19.39,26.69,4.52,0.0,2.27,4.59,3.29,5.87,0.36,0.41,472
52.73,1.32,10.0,17.0,19.4,28.64,3.3,0.0,3.11,5.28,4.48,6.86,0.23,0.34,491
100.19,0.0,0.01,6905.01,19.6,23.73,9.89,0.11,1.8,3.45,2.97,5.52,0.3,0.47,41
490.43000000000006,5.94,1.0,43.0,11.86,21.78,5.49,0.0,0.98,1.62,3.05,4.62,0.63,0.62,42
21.1,0.0,10.0,64.0,13.59,23.55,1.83,0.0,1.92,4.4,3.07,6.17,0.16,0.34,489
0.0,0.0,1.0,111.0,7.97,17.87,1.16,0.0,3.24,4.88,4.75,6.23,0.12,0.38,474
290.04,0.0,4.0,629.0,26.86,35.8,4.21,0.0,2.19,5.05,3.23,6.93,0.34,0.48,460
237.3,5.28,0.1,8.2,20.65,29.88,5.37,0.0,1.47,2.49,3.31,5.6,0.41,0.48,493
0.0,0.0,0.3,2.3,19.12,26.51,3.3,0.02,2.28,4.52,3.45,5.98,0.08,0.37,183
110.74,0.66,1.0,90144.0,19.01,27.8,2.5,0.0,1.94,3.37,3.06,4.34,0.16,0.36,491
126.57,3.96,5.0,13.37,10.62,16.84,4.27,0.03,1.59,3.8,2.37,5.1,0.41,0.42,582
47.46,1.98,1.0,405.0,27.76,35.88,8.3,0.65,2.38,3.58,3.47,4.53,0.19,0.34,484
89.63,0.0,20.0,52.22,24.25,33.37,5.62,0.0,2.09,4.15,3.13,5.3,0.23,0.35,484
221.48,0.0,1.5,3.0,25.4,34.52,8.91,0.74,0.66,1.05,2.91,4.32,0.38,0.48,158
395.5,5.94,0.1,811.1,25.37,34.93,6.96,1.95,0.33,0.91,1.41,2.78,0.3,0.47,300
221.47,4.62,0.1,164.1,21.58,29.17,7.75,0.18,0.45,1.17,1.99,3.26,0.45,0.48,316
31.63,0.0,1.5,3.0,16.99,27.29,3.42,0.0,2.66,5.17,4.46,7.25,0.33,0.47,472
68.56,1.98,0.1,570.1,23.65,32.74,3.17,0.0,1.53,2.45,2.51,3.4,0.12,0.34,491
184.57,5.94,2.0,122.0,18.94,26.26,7.14,0.11,1.77,2.82,2.44,3.66,0.37,0.41,183
137.11,2.64,3.0,10.0,17.92,24.06,4.76,0.0,6.36,8.95,9.38,12.8,0.29,0.4,158
179.29,10.56,250.0,32681.0,14.37,22.93,4.03,0.35,0.41,1.11,1.77,2.52,0.35,0.38,148
163.47000000000003,0.0,20.0,3013.0,31.65,38.43,5.25,0.0,2.15,4.23,2.96,5.44,0.17,0.42,474
116.02,0.0,1.5,3.97,31.76,42.21,3.42,0.0,2.55,4.89,3.8,6.57,0.09,0.37,556
253.11,5.94,0.3,1.57,21.91,30.07,6.9,0.23,0.55,1.15,2.41,3.09,0.48,0.52,148
221.48,2.64,50.0,1085.0,24.02,32.26,8.3,1.24,1.35,2.73,2.49,4.51,0.32,0.42,182
290.04,0.0,0.1,13.0,23.82,31.69,4.88,0.0,2.56,5.55,3.76,7.5,0.41,0.5,460
221.49,6.6,5.0,10.0,10.12,17.69,4.64,0.0,1.05,1.5,1.91,3.26,0.63,0.61,575
137.1,0.0,50.0,540.0,34.83,43.87,3.36,0.0,2.41,4.94,3.45,6.21,0.07,0.37,472
168.74,1.32,1.5,3.0,24.55,33.17,9.89,0.38,0.59,1.0,1.09,2.02,0.52,0.52,47
179.29,3.3000000000000003,25.0,94.0,6.65,16.08,3.42,0.0,1.6,2.58,3.15,4.29,0.56,0.55,491
142.39,4.62,1.0,16.0,20.91,29.68,5.55,0.11,1.75,3.87,3.02,6.51,0.29,0.43,187
142.39,0.0,0.1,968.1,24.01,33.23,9.95,1.35,1.46,2.19,2.54,3.27,0.41,0.49,46
5.27,0.0,8.0,22.1,23.56,33.0,2.87,0.0,1.8,3.21,2.88,4.45,0.1,0.43,474
79.09,0.68,0.1,2.6,10.16,18.12,5.37,0.32,1.6,2.7,2.59,3.98,0.29,0.47,474
110.74,0.0,2.0,5.0,32.15,40.35,4.15,0.0,2.28,4.27,3.29,5.32,0.11,0.37,470
63.28,0.66,1.0,397.9,28.26,36.56,5.68,0.13,2.09,3.4,3.12,5.18,0.1,0.37,485
268.94,0.0,1.0,9.47,22.48,30.25,3.72,0.0,2.02,4.13,2.88,5.27,0.3,0.45,474
47.46,1.98,5.0,17.6,25.17,33.92,5.55,0.0,2.74,5.13,4.12,6.7,0.16,0.34,489
126.55,0.66,0.1,118.1,24.97,32.54,5.31,0.05,2.29,3.8,3.45,5.12,0.33,0.38,558
184.57,1.98,1.0,101.38,23.99,32.15,9.64,1.07,2.45,4.62,3.5,6.2,0.39,0.45,183
226.75,2.64,20.0,249.3,25.12,33.24,9.03,3.96,2.92,5.41,4.25,7.15,0.39,0.38,491
158.21,0.66,0.1,2.1,26.16,34.97,8.18,0.81,2.85,4.37,4.72,6.99,0.3,0.41,158
94.92,0.66,1.0,1671.0,6.8,14.34,4.46,0.0,1.12,1.78,3.94,5.99,0.43,0.46,491
253.13,1.98,0.1,41.1,18.77,25.37,5.43,0.0,2.08,4.68,3.52,7.21,0.45,0.54,158
121.29,3.3000000000000003,1.5,89766.5,20.19,29.3,5.0,0.0,0.39,1.02,1.88,2.66,0.19,0.43,149
79.11,1.32,0.1,3.1,24.51,32.9,7.02,0.0,1.96,3.55,2.77,4.46,0.13,0.34,316
163.47000000000003,0.0,0.1,4.1,31.82,40.29,10.62,1.45,2.95,7.17,4.23,10.25,0.27,0.42,460
89.65,0.0,20.0,1651.0,30.05,38.07,4.52,0.03,1.78,4.04,2.52,5.3,0.18,0.35,470
52.73,0.66,1.0,236.0,11.1,18.05,5.43,0.01,2.43,4.58,4.56,7.9,0.11,0.38,489
168.74,0.66,0.5,710.5,11.24,18.12,4.33,1.05,2.61,4.69,3.56,6.59,0.36,0.38,557
232.03,0.0,0.1,4.9,27.99,36.94,7.81,0.0,2.78,4.35,4.13,5.93,0.42,0.52,460
31.63,0.0,0.1,14.1,22.23,30.5,3.11,0.0,2.09,4.21,3.12,5.56,0.13,0.46,444
63.28999999999999,0.66,0.1,4.239999999999999,25.98,33.95,8.67,0.76,1.66,3.12,2.45,3.91,0.31,0.35,187
195.11,5.28,1.0,5.36,23.11,32.46,7.81,1.07,3.84,6.15,5.65,8.5,0.45,0.48,489
31.63,0.0,2.0,13.5,21.49,29.0,4.76,0.0,1.62,3.46,2.34,4.62,0.12,0.46,474
168.74,0.66,0.1,225.1,20.7,28.93,4.46,0.0,2.55,4.22,3.67,5.73,0.38,0.41,489
242.58,10.56,0.1,19.6,11.13,17.98,5.07,0.0,0.82,1.19,2.67,4.8,0.53,0.55,187
121.28999999999998,0.66,2.0,742.0,-0.54,8.28,3.05,0.67,1.77,2.97,3.14,4.35,0.41,0.46,187
237.3,0.0,2.0,4.0,18.44,27.09,4.88,0.0,2.38,5.69,3.64,8.01,0.45,0.49,474
137.1,0.0,0.1,21428.1,31.05,39.06,10.68,0.7,2.17,4.32,3.19,5.67,0.27,0.47,460
179.29,0.0,30.0,613.0,30.27,40.38,3.17,0.0,3.12,5.09,4.37,6.57,0.12,0.37,474
79.1,1.32,0.5,5.5,26.37,34.71,4.09,0.0,2.85,4.73,4.15,6.21,0.13,0.33,183
42.17999999999999,1.98,1.0,16.16,24.27,31.13,3.72,0.0,3.61,7.03,4.95,8.95,0.16,0.37,489
290.05,3.96,0.1,1.9,21.16,29.51,8.36,0.91,2.16,4.2,3.1,5.52,0.41,0.43,491
10.55,0.0,1.0,86.0,25.28,33.96,8.0,0.0,2.52,3.81,3.46,5.32,0.06,0.37,579
137.1,0.0,0.1,4849.1,31.9,41.8,9.34,1.52,2.04,4.27,2.99,6.23,0.19,0.46,48
137.11,1.98,60.0,928.0,23.22,31.76,5.43,0.1,1.23,2.59,2.11,4.12,0.27,0.37,187
63.28,0.66,0.1,4.1,27.01,34.08,8.73,0.2,2.05,4.98,3.01,6.8,0.11,0.38,529
200.39,0.0,0.1,3.81,20.73,29.44,1.89,0.0,1.64,3.68,2.26,4.73,0.23,0.43,48
73.83,0.0,5.0,7.8,36.85,44.76,8.06,0.0,2.14,3.66,3.02,4.77,0.08,0.37,582
200.39,0.0,0.1,4.1,23.26,33.13,5.13,0.0,2.99,5.71,4.57,7.59,0.39,0.45,462
152.93,5.28,1.0,5.8,22.98,32.55,4.88,0.0,0.62,0.84,2.51,3.53,0.24,0.46,490
421.87,7.92,0.1,2.9,19.38,27.15,6.53,0.0,0.55,0.88,2.26,4.36,0.55,0.56,163
5.27,0.0,1.0,7.0,8.9,16.04,2.08,0.0,2.77,5.62,3.98,7.24,0.23,0.38,583
274.21,3.96,0.1,1000.1,24.76,32.81,9.46,0.08,0.71,1.34,1.32,2.38,0.39,0.43,548
126.56,0.0,1.0,5.0,28.87,37.65,4.88,0.0,2.22,3.51,3.54,4.91,0.14,0.38,474
142.37,1.32,0.1,2.1,22.8,31.5,9.22,0.58,1.73,3.1,3.03,4.95,0.41,0.48,158
247.84,0.0,2.0,5.0,17.6,25.18,5.31,0.0,2.28,4.62,3.55,6.11,0.41,0.45,556
116.01,1.98,0.1,40.1,7.94,18.03,2.93,0.0,0.44,0.67,3.86,5.73,0.32,0.36,549
189.85,0.0,0.1,2.1,27.26,37.19,5.43,0.0,2.78,4.45,4.28,5.98,0.33,0.39,556
84.36999999999999,0.0,0.1,14.11,26.06,33.23,7.08,0.16,2.1,5.12,3.05,6.89,0.18,0.46,460
100.19,1.98,1.0,2.15,15.4,24.11,4.76,0.0,1.84,3.16,3.28,5.16,0.34,0.37,158
163.47,2.64,1.0,379896.0,28.65,37.03,5.07,0.0,0.89,1.16,2.59,3.63,0.14,0.46,163
73.83,0.0,0.1,2.1,32.37,39.7,6.04,0.0,2.5,5.23,3.59,7.02,0.12,0.38,562
100.18999999999998,0.0,25.0,306.0,31.26,39.15,10.44,0.09,1.71,3.38,2.48,4.21,0.32,0.37,183
89.63,0.0,5.0,29.24,24.45,32.62,5.37,0.01,2.16,5.15,3.03,7.06,0.22,0.35,489
73.83,0.0,1.0,15.0,33.65,41.09,5.13,0.0,1.07,1.51,1.55,2.62,0.12,0.37,472
116.02,0.0,8.0,88.0,30.87,41.22,2.75,0.0,2.84,4.86,4.19,6.29,0.09,0.37,472
110.73,1.32,0.1,3.6,22.55,30.52,9.64,1.25,0.55,0.83,1.34,2.49,0.26,0.34,189
68.55,0.66,5.0,759.0,28.03,36.01,2.5,0.0,2.77,5.22,3.93,6.57,0.09,0.33,183
68.55,2.64,0.1,278.1,23.83,33.12,4.7,0.0,4.03,7.57,5.62,10.06,0.14,0.37,489
68.53999999999999,6.6000000000000005,7.0,9.6,6.27,16.65,3.36,0.0,1.55,2.76,3.52,5.22,0.37,0.39,557
242.57,7.26,0.1,2.7,0.19,4.3,2.26,0.0,0.97,1.56,6.02,7.3,0.69,0.66,163
110.74,0.0,2.0,125.0,30.44,36.78,6.53,0.05,2.61,4.87,3.71,6.2,0.16,0.38,472
395.5,5.94,0.1,11.6,25.47,34.76,7.32,0.09,0.3,0.84,1.42,2.72,0.3,0.47,162
42.18,0.0,7.5,15.0,7.33,16.37,2.2,0.0,2.02,4.23,3.42,5.95,0.38,0.47,460
79.09,0.66,2.1,4.2,17.43,27.69,2.32,0.0,2.65,4.55,3.91,5.91,0.14,0.34,187
79.1,0.0,1.0,407.0,27.08,34.63,6.65,0.05,2.66,4.73,3.87,6.1,0.1,0.36,472
189.83,5.28,0.1,176878.1,12.71,22.55,3.78,0.1,0.65,1.11,2.45,3.19,0.36,0.38,491
52.74,3.3000000000000003,0.1,13.1,20.44,27.98,4.15,0.0,6.28,10.15,8.74,13.55,0.35,0.4,546
10.54,0.0,20.0,819.0,10.75,16.67,4.46,0.88,4.85,6.52,6.78,8.83,0.1,0.36,557
63.28,2.64,5.0,9.1,15.84,24.89,3.42,0.0,1.99,3.46,3.08,4.67,0.31,0.41,187
94.92,2.06,2.0,15.5,-1.96,5.08,1.89,0.54,3.72,6.41,5.37,8.26,0.4,0.39,183
100.2,0.66,1.0,76.0,22.27,31.08,3.85,0.0,2.16,4.04,3.34,5.32,0.2,0.42,582
147.66,0.0,5.0,76.0,30.79,37.36,9.64,1.15,1.02,1.81,1.6,2.91,0.29,0.36,462
290.04,0.0,0.1,2.1,22.33,30.6,5.86,0.0,2.73,4.97,4.12,6.68,0.5,0.54,474
121.29,0.0,200.0,815.0,31.87,38.36,13.0,4.11,2.32,3.66,3.24,4.84,0.3,0.38,474
247.84,0.0,0.1,3.1,32.63,42.83,3.97,0.0,2.19,4.41,3.27,5.81,0.17,0.38,474
