PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN,ID
PRECSNO,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6782
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6782
PRECTOTCORR_SUM,2019,21.09,79.1,10.55,0.0,0.0,0.0,26.37,10.55,26.37,0.0,79.1,42.19,295.31,6782
PRECTOTCORR_SUM,2020,5.27,31.64,36.91,0.0,0.0,0.0,0.0,10.55,0.0,0.0,5.27,10.55,100.2,6782
PRECSNO,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6789
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6789
PRECTOTCORR_SUM,2019,21.09,79.1,10.55,0.0,0.0,0.0,26.37,10.55,26.37,0.0,79.1,42.19,295.31,6789
PRECTOTCORR_SUM,2020,5.27,31.64,36.91,0.0,0.0,0.0,0.0,10.55,0.0,0.0,5.27,10.55,100.2,6789
PRECSNO,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6799
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6799
PRECTOTCORR_SUM,2019,126.56,158.2,73.83,5.27,47.46,0.0,0.0,0.0,0.0,0.0,31.64,158.2,601.17,6799
PRECTOTCORR_SUM,2020,26.37,0.0,89.65,42.19,0.0,0.0,0.0,0.0,0.0,0.0,10.55,26.37,195.12,6799
PRECSNO,2019,1.32,1.98,1.32,0.66,0.66,0.0,0.0,0.0,0.0,0.0,1.32,1.32,0.66,6809
PRECSNO,2020,0.66,0.66,0.66,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.0,6809
PRECTOTCORR_SUM,2019,26.37,36.91,21.09,15.82,47.46,31.64,0.0,0.0,15.82,0.0,15.82,15.82,226.76,6809
PRECTOTCORR_SUM,2020,0.0,5.27,15.82,5.27,10.55,26.37,0.0,0.0,5.27,5.27,10.55,15.82,100.2,6809
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.0,6823
PRECTOTCORR_SUM,2020,0.0,0.0,5.27,15.82,15.82,0.0,0.0,0.0,0.0,0.0,5.27,15.82,58.01,6823
PRECSNO,2019,1.32,1.98,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.66,6830
PRECSNO,2020,0.66,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,6830
PRECTOTCORR_SUM,2019,31.64,79.1,63.28,31.64,94.92,0.0,0.0,5.27,36.91,5.27,15.82,47.46,411.33,6830
PRECTOTCORR_SUM,2020,31.64,10.55,15.82,5.27,31.64,15.82,0.0,5.27,5.27,0.0,31.64,21.09,174.02,6830
PRECSNO,2020,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6832
PRECTOTCORR_SUM,2020,0.0,0.0,15.82,10.55,5.27,0.0,0.0,0.0,0.0,0.0,15.82,5.27,52.73,6832
PRECSNO,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6836
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.0,6836
PRECTOTCORR_SUM,2019,5.27,0.0,15.82,52.73,58.01,31.64,10.55,5.27,10.55,0.0,21.09,21.09,232.03,6836
PRECTOTCORR_SUM,2020,10.55,15.82,42.19,0.0,21.09,15.82,0.0,0.0,36.91,0.0,0.0,42.19,184.57,6836
PRECSNO,2019,0.66,1.32,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.66,6843
PRECSNO,2020,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,6843
PRECTOTCORR_SUM,2019,31.64,63.28,79.1,31.64,52.73,21.09,15.82,0.0,5.27,0.0,36.91,15.82,353.32,6843
PRECTOTCORR_SUM,2020,21.09,5.27,31.64,5.27,5.27,15.82,10.55,0.0,26.37,15.82,15.82,21.09,174.02,6843
PRECSNO,2019,1.32,1.98,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.66,6853
PRECSNO,2020,1.32,0.66,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.0,6853
PRECTOTCORR_SUM,2019,31.64,89.65,89.65,52.73,94.92,0.0,5.27,5.27,42.19,5.27,21.09,58.01,495.7,6853
PRECTOTCORR_SUM,2020,52.73,21.09,26.37,10.55,21.09,26.37,0.0,0.0,5.27,0.0,31.64,21.09,216.21,6853
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6861
PRECTOTCORR_SUM,2020,5.27,52.73,84.38,5.27,0.0,0.0,10.55,10.55,5.27,5.27,5.27,10.55,195.12,6861
PRECSNO,2020,3.3,0.0,1.98,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.66,1.98,0.66,6872
PRECTOTCORR_SUM,2020,163.48,0.0,68.55,36.91,121.29,5.27,0.0,0.0,0.0,5.27,84.38,100.2,585.35,6872
PRECSNO,2020,0.66,1.32,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,6878
PRECTOTCORR_SUM,2020,0.0,15.82,10.55,15.82,0.0,26.37,10.55,0.0,5.27,0.0,5.27,15.82,105.47,6878
PRECSNO,2020,2.64,1.32,0.66,0.0,0.66,0.0,0.0,0.0,0.0,0.66,0.66,0.66,0.66,6879
PRECTOTCORR_SUM,2020,73.83,52.73,73.83,58.01,42.19,89.65,10.55,0.0,21.09,21.09,58.01,21.09,522.07,6879
PRECSNO,2019,1.32,3.96,2.64,1.32,1.98,0.0,0.0,0.0,0.0,0.66,1.98,1.98,1.32,6893
PRECSNO,2020,0.66,0.66,1.98,0.0,0.0,0.0,0.0,0.0,1.32,0.66,1.32,1.32,0.66,6893
PRECTOTCORR_SUM,2019,58.01,110.74,105.47,26.37,73.83,21.09,31.64,31.64,5.27,5.27,47.46,68.55,585.35,6893
PRECTOTCORR_SUM,2020,15.82,5.27,31.64,0.0,10.55,10.55,42.19,5.27,31.64,21.09,58.01,42.19,274.22,6893
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6895
PRECTOTCORR_SUM,2020,15.82,26.37,31.64,0.0,0.0,0.0,26.37,21.09,0.0,0.0,0.0,10.55,131.84,6895
PRECSNO,2019,0.66,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6899
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6899
PRECTOTCORR_SUM,2019,26.37,126.56,36.91,5.27,10.55,0.0,21.09,15.82,42.19,0.0,105.47,58.01,448.24,6899
PRECTOTCORR_SUM,2020,10.55,52.73,58.01,5.27,0.0,0.0,15.82,5.27,0.0,5.27,5.27,10.55,168.75,6899
PRECSNO,2019,0.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6912
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6912
PRECTOTCORR_SUM,2019,47.46,89.65,21.09,0.0,5.27,0.0,21.09,0.0,58.01,0.0,94.92,47.46,384.96,6912
PRECTOTCORR_SUM,2020,0.0,36.91,105.47,0.0,0.0,0.0,0.0,21.09,0.0,0.0,0.0,10.55,174.02,6912
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6919
PRECTOTCORR_SUM,2020,0.0,10.55,58.01,10.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.1,6919
PRECSNO,2020,0.66,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.0,0.0,0.0,6933
PRECSNO,2021,0.36,0.75,0.19,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.15,0.12,6933
PRECTOTCORR_SUM,2020,15.82,10.55,15.82,5.27,5.27,10.55,36.91,0.0,21.09,10.55,5.27,15.82,152.93,6933
PRECTOTCORR_SUM,2021,15.82,10.55,5.27,4.22,18.76,23.65,73.23,40.88,25.94,15.09,4.3,15.0,252.71,6933
PRECSNO,2020,1.32,0.66,0.66,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.0,0.66,0.66,6938
PRECTOTCORR_SUM,2020,10.55,10.55,10.55,0.0,5.27,5.27,42.19,5.27,26.37,10.55,5.27,21.09,152.93,6938
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6944
PRECTOTCORR_SUM,2020,0.0,21.09,58.01,15.82,0.0,0.0,0.0,5.27,0.0,0.0,5.27,0.0,105.47,6944
PRECSNO,2020,0.0,0.66,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,6946
PRECSNO,2021,1.59,0.73,0.38,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.28,6946
PRECTOTCORR_SUM,2020,26.37,36.91,36.91,0.0,0.0,0.0,68.55,0.0,5.27,10.55,15.82,10.55,210.94,6946
PRECTOTCORR_SUM,2021,15.82,21.09,0.0,6.64,4.15,14.26,120.54,84.18,66.91,13.71,2.86,30.22,380.39,6946
PRECSNO,2020,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,6949
PRECTOTCORR_SUM,2020,36.91,15.82,10.55,15.82,31.64,52.73,0.0,0.0,0.0,10.55,36.91,21.09,232.03,6949
PRECSNO,2020,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,6953
PRECTOTCORR_SUM,2020,10.55,5.27,15.82,0.0,5.27,10.55,0.0,0.0,0.0,0.0,10.55,10.55,68.55,6953
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6957
PRECTOTCORR_SUM,2020,10.55,42.19,42.19,0.0,0.0,0.0,15.82,5.27,0.0,0.0,5.27,10.55,131.84,6957
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6963
PRECTOTCORR_SUM,2020,21.09,36.91,52.73,5.27,0.0,0.0,31.64,10.55,5.27,5.27,15.82,10.55,195.12,6963
PRECSNO,2020,0.66,0.66,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,6964
PRECTOTCORR_SUM,2020,26.37,36.91,47.46,5.27,5.27,0.0,42.19,5.27,5.27,15.82,15.82,5.27,210.94,6964
PRECSNO,2019,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6968
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6968
PRECTOTCORR_SUM,2019,36.91,58.01,42.19,21.09,52.73,0.0,5.27,0.0,0.0,0.0,73.83,31.64,321.68,6968
PRECTOTCORR_SUM,2020,0.0,21.09,58.01,15.82,0.0,0.0,0.0,5.27,0.0,0.0,5.27,0.0,105.47,6968
PRECSNO,2019,1.32,0.66,0.66,0.66,0.66,0.0,0.0,0.0,0.0,0.66,0.66,0.66,0.66,6970
PRECSNO,2020,0.66,0.66,0.66,0.0,0.0,0.0,0.0,0.0,1.98,0.66,0.0,0.66,0.66,6970
PRECTOTCORR_SUM,2019,15.82,15.82,36.91,26.37,36.91,15.82,36.91,36.91,10.55,10.55,15.82,36.91,295.31,6970
PRECTOTCORR_SUM,2020,5.27,15.82,5.27,0.0,0.0,5.27,47.46,15.82,31.64,15.82,21.09,26.37,189.84,6970
PRECSNO,2020,0.66,0.66,2.64,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.66,1.32,0.66,6978
PRECTOTCORR_SUM,2020,0.0,15.82,52.73,21.09,0.0,0.0,5.27,5.27,0.0,0.0,5.27,5.27,110.74,6978
PRECSNO,2020,3.3,0.0,5.27,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.66,2.64,1.32,6987
PRECTOTCORR_SUM,2020,73.83,0.0,131.84,68.55,68.55,0.0,0.0,0.0,0.0,0.0,73.83,79.1,495.7,6987
PRECSNO,2020,0.66,0.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,6996
PRECTOTCORR_SUM,2020,15.82,0.0,21.09,10.55,0.0,10.55,0.0,5.27,0.0,0.0,10.55,10.55,84.38,6996
PRECSNO,2020,0.66,1.32,0.66,1.32,0.0,0.0,0.0,0.0,0.66,0.66,0.0,0.66,0.66,6998
PRECTOTCORR_SUM,2020,10.55,15.82,5.27,15.82,10.55,10.55,5.27,0.0,5.27,5.27,5.27,5.27,94.92,6998
PRECSNO,2020,0.66,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,7020
PRECTOTCORR_SUM,2020,63.28,21.09,26.37,10.55,31.64,36.91,5.27,0.0,0.0,0.0,36.91,21.09,253.12,7020
PRECSNO,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7023
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7023
PRECTOTCORR_SUM,2019,26.37,52.73,10.55,0.0,0.0,0.0,5.27,5.27,36.91,0.0,63.28,31.64,232.03,7023
PRECTOTCORR_SUM,2020,0.0,36.91,68.55,0.0,0.0,0.0,0.0,15.82,0.0,0.0,0.0,10.55,131.84,7023
PRECSNO,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7035
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7035
PRECTOTCORR_SUM,2019,26.37,63.28,21.09,0.0,10.55,0.0,42.19,47.46,68.55,0.0,84.38,36.91,400.78,7035
PRECTOTCORR_SUM,2020,15.82,26.37,31.64,0.0,0.0,0.0,26.37,21.09,0.0,0.0,0.0,10.55,131.84,7035
PRECSNO,2019,1.32,1.98,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.66,7039
PRECSNO,2020,0.66,0.66,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.66,0.0,7039
PRECTOTCORR_SUM,2019,31.64,36.91,42.19,21.09,52.73,26.37,0.0,0.0,10.55,0.0,26.37,21.09,268.95,7039
PRECTOTCORR_SUM,2020,10.55,5.27,31.64,5.27,0.0,26.37,5.27,0.0,15.82,10.55,15.82,26.37,152.93,7039
PRECSNO,2020,0.66,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,7050
PRECTOTCORR_SUM,2020,10.55,5.27,42.19,0.0,5.27,15.82,15.82,0.0,10.55,15.82,10.55,15.82,147.66,7050
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7061
PRECTOTCORR_SUM,2020,10.55,52.73,58.01,5.27,0.0,0.0,15.82,5.27,0.0,5.27,5.27,10.55,168.75,7061
PRECSNO,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7070
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7070
PRECTOTCORR_SUM,2019,21.09,73.83,10.55,0.0,5.27,0.0,15.82,31.64,36.91,0.0,63.28,47.46,305.86,7070
PRECTOTCORR_SUM,2020,5.27,15.82,26.37,0.0,0.0,0.0,5.27,10.55,0.0,0.0,5.27,10.55,79.1,7070
PRECSNO,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7071
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7071
PRECTOTCORR_SUM,2019,21.09,73.83,10.55,0.0,5.27,0.0,15.82,31.64,36.91,0.0,63.28,47.46,305.86,7071
PRECTOTCORR_SUM,2020,5.27,15.82,26.37,0.0,0.0,0.0,5.27,10.55,0.0,0.0,5.27,10.55,79.1,7071
PRECSNO,2020,0.66,0.0,1.98,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.66,7076
PRECTOTCORR_SUM,2020,15.82,5.27,68.55,79.1,21.09,0.0,0.0,0.0,0.0,0.0,15.82,31.64,237.3,7076
PRECSNO,2019,0.66,1.98,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.66,0.66,7087
PRECSNO,2020,0.66,0.0,0.66,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7087
PRECTOTCORR_SUM,2019,47.46,84.38,31.64,0.0,47.46,0.0,10.55,10.55,10.55,0.0,100.2,42.19,384.96,7087
PRECTOTCORR_SUM,2020,0.0,10.55,52.73,26.37,5.27,0.0,5.27,5.27,0.0,0.0,10.55,0.0,116.02,7087
PRECSNO,2020,0.66,0.66,0.66,0.66,0.0,0.0,0.0,0.0,0.66,0.0,0.66,0.66,0.66,7090
PRECTOTCORR_SUM,2020,26.37,15.82,26.37,5.27,10.55,15.82,36.91,10.55,26.37,5.27,26.37,26.37,232.03,7090
PRECSNO,2020,1.32,0.66,0.66,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.0,0.66,0.66,7102
PRECTOTCORR_SUM,2020,10.55,10.55,10.55,0.0,5.27,5.27,42.19,5.27,26.37,10.55,5.27,21.09,152.93,7102
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7109
PRECTOTCORR_SUM,2020,0.0,36.91,105.47,0.0,0.0,0.0,0.0,21.09,0.0,0.0,0.0,10.55,174.02,7109
PRECSNO,2020,0.0,0.66,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,7115
PRECTOTCORR_SUM,2020,5.27,5.27,10.55,15.82,0.0,5.27,0.0,0.0,0.0,0.0,15.82,10.55,68.55,7115
PRECSNO,2019,0.66,0.66,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,7118
PRECSNO,2020,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,7118
PRECTOTCORR_SUM,2019,21.09,21.09,58.01,36.91,63.28,21.09,15.82,0.0,5.27,0.0,47.46,15.82,305.86,7118
PRECTOTCORR_SUM,2020,0.0,10.55,10.55,15.82,0.0,5.27,0.0,0.0,0.0,0.0,5.27,10.55,58.01,7118
PRECSNO,2019,0.66,1.32,0.66,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.66,7120
PRECSNO,2020,0.66,1.32,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,7120
PRECTOTCORR_SUM,2019,21.09,31.64,68.55,21.09,58.01,21.09,21.09,0.0,10.55,5.27,36.91,15.82,311.13,7120
PRECTOTCORR_SUM,2020,0.0,15.82,15.82,15.82,0.0,15.82,0.0,0.0,0.0,0.0,5.27,15.82,84.38,7120
PRECSNO,2020,1.32,0.0,2.64,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.66,1.32,0.66,7130
PRECTOTCORR_SUM,2020,47.46,0.0,142.38,79.1,42.19,0.0,0.0,0.0,0.0,0.0,52.73,68.55,432.42,7130
PRECSNO,2020,0.66,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,7134
PRECTOTCORR_SUM,2020,10.55,15.82,15.82,10.55,0.0,10.55,26.37,0.0,15.82,10.55,5.27,5.27,126.56,7134
PRECSNO,2019,0.66,0.66,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,7137
PRECSNO,2020,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,7137
PRECTOTCORR_SUM,2019,15.82,26.37,36.91,52.73,68.55,5.27,5.27,0.0,36.91,5.27,10.55,10.55,274.22,7137
PRECTOTCORR_SUM,2020,5.27,5.27,15.82,0.0,5.27,10.55,0.0,0.0,0.0,5.27,5.27,0.0,52.73,7137
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7138
PRECTOTCORR_SUM,2020,5.27,47.46,68.55,0.0,0.0,0.0,0.0,5.27,0.0,0.0,5.27,10.55,142.38,7138
PRECSNO,2020,1.32,1.32,2.64,0.66,0.0,0.0,0.0,0.0,0.0,0.66,2.64,1.98,0.66,7140
PRECTOTCORR_SUM,2020,21.09,5.27,47.46,0.0,10.55,5.27,52.73,0.0,26.37,5.27,42.19,31.64,247.85,7140
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7146
PRECTOTCORR_SUM,2020,5.27,36.91,100.2,15.82,0.0,0.0,10.55,10.55,0.0,0.0,5.27,5.27,189.84,7146
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7151
PRECTOTCORR_SUM,2020,0.0,26.37,21.09,0.0,0.0,15.82,68.55,10.55,15.82,5.27,5.27,10.55,179.3,7151
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7157
PRECTOTCORR_SUM,2020,10.55,52.73,58.01,5.27,0.0,0.0,15.82,5.27,0.0,5.27,5.27,10.55,168.75,7157
PRECSNO,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,7167
PRECSNO,2020,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7167
PRECTOTCORR_SUM,2019,0.0,0.0,10.55,15.82,5.27,10.55,10.55,21.09,31.64,36.91,47.46,10.55,200.39,7167
PRECTOTCORR_SUM,2020,21.09,26.37,52.73,0.0,0.0,10.55,26.37,10.55,21.09,5.27,5.27,5.27,184.57,7167
PRECSNO,2019,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,7171
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7171
PRECTOTCORR_SUM,2019,31.64,42.19,15.82,10.55,42.19,0.0,10.55,0.0,0.0,0.0,31.64,21.09,205.66,7171
PRECTOTCORR_SUM,2020,0.0,10.55,21.09,5.27,0.0,0.0,10.55,0.0,0.0,0.0,5.27,0.0,52.73,7171
PRECSNO,2020,3.96,0.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,1.98,0.66,7175
PRECTOTCORR_SUM,2020,163.48,15.82,63.28,31.64,79.1,31.64,5.27,0.0,10.55,21.09,126.56,79.1,627.54,7175
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7180
PRECTOTCORR_SUM,2020,21.09,0.0,63.28,26.37,0.0,0.0,0.0,0.0,0.0,0.0,15.82,21.09,147.66,7180
PRECSNO,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7186
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7186
PRECTOTCORR_SUM,2019,21.09,79.1,26.37,5.27,5.27,0.0,31.64,26.37,52.73,0.0,89.65,36.91,374.41,7186
PRECTOTCORR_SUM,2020,10.55,26.37,36.91,0.0,0.0,0.0,15.82,10.55,0.0,0.0,5.27,10.55,116.02,7186
PRECSNO,2020,1.98,0.0,4.61,1.98,0.0,0.0,0.0,0.0,0.0,0.0,1.32,1.98,1.32,7200
PRECTOTCORR_SUM,2020,31.64,0.0,94.92,63.28,31.64,10.55,0.0,0.0,0.0,0.0,52.73,58.01,342.77,7200
PRECSNO,2020,8.57,1.32,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.64,2.64,1.32,7201
PRECTOTCORR_SUM,2020,200.39,26.37,68.55,31.64,94.92,47.46,5.27,0.0,10.55,26.37,137.11,121.29,769.92,7201
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7202
PRECTOTCORR_SUM,2020,5.27,10.55,105.47,79.1,0.0,0.0,0.0,0.0,0.0,0.0,15.82,26.37,242.58,7202
PRECSNO,2020,0.66,0.66,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.0,7207
PRECTOTCORR_SUM,2020,26.37,0.0,15.82,0.0,15.82,26.37,0.0,0.0,0.0,5.27,15.82,5.27,110.74,7207
PRECSNO,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7212
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7212
PRECTOTCORR_SUM,2019,21.09,79.1,26.37,5.27,5.27,0.0,31.64,26.37,52.73,0.0,89.65,36.91,374.41,7212
PRECTOTCORR_SUM,2020,10.55,26.37,36.91,0.0,0.0,0.0,15.82,10.55,0.0,0.0,5.27,10.55,116.02,7212
PRECSNO,2020,1.32,0.0,3.3,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.66,1.32,0.66,7217
PRECTOTCORR_SUM,2020,26.37,0.0,84.38,47.46,26.37,0.0,0.0,0.0,0.0,0.0,52.73,36.91,274.22,7217
PRECSNO,2019,3.96,10.55,2.64,0.0,0.66,0.0,0.0,0.0,0.0,0.0,1.32,1.98,1.98,7218
PRECSNO,2020,3.3,0.0,3.96,0.66,0.0,0.0,0.0,0.0,0.0,0.0,1.32,2.64,0.66,7218
PRECTOTCORR_SUM,2019,216.21,326.95,158.2,68.55,105.47,0.0,0.0,5.27,42.19,0.0,21.09,184.57,1128.52,7218
PRECTOTCORR_SUM,2020,89.65,0.0,100.2,31.64,84.38,10.55,0.0,0.0,0.0,0.0,47.46,68.55,432.42,7218
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7223
PRECTOTCORR_SUM,2020,5.27,52.73,84.38,5.27,0.0,0.0,10.55,10.55,5.27,5.27,5.27,10.55,195.12,7223
PRECSNO,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,7225
PRECSNO,2020,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,7225
PRECTOTCORR_SUM,2019,0.0,5.27,10.55,15.82,10.55,10.55,21.09,31.64,31.64,36.91,52.73,5.27,232.03,7225
