PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN,ID
PRECTOTCORR_SUM,2020,305.86,21.09,73.83,31.64,126.56,31.64,0.0,0.0,15.82,21.09,158.2,221.48,1007.23,6399
PRECSNO,2019,0.66,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.66,6404
PRECSNO,2020,0.66,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.0,6404
PRECTOTCORR_SUM,2019,26.37,79.1,15.82,31.64,79.1,5.27,0.0,5.27,31.64,5.27,10.55,52.73,342.77,6404
PRECTOTCORR_SUM,2020,47.46,15.82,31.64,10.55,36.91,63.28,5.27,0.0,0.0,5.27,47.46,15.82,279.49,6404
PRECSNO,2020,2.64,1.32,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.66,0.66,6407
PRECTOTCORR_SUM,2020,31.64,21.09,47.46,15.82,21.09,79.1,5.27,0.0,5.27,10.55,21.09,10.55,268.95,6407
PRECSNO,2019,0.66,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6418
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6418
PRECTOTCORR_SUM,2019,26.37,126.56,36.91,5.27,10.55,0.0,21.09,15.82,42.19,0.0,105.47,58.01,448.24,6418
PRECTOTCORR_SUM,2020,10.55,52.73,58.01,5.27,0.0,0.0,15.82,5.27,0.0,5.27,5.27,10.55,168.75,6418
PRECSNO,2019,0.66,0.66,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,6430
PRECSNO,2020,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,6430
PRECTOTCORR_SUM,2019,21.09,21.09,58.01,36.91,63.28,21.09,15.82,0.0,5.27,0.0,47.46,15.82,305.86,6430
PRECTOTCORR_SUM,2020,0.0,10.55,10.55,15.82,0.0,5.27,0.0,0.0,0.0,0.0,5.27,10.55,58.01,6430
PRECSNO,2020,2.64,0.0,1.98,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.66,1.98,0.66,6434
PRECTOTCORR_SUM,2020,110.74,0.0,58.01,21.09,84.38,10.55,5.27,5.27,0.0,5.27,58.01,63.28,421.88,6434
PRECSNO,2019,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6435
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6435
PRECTOTCORR_SUM,2019,36.91,116.02,26.37,0.0,5.27,0.0,21.09,5.27,42.19,0.0,89.65,58.01,400.78,6435
PRECTOTCORR_SUM,2020,5.27,47.46,68.55,0.0,0.0,0.0,0.0,5.27,0.0,0.0,5.27,10.55,142.38,6435
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6436
PRECTOTCORR_SUM,2020,10.55,52.73,58.01,5.27,0.0,0.0,15.82,5.27,0.0,5.27,5.27,10.55,168.75,6436
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6437
PRECTOTCORR_SUM,2020,0.0,5.27,58.01,10.55,0.0,0.0,0.0,5.27,0.0,0.0,0.0,0.0,79.1,6437
PRECSNO,2020,1.32,1.98,1.32,1.32,0.0,0.66,0.0,0.0,0.0,0.0,1.32,0.66,0.66,6440
PRECTOTCORR_SUM,2020,47.46,42.19,42.19,21.09,21.09,10.55,5.27,5.27,26.37,21.09,42.19,36.91,321.68,6440
PRECSNO,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6454
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6454
PRECTOTCORR_SUM,2019,21.09,79.1,10.55,0.0,0.0,0.0,26.37,10.55,26.37,0.0,79.1,42.19,295.31,6454
PRECTOTCORR_SUM,2020,5.27,31.64,36.91,0.0,0.0,0.0,0.0,10.55,0.0,0.0,5.27,10.55,100.2,6454
PRECSNO,2019,0.66,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.0,6455
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6455
PRECTOTCORR_SUM,2019,36.91,73.83,47.46,15.82,58.01,5.27,10.55,0.0,0.0,0.0,73.83,36.91,358.59,6455
PRECTOTCORR_SUM,2020,0.0,15.82,58.01,15.82,0.0,0.0,0.0,5.27,0.0,0.0,5.27,0.0,100.2,6455
PRECSNO,2020,1.32,0.66,0.66,0.66,0.0,0.0,0.0,0.0,1.32,0.66,0.66,0.66,0.66,6459
PRECTOTCORR_SUM,2020,0.0,0.0,5.27,10.55,0.0,21.09,5.27,0.0,5.27,10.55,5.27,5.27,68.55,6459
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6469
PRECTOTCORR_SUM,2020,0.0,21.09,94.92,5.27,0.0,0.0,10.55,15.82,0.0,0.0,0.0,5.27,152.93,6469
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6472
PRECTOTCORR_SUM,2020,0.0,0.0,58.01,52.73,0.0,0.0,0.0,0.0,0.0,0.0,5.27,10.55,126.56,6472
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6484
PRECTOTCORR_SUM,2020,5.27,47.46,68.55,0.0,0.0,0.0,0.0,5.27,0.0,0.0,5.27,10.55,142.38,6484
PRECSNO,2019,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6486
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6486
PRECTOTCORR_SUM,2019,26.37,89.65,21.09,5.27,0.0,0.0,31.64,21.09,42.19,0.0,89.65,52.73,379.69,6486
PRECTOTCORR_SUM,2020,10.55,42.19,42.19,0.0,0.0,0.0,15.82,5.27,0.0,0.0,5.27,10.55,131.84,6486
PRECSNO,2020,0.66,0.66,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,6507
PRECTOTCORR_SUM,2020,21.09,21.09,31.64,10.55,10.55,42.19,5.27,0.0,0.0,5.27,15.82,21.09,184.57,6507
PRECSNO,2019,0.66,6.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.66,6508
PRECSNO,2020,1.98,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6508
PRECTOTCORR_SUM,2019,253.12,411.33,110.74,168.75,84.38,0.0,0.0,15.82,94.92,42.19,47.46,226.76,1455.47,6508
PRECTOTCORR_SUM,2020,305.86,21.09,73.83,31.64,126.56,31.64,0.0,0.0,15.82,21.09,158.2,221.48,1007.23,6508
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6511
PRECTOTCORR_SUM,2020,0.0,10.55,31.64,21.09,0.0,0.0,0.0,5.27,0.0,0.0,0.0,0.0,68.55,6511
PRECSNO,2019,0.66,1.32,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,6525
PRECSNO,2020,0.66,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,6525
PRECTOTCORR_SUM,2019,47.46,52.73,73.83,89.65,94.92,10.55,10.55,10.55,47.46,15.82,31.64,36.91,522.07,6525
PRECTOTCORR_SUM,2020,21.09,21.09,36.91,5.27,10.55,52.73,5.27,0.0,5.27,10.55,10.55,10.55,189.84,6525
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6532
PRECTOTCORR_SUM,2020,21.09,36.91,42.19,0.0,0.0,0.0,26.37,5.27,0.0,10.55,5.27,10.55,158.2,6532
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6533
PRECTOTCORR_SUM,2020,5.27,52.73,84.38,5.27,0.0,0.0,10.55,10.55,5.27,5.27,5.27,10.55,195.12,6533
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6536
PRECTOTCORR_SUM,2020,0.0,21.09,94.92,5.27,0.0,0.0,10.55,15.82,0.0,0.0,0.0,5.27,152.93,6536
PRECSNO,2020,0.66,0.66,0.66,0.66,0.0,0.0,0.0,0.0,0.66,0.0,0.66,0.66,0.66,6538
PRECTOTCORR_SUM,2020,0.0,0.0,5.27,5.27,0.0,31.64,0.0,0.0,5.27,10.55,5.27,21.09,84.38,6538
PRECSNO,2020,0.66,0.0,2.64,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.66,6543
PRECTOTCORR_SUM,2020,21.09,0.0,73.83,31.64,21.09,0.0,0.0,0.0,0.0,0.0,63.28,31.64,242.58,6543
PRECSNO,2019,0.66,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6546
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6546
PRECTOTCORR_SUM,2019,26.37,79.1,31.64,5.27,0.0,0.0,36.91,26.37,42.19,0.0,100.2,36.91,384.96,6546
PRECTOTCORR_SUM,2020,21.09,36.91,42.19,0.0,0.0,0.0,26.37,5.27,0.0,10.55,5.27,10.55,158.2,6546
PRECSNO,2019,0.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6547
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6547
PRECTOTCORR_SUM,2019,31.64,126.56,26.37,5.27,10.55,0.0,21.09,10.55,58.01,0.0,105.47,58.01,453.52,6547
PRECTOTCORR_SUM,2020,5.27,52.73,89.65,5.27,0.0,0.0,5.27,10.55,0.0,0.0,5.27,10.55,184.57,6547
PRECSNO,2020,1.32,2.64,1.32,1.98,0.66,0.66,0.0,0.0,0.66,0.66,1.32,1.32,0.66,6548
PRECTOTCORR_SUM,2020,47.46,79.1,36.91,58.01,21.09,21.09,5.27,5.27,21.09,26.37,26.37,36.91,384.96,6548
PRECSNO,2020,3.3,0.0,1.98,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.66,1.98,0.66,6552
PRECTOTCORR_SUM,2020,163.48,0.0,68.55,36.91,121.29,5.27,0.0,0.0,0.0,5.27,84.38,100.2,585.35,6552
PRECSNO,2020,2.64,0.0,1.32,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.66,1.32,0.66,6559
PRECTOTCORR_SUM,2020,137.11,0.0,100.2,36.91,105.47,5.27,0.0,0.0,0.0,0.0,63.28,68.55,516.8,6559
PRECSNO,2020,0.0,0.66,1.32,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.66,6563
PRECTOTCORR_SUM,2020,0.0,15.82,42.19,15.82,0.0,5.27,10.55,5.27,0.0,0.0,5.27,5.27,105.47,6563
PRECSNO,2020,0.0,0.66,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,6572
PRECTOTCORR_SUM,2020,5.27,42.19,89.65,10.55,5.27,0.0,15.82,10.55,5.27,5.27,15.82,5.27,210.94,6572
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,6577
PRECTOTCORR_SUM,2020,15.82,10.55,26.37,0.0,5.27,5.27,31.64,0.0,15.82,5.27,10.55,10.55,137.11,6577
PRECSNO,2020,1.98,0.66,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,1.32,0.66,6580
PRECTOTCORR_SUM,2020,42.19,5.27,31.64,10.55,36.91,15.82,0.0,0.0,0.0,5.27,31.64,15.82,195.12,6580
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6588
PRECTOTCORR_SUM,2020,5.27,0.0,89.65,89.65,0.0,0.0,0.0,0.0,0.0,0.0,10.55,31.64,226.76,6588
PRECSNO,2020,0.0,0.66,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,6598
PRECTOTCORR_SUM,2020,0.0,21.09,31.64,26.37,0.0,0.0,5.27,5.27,0.0,0.0,10.55,5.27,105.47,6598
PRECSNO,2019,0.66,3.3,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.66,0.66,6606
PRECSNO,2020,1.32,0.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6606
PRECTOTCORR_SUM,2019,232.03,384.96,179.3,63.28,94.92,0.0,0.0,5.27,15.82,5.27,42.19,179.3,1202.34,6606
PRECTOTCORR_SUM,2020,116.02,0.0,68.55,31.64,79.1,0.0,0.0,0.0,0.0,0.0,52.73,84.38,432.42,6606
PRECSNO,2020,1.32,0.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,1.32,0.66,6610
PRECTOTCORR_SUM,2020,68.55,0.0,58.01,15.82,68.55,10.55,0.0,0.0,0.0,0.0,52.73,26.37,300.59,6610
PRECSNO,2020,1.32,0.66,1.98,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.66,6628
PRECTOTCORR_SUM,2020,15.82,21.09,36.91,10.55,10.55,42.19,0.0,0.0,0.0,5.27,15.82,21.09,179.3,6628
PRECSNO,2020,1.32,0.66,0.66,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.0,0.66,0.66,6630
PRECTOTCORR_SUM,2020,10.55,10.55,10.55,0.0,5.27,5.27,42.19,5.27,26.37,10.55,5.27,21.09,152.93,6630
PRECSNO,2020,0.66,0.66,0.66,0.66,0.0,0.0,0.0,0.0,0.66,0.0,0.66,0.66,0.66,6632
PRECTOTCORR_SUM,2020,0.0,0.0,5.27,10.55,0.0,26.37,5.27,0.0,10.55,10.55,5.27,5.27,79.1,6632
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6635
PRECSNO,2021,0.68,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.07,6635
PRECTOTCORR_SUM,2020,10.55,52.73,58.01,5.27,0.0,0.0,15.82,5.27,0.0,5.27,5.27,10.55,168.75,6635
PRECTOTCORR_SUM,2021,36.91,5.27,21.09,7.67,1.39,3.97,131.03,89.15,51.05,15.71,1.43,77.17,441.85,6635
PRECSNO,2019,0.66,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6638
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6638
PRECTOTCORR_SUM,2019,26.37,126.56,36.91,5.27,10.55,0.0,21.09,15.82,42.19,0.0,105.47,58.01,448.24,6638
PRECTOTCORR_SUM,2020,10.55,52.73,58.01,5.27,0.0,0.0,15.82,5.27,0.0,5.27,5.27,10.55,168.75,6638
PRECSNO,2020,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6645
PRECSNO,2021,0.17,0.09,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,6645
PRECTOTCORR_SUM,2020,5.27,26.37,47.46,21.09,5.27,0.0,5.27,0.0,0.0,5.27,5.27,0.0,121.29,6645
PRECTOTCORR_SUM,2021,31.64,0.0,10.55,6.58,2.78,3.83,90.14,27.91,42.11,30.02,2.29,32.61,280.46,6645
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6657
PRECTOTCORR_SUM,2020,0.0,10.55,47.46,26.37,5.27,0.0,5.27,5.27,0.0,0.0,15.82,0.0,116.02,6657
PRECSNO,2020,2.64,0.0,1.32,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.66,1.32,0.66,6659
PRECTOTCORR_SUM,2020,137.11,0.0,100.2,36.91,105.47,5.27,0.0,0.0,0.0,0.0,63.28,68.55,516.8,6659
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6660
PRECTOTCORR_SUM,2020,5.27,31.64,36.91,0.0,0.0,0.0,0.0,10.55,0.0,0.0,5.27,10.55,100.2,6660
PRECSNO,2019,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6667
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6667
PRECTOTCORR_SUM,2019,36.91,58.01,42.19,21.09,52.73,0.0,5.27,0.0,0.0,0.0,73.83,31.64,321.68,6667
PRECTOTCORR_SUM,2020,0.0,21.09,58.01,15.82,0.0,0.0,0.0,5.27,0.0,0.0,5.27,0.0,105.47,6667
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6668
PRECTOTCORR_SUM,2020,0.0,21.09,58.01,15.82,0.0,0.0,0.0,5.27,0.0,0.0,5.27,0.0,105.47,6668
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6669
PRECSNO,2021,0.02,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,6669
PRECTOTCORR_SUM,2020,5.27,0.0,89.65,89.65,0.0,0.0,0.0,0.0,0.0,0.0,10.55,31.64,226.76,6669
PRECTOTCORR_SUM,2021,47.46,0.0,26.37,1.98,0.94,0.46,6.81,3.24,1.61,18.78,0.0,155.21,262.85,6669
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6694
PRECTOTCORR_SUM,2020,10.55,52.73,58.01,5.27,0.0,0.0,15.82,5.27,0.0,5.27,5.27,10.55,168.75,6694
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6695
PRECTOTCORR_SUM,2020,0.0,21.09,63.28,5.27,0.0,0.0,0.0,5.27,0.0,0.0,5.27,0.0,100.2,6695
PRECSNO,2020,0.0,0.66,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,6704
PRECTOTCORR_SUM,2020,0.0,15.82,26.37,26.37,0.0,0.0,0.0,0.0,0.0,0.0,10.55,5.27,84.38,6704
PRECSNO,2020,1.98,1.32,1.32,0.66,0.0,0.0,0.0,0.0,0.0,0.0,1.32,1.32,0.66,6707
PRECTOTCORR_SUM,2020,26.37,21.09,31.64,15.82,5.27,31.64,0.0,0.0,5.27,10.55,15.82,36.91,200.39,6707
PRECSNO,2020,0.66,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.66,0.0,6709
PRECTOTCORR_SUM,2020,15.82,5.27,31.64,10.55,5.27,15.82,5.27,0.0,26.37,15.82,15.82,21.09,168.75,6709
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6714
PRECSNO,2021,0.19,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,6714
PRECTOTCORR_SUM,2020,15.82,31.64,31.64,0.0,0.0,0.0,31.64,15.82,5.27,0.0,0.0,10.55,142.38,6714
PRECTOTCORR_SUM,2021,26.37,0.0,10.55,5.2,1.06,4.35,153.38,95.25,63.26,11.43,2.65,41.56,415.04,6714
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6715
PRECTOTCORR_SUM,2020,0.0,36.91,68.55,0.0,0.0,0.0,0.0,15.82,0.0,0.0,0.0,10.55,131.84,6715
PRECSNO,2019,0.66,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6716
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6716
PRECTOTCORR_SUM,2019,26.37,126.56,36.91,5.27,10.55,0.0,21.09,15.82,42.19,0.0,105.47,58.01,448.24,6716
PRECTOTCORR_SUM,2020,10.55,52.73,58.01,5.27,0.0,0.0,15.82,5.27,0.0,5.27,5.27,10.55,168.75,6716
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6722
PRECTOTCORR_SUM,2020,15.82,31.64,31.64,0.0,0.0,0.0,31.64,15.82,5.27,0.0,0.0,10.55,142.38,6722
PRECSNO,2019,0.66,1.98,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,0.66,6723
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6723
PRECTOTCORR_SUM,2019,26.37,47.46,47.46,10.55,36.91,10.55,5.27,0.0,0.0,0.0,26.37,31.64,242.58,6723
PRECTOTCORR_SUM,2020,10.55,5.27,21.09,0.0,0.0,10.55,15.82,0.0,21.09,5.27,5.27,10.55,105.47,6723
PRECSNO,2019,2.64,4.61,1.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32,1.98,1.32,6732
PRECSNO,2020,2.64,0.0,1.32,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.66,1.32,0.66,6732
PRECTOTCORR_SUM,2019,253.12,348.05,184.57,110.74,116.02,0.0,0.0,15.82,26.37,10.55,42.19,179.3,1286.72,6732
PRECTOTCORR_SUM,2020,137.11,0.0,100.2,36.91,105.47,5.27,0.0,0.0,0.0,0.0,63.28,68.55,516.8,6732
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6735
PRECTOTCORR_SUM,2020,10.55,52.73,58.01,5.27,0.0,0.0,15.82,5.27,0.0,5.27,5.27,10.55,168.75,6735
PRECSNO,2020,0.0,0.66,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.0,6739
PRECTOTCORR_SUM,2020,0.0,10.55,26.37,31.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.55,6739
PRECSNO,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6740
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6740
PRECTOTCORR_SUM,2019,36.91,84.38,131.84,131.84,68.55,0.0,0.0,0.0,0.0,5.27,89.65,68.55,616.99,6740
PRECTOTCORR_SUM,2020,26.37,26.37,105.47,205.66,47.46,0.0,0.0,0.0,0.0,5.27,31.64,31.64,479.88,6740
PRECSNO,2019,1.32,1.32,0.66,0.66,0.66,0.0,0.0,0.0,0.0,0.0,1.32,0.0,0.66,6745
PRECSNO,2020,0.66,0.66,0.0,0.0,0.0,0.0,0.0,0.0,1.32,1.32,0.0,0.66,0.66,6745
PRECTOTCORR_SUM,2019,15.82,21.09,31.64,26.37,26.37,26.37,47.46,26.37,21.09,5.27,36.91,26.37,311.13,6745
PRECTOTCORR_SUM,2020,21.09,10.55,21.09,5.27,5.27,5.27,42.19,5.27,31.64,10.55,10.55,21.09,189.84,6745
PRECSNO,2019,1.32,3.3,2.64,0.0,0.66,0.0,0.0,0.0,0.0,0.0,1.32,1.32,0.66,6748
PRECSNO,2020,0.66,0.0,1.32,1.32,0.66,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.66,6748
PRECTOTCORR_SUM,2019,52.73,121.29,73.83,5.27,47.46,0.0,5.27,0.0,0.0,0.0,21.09,42.19,369.14,6748
PRECTOTCORR_SUM,2020,10.55,0.0,31.64,42.19,10.55,21.09,0.0,10.55,0.0,0.0,21.09,26.37,174.02,6748
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6750
PRECTOTCORR_SUM,2020,0.0,36.91,105.47,0.0,0.0,0.0,0.0,21.09,0.0,0.0,0.0,10.55,174.02,6750
PRECSNO,2020,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.66,0.0,6751
PRECTOTCORR_SUM,2020,21.09,21.09,36.91,10.55,5.27,31.64,0.0,0.0,5.27,10.55,15.82,31.64,189.84,6751
PRECSNO,2020,0.0,0.66,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,6757
PRECTOTCORR_SUM,2020,26.37,36.91,36.91,0.0,0.0,0.0,68.55,0.0,5.27,10.55,15.82,10.55,210.94,6757
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6761
PRECTOTCORR_SUM,2020,10.55,52.73,58.01,5.27,0.0,0.0,15.82,5.27,0.0,5.27,5.27,10.55,168.75,6761
PRECSNO,2019,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6762
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6762
PRECTOTCORR_SUM,2019,26.37,89.65,21.09,5.27,0.0,0.0,31.64,21.09,42.19,0.0,89.65,52.73,379.69,6762
PRECTOTCORR_SUM,2020,10.55,42.19,42.19,0.0,0.0,0.0,15.82,5.27,0.0,0.0,5.27,10.55,131.84,6762
PRECSNO,2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6771
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6771
PRECTOTCORR_SUM,2019,21.09,79.1,10.55,0.0,0.0,0.0,26.37,10.55,26.37,0.0,79.1,42.19,295.31,6771
PRECTOTCORR_SUM,2020,5.27,31.64,36.91,0.0,0.0,0.0,0.0,10.55,0.0,0.0,5.27,10.55,100.2,6771
PRECSNO,2020,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6772
PRECTOTCORR_SUM,2020,10.55,10.55,26.37,0.0,0.0,10.55,5.27,0.0,5.27,0.0,5.27,0.0,73.83,6772
PRECSNO,2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6779
PRECSNO,2021,1.34,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.14,6779
PRECTOTCORR_SUM,2020,5.27,52.73,84.38,5.27,0.0,0.0,10.55,10.55,5.27,5.27,5.27,10.55,195.12,6779
PRECTOTCORR_SUM,2021,52.73,0.0,21.09,5.5,2.63,4.6,133.66,89.34,57.94,21.55,0.82,91.8,481.67,6779
